level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,situationContext,friendlyLatin,darijaArabicSupport,englishMeaning,possibleMoroccanReply,cultureNoteEnglish,pronunciationParts,imagePromptSeed,videoActionSeed,sourceKeys,status,mediaRule
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,11,مشكلة بسيطة في الغرفة,5,L02-D11-S05,L02-D11-P05,The learner closes the problem politely.,shukran ila tsawbtoha,شكرا إلا تصلحتوها,Thank you if you fix it.,wakha,Politeness keeps complaint language softer.,shukran / ila / tsawbtoha,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 11: مشكلة بسيطة في الغرفة. Show a foreign learner politely handling this situation: The learner closes the problem politely.. Visual focus: the phrase 'shukran ila tsawbtoha' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مشكلة بسيطة في الغرفة'. Trigger: The learner closes the problem politely.. Learner says 'shukran ila tsawbtoha'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,12,الهدوء والنوم والضجيج,1,L02-D12-S01,L02-D12-P01,The learner reports noise at night.,kayn shwiya dyal sda,كاين شوية ديال الصداع,There is a little noise.,"smehli, daba nshufu",Use shwiya to soften the complaint.,kayn shwiya / dyal sda,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 12: الهدوء والنوم والضجيج. Show a foreign learner politely handling this situation: The learner reports noise at night.. Visual focus: the phrase 'kayn shwiya dyal sda' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الهدوء والنوم والضجيج'. Trigger: The learner reports noise at night.. Learner says 'kayn shwiya dyal sda'. Moroccan host/staff replies 'smehli, daba nshufu'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,12,الهدوء والنوم والضجيج,2,L02-D12-S02,L02-D12-P02,The learner explains why quiet matters.,bghit n3es bakri,بغيت نعس بكري,I want to sleep early.,wakha,Giving a reason makes the request less confrontational.,bghit / n3es / bakri,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 12: الهدوء والنوم والضجيج. Show a foreign learner politely handling this situation: The learner explains why quiet matters.. Visual focus: the phrase 'bghit n3es bakri' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الهدوء والنوم والضجيج'. Trigger: The learner explains why quiet matters.. Learner says 'bghit n3es bakri'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,12,الهدوء والنوم والضجيج,3,L02-D12-S03,L02-D12-P03,The learner wants to reduce noise or keep privacy.,nqder nsed l-bab?,نقدر نسد الباب؟,Can I close the door?,iyeh,Permission phrases remain useful in shared spaces.,nqder / nsed / l-bab,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 12: الهدوء والنوم والضجيج. Show a foreign learner politely handling this situation: The learner wants to reduce noise or keep privacy.. Visual focus: the phrase 'nqder nsed l-bab?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الهدوء والنوم والضجيج'. Trigger: The learner wants to reduce noise or keep privacy.. Learner says 'nqder nsed l-bab?'. Moroccan host/staff replies 'iyeh'. End with clear action showing the problem/request resolved.,darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,12,الهدوء والنوم والضجيج,4,L02-D12-S04,L02-D12-P04,The learner requests quiet politely.,shwiya dyal l-hdu aafak,شوية ديال الهدو عافاك,"A little quiet, please.",smeh lia,Direct request but softened with shwiya and aafak.,shwiya dyal / l-hdu aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 12: الهدوء والنوم والضجيج. Show a foreign learner politely handling this situation: The learner requests quiet politely.. Visual focus: the phrase 'shwiya dyal l-hdu aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الهدوء والنوم والضجيج'. Trigger: The learner requests quiet politely.. Learner says 'shwiya dyal l-hdu aafak'. Moroccan host/staff replies 'smeh lia'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,12,الهدوء والنوم والضجيج,5,L02-D12-S05,L02-D12-P05,The issue improves and learner closes.,"daba mzyan, shukran",دابا مزيان، شكرا,"Now it is good, thank you.",hamdullah,Always close a resolved problem with thanks.,daba mzyan / shukran,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 12: الهدوء والنوم والضجيج. Show a foreign learner politely handling this situation: The issue improves and learner closes.. Visual focus: the phrase 'daba mzyan, shukran' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الهدوء والنوم والضجيج'. Trigger: The issue improves and learner closes.. Learner says 'daba mzyan, shukran'. Moroccan host/staff replies 'hamdullah'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,13,التكييف/التدفئة والنافذة,1,L02-D13-S01,L02-D13-P01,The learner has an AC problem.,l-klimatizor ma khdamsh,الكليماتيزور ما خدامش,The air conditioner is not working.,daba nshufu,French loanwords are common for modern room amenities.,l-klimatizor / ma / khdamsh,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 13: التكييف/التدفئة والنافذة. Show a foreign learner politely handling this situation: The learner has an AC problem.. Visual focus: the phrase 'l-klimatizor ma khdamsh' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التكييف/التدفئة والنافذة'. Trigger: The learner has an AC problem.. Learner says 'l-klimatizor ma khdamsh'. Moroccan host/staff replies 'daba nshufu'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,13,التكييف/التدفئة والنافذة,2,L02-D13-S02,L02-D13-P02,The learner wants air in the room.,nqder nhell l-shrjem?,نقدر نحل الشرجم؟,Can I open the window?,"iyeh, mumkin",Ask before opening if shared or staff present.,nqder / nhell / l-shrjem,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 13: التكييف/التدفئة والنافذة. Show a foreign learner politely handling this situation: The learner wants air in the room.. Visual focus: the phrase 'nqder nhell l-shrjem?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'التكييف/التدفئة والنافذة'. Trigger: The learner wants air in the room.. Learner says 'nqder nhell l-shrjem?'. Moroccan host/staff replies 'iyeh, mumkin'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,13,التكييف/التدفئة والنافذة,3,L02-D13-S03,L02-D13-P03,The learner explains the room is cold.,l-bit bared shwiya,البيت بارد شوية,The room is a little cold.,njib lik manta,Use shwiya to soften the complaint.,l-bit / bared / shwiya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 13: التكييف/التدفئة والنافذة. Show a foreign learner politely handling this situation: The learner explains the room is cold.. Visual focus: the phrase 'l-bit bared shwiya' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التكييف/التدفئة والنافذة'. Trigger: The learner explains the room is cold.. Learner says 'l-bit bared shwiya'. Moroccan host/staff replies 'njib lik manta'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,13,التكييف/التدفئة والنافذة,4,L02-D13-S04,L02-D13-P04,The learner explains the room is hot.,l-bit skhon shwiya,البيت سخون شوية,The room is a little hot.,nhello shrjem?,Useful comfort phrase for different seasons/cities.,l-bit / skhon / shwiya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 13: التكييف/التدفئة والنافذة. Show a foreign learner politely handling this situation: The learner explains the room is hot.. Visual focus: the phrase 'l-bit skhon shwiya' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التكييف/التدفئة والنافذة'. Trigger: The learner explains the room is hot.. Learner says 'l-bit skhon shwiya'. Moroccan host/staff replies 'nhello shrjem?'. End with clear action showing the problem/request resolved.,gateway_accommodation,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,13,التكييف/التدفئة والنافذة,5,L02-D13-S05,L02-D13-P05,The learner asks if heating exists.,wash kayn chauffage?,واش كاين شوفاج؟,Is there heating?,iyeh / ma kaynsh,Heating/AC are useful hotel service questions.,wash / kayn / chauffage,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 13: التكييف/التدفئة والنافذة. Show a foreign learner politely handling this situation: The learner asks if heating exists.. Visual focus: the phrase 'wash kayn chauffage?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التكييف/التدفئة والنافذة'. Trigger: The learner asks if heating exists.. Learner says 'wash kayn chauffage?'. Moroccan host/staff replies 'iyeh / ma kaynsh'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,14,طلب نصيحة من المضيف,1,L02-D14-S01,L02-D14-P01,The learner asks the host for a nearby food recommendation.,fin nakol mzyan qrib?,فين ناكل مزيان قريب؟,Where can I eat well nearby?,kayn wahd blasa qriba,Hosts often give local recommendations.,fin nakol / mzyan qrib,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 14: طلب نصيحة من المضيف. Show a foreign learner politely handling this situation: The learner asks the host for a nearby food recommendation.. Visual focus: the phrase 'fin nakol mzyan qrib?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب نصيحة من المضيف'. Trigger: The learner asks the host for a nearby food recommendation.. Learner says 'fin nakol mzyan qrib?'. Moroccan host/staff replies 'kayn wahd blasa qriba'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,14,طلب نصيحة من المضيف,2,L02-D14-S02,L02-D14-P02,The learner asks for sightseeing advice.,ash katsahliya nshuf hna?,آش كتساهليا نشوف هنا؟,What do you recommend I see here?,sir l-medina,Host advice makes the riad interaction more human.,ash katsahliya / nshuf hna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 14: طلب نصيحة من المضيف. Show a foreign learner politely handling this situation: The learner asks for sightseeing advice.. Visual focus: the phrase 'ash katsahliya nshuf hna?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب نصيحة من المضيف'. Trigger: The learner asks for sightseeing advice.. Learner says 'ash katsahliya nshuf hna?'. Moroccan host/staff replies 'sir l-medina'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,14,طلب نصيحة من المضيف,3,L02-D14-S03,L02-D14-P03,The learner asks for a local market.,fin kayn souq qrib?,فين كاين سوق قريب؟,Where is there a nearby market?,tlaa nishan,Market/souk directions are common travel needs.,fin kayn / souq qrib,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 14: طلب نصيحة من المضيف. Show a foreign learner politely handling this situation: The learner asks for a local market.. Visual focus: the phrase 'fin kayn souq qrib?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب نصيحة من المضيف'. Trigger: The learner asks for a local market.. Learner says 'fin kayn souq qrib?'. Moroccan host/staff replies 'tlaa nishan'. End with clear action showing the problem/request resolved.,darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,14,طلب نصيحة من المضيف,4,L02-D14-S04,L02-D14-P04,The learner asks safety advice respectfully.,wash had blasa amna b-lil?,واش هاد البلاصة آمنة بالليل؟,Is this area safe at night?,"iyeh, walakin khlli balk",Practical guest question tied to local knowledge.,wash had / blasa amna / b-lil,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 14: طلب نصيحة من المضيف. Show a foreign learner politely handling this situation: The learner asks safety advice respectfully.. Visual focus: the phrase 'wash had blasa amna b-lil?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب نصيحة من المضيف'. Trigger: The learner asks safety advice respectfully.. Learner says 'wash had blasa amna b-lil?'. Moroccan host/staff replies 'iyeh, walakin khlli balk'. End with clear action showing the problem/request resolved.",first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,14,طلب نصيحة من المضيف,5,L02-D14-S05,L02-D14-P05,The learner asks for route advice.,shno ahsan tariq l-medina?,شنو أحسن طريق للمدينة؟,What is the best way to the medina?,sir mn hna,Medina navigation is a frequent issue for visitors.,shno ahsan / tariq l-medina,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 14: طلب نصيحة من المضيف. Show a foreign learner politely handling this situation: The learner asks for route advice.. Visual focus: the phrase 'shno ahsan tariq l-medina?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب نصيحة من المضيف'. Trigger: The learner asks for route advice.. Learner says 'shno ahsan tariq l-medina?'. Moroccan host/staff replies 'sir mn hna'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,15,الدفع أو تمديد ليلة,1,L02-D15-S01,L02-D15-P01,The learner is ready to pay.,bghit nkhalles daba,بغيت نخلص دابا,I want to pay now.,wakha,Payment phrase belongs to stay management.,bghit / nkhalles / daba,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 15: الدفع أو تمديد ليلة. Show a foreign learner politely handling this situation: The learner is ready to pay.. Visual focus: the phrase 'bghit nkhalles daba' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الدفع أو تمديد ليلة'. Trigger: The learner is ready to pay.. Learner says 'bghit nkhalles daba'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,15,الدفع أو تمديد ليلة,2,L02-D15-S02,L02-D15-P02,The learner wants to extend the stay.,wash nqder nzid lila?,واش نقدر نزيد ليلة؟,Can I add one night?,nshufu wash kayn blasa,Extension request is a realistic accommodation need.,wash nqder / nzid lila,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 15: الدفع أو تمديد ليلة. Show a foreign learner politely handling this situation: The learner wants to extend the stay.. Visual focus: the phrase 'wash nqder nzid lila?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الدفع أو تمديد ليلة'. Trigger: The learner wants to extend the stay.. Learner says 'wash nqder nzid lila?'. Moroccan host/staff replies 'nshufu wash kayn blasa'. End with clear action showing the problem/request resolved.,gateway_accommodation,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,15,الدفع أو تمديد ليلة,3,L02-D15-S03,L02-D15-P03,The learner asks remaining balance.,shhal baki f l-hsab?,شحال باقي فالحساب؟,How much remains on the bill?,baki ... dirham,Bill language links Level 1 money to hospitality.,shhal baki / f l-hsab,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 15: الدفع أو تمديد ليلة. Show a foreign learner politely handling this situation: The learner asks remaining balance.. Visual focus: the phrase 'shhal baki f l-hsab?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الدفع أو تمديد ليلة'. Trigger: The learner asks remaining balance.. Learner says 'shhal baki f l-hsab?'. Moroccan host/staff replies 'baki ... dirham'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,15,الدفع أو تمديد ليلة,4,L02-D15-S04,L02-D15-P04,The learner asks about payment method.,wash tqblo carte?,واش تقبلو كارط؟,Do you accept card?,iyeh / la ghir cash,"Many places may prefer cash, so this is practical.",wash / tqblo / carte,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 15: الدفع أو تمديد ليلة. Show a foreign learner politely handling this situation: The learner asks about payment method.. Visual focus: the phrase 'wash tqblo carte?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الدفع أو تمديد ليلة'. Trigger: The learner asks about payment method.. Learner says 'wash tqblo carte?'. Moroccan host/staff replies 'iyeh / la ghir cash'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,15,الدفع أو تمديد ليلة,5,L02-D15-S05,L02-D15-P05,The learner pays and closes politely.,"hak l-flous, shukran",هاك الفلوس، شكرا,"Here is the money, thank you.",shukran,A simple payment closure phrase.,hak l-flous / shukran,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 15: الدفع أو تمديد ليلة. Show a foreign learner politely handling this situation: The learner pays and closes politely.. Visual focus: the phrase 'hak l-flous, shukran' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الدفع أو تمديد ليلة'. Trigger: The learner pays and closes politely.. Learner says 'hak l-flous, shukran'. Moroccan host/staff replies 'shukran'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,16,الخروج من الرياض والعودة إليه,1,L02-D16-S01,L02-D16-P01,The learner tells the host/reception they are leaving.,ghadi nkhroj daba,غادي نخرج دابا,I am going out now.,wakha,Useful in small riads where hosts track guests.,ghadi / nkhroj / daba,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 16: الخروج من الرياض والعودة إليه. Show a foreign learner politely handling this situation: The learner tells the host/reception they are leaving.. Visual focus: the phrase 'ghadi nkhroj daba' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الخروج من الرياض والعودة إليه'. Trigger: The learner tells the host/reception they are leaving.. Learner says 'ghadi nkhroj daba'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,16,الخروج من الرياض والعودة إليه,2,L02-D16-S02,L02-D16-P02,The learner explains expected return.,ghadi nrjea b-lil,غادي نرجع بالليل,I will come back at night.,"wakha, bslama",Communicating return time is polite in small guesthouses.,ghadi / nrjea / b-lil,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 16: الخروج من الرياض والعودة إليه. Show a foreign learner politely handling this situation: The learner explains expected return.. Visual focus: the phrase 'ghadi nrjea b-lil' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الخروج من الرياض والعودة إليه'. Trigger: The learner explains expected return.. Learner says 'ghadi nrjea b-lil'. Moroccan host/staff replies 'wakha, bslama'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,16,الخروج من الرياض والعودة إليه,3,L02-D16-S03,L02-D16-P03,The learner asks about late access.,wash l-bab kaybqa maftoh?,واش الباب كيبقى مفتوح؟,Does the door stay open?,"la, 3ndk l-kle",Door access matters in riads with locked entrances.,wash l-bab / kaybqa maftoh,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 16: الخروج من الرياض والعودة إليه. Show a foreign learner politely handling this situation: The learner asks about late access.. Visual focus: the phrase 'wash l-bab kaybqa maftoh?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الخروج من الرياض والعودة إليه'. Trigger: The learner asks about late access.. Learner says 'wash l-bab kaybqa maftoh?'. Moroccan host/staff replies 'la, 3ndk l-kle'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,16,الخروج من الرياض والعودة إليه,4,L02-D16-S04,L02-D16-P04,The learner asks about taking the key.,nqder nakhod l-kle m3aya?,نقدر ناخد الكلي معايا؟,Can I take the key with me?,"iyeh, khodha",Key handling is a practical routine.,nqder nakhod / l-kle m3aya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 16: الخروج من الرياض والعودة إليه. Show a foreign learner politely handling this situation: The learner asks about taking the key.. Visual focus: the phrase 'nqder nakhod l-kle m3aya?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الخروج من الرياض والعودة إليه'. Trigger: The learner asks about taking the key.. Learner says 'nqder nakhod l-kle m3aya?'. Moroccan host/staff replies 'iyeh, khodha'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,16,الخروج من الرياض والعودة إليه,5,L02-D16-S05,L02-D16-P05,The learner promises to call if late.,"ila tkhrtt, ghadi ntsel",إلا تأخرت، غادي نتاصل,"If I am late, I will call.",wakha,This adds responsible guest behavior.,ila tkhrtt / ghadi ntsel,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 16: الخروج من الرياض والعودة إليه. Show a foreign learner politely handling this situation: The learner promises to call if late.. Visual focus: the phrase 'ila tkhrtt, ghadi ntsel' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الخروج من الرياض والعودة إليه'. Trigger: The learner promises to call if late.. Learner says 'ila tkhrtt, ghadi ntsel'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.",first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,17,الحديث القصير مع صاحب المكان,1,L02-D17-S01,L02-D17-P01,The learner greets the host with a friendly question.,labas aalik?,لاباس عليك؟,How are you?,"labas, shukran",Small talk builds warmth beyond transactions.,labas / aalik,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 17: الحديث القصير مع صاحب المكان. Show a foreign learner politely handling this situation: The learner greets the host with a friendly question.. Visual focus: the phrase 'labas aalik?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'الحديث القصير مع صاحب المكان'. Trigger: The learner greets the host with a friendly question.. Learner says 'labas aalik?'. Moroccan host/staff replies 'labas, shukran'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,17,الحديث القصير مع صاحب المكان,2,L02-D17-S02,L02-D17-P02,The learner compliments the place.,l-riad zwin bzaf,الرياض زوين بزاف,The riad is very beautiful.,allah ykhalik,Complimenting the place fits riad hospitality.,l-riad / zwin / bzaf,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 17: الحديث القصير مع صاحب المكان. Show a foreign learner politely handling this situation: The learner compliments the place.. Visual focus: the phrase 'l-riad zwin bzaf' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الحديث القصير مع صاحب المكان'. Trigger: The learner compliments the place.. Learner says 'l-riad zwin bzaf'. Moroccan host/staff replies 'allah ykhalik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
