level,day,week,phraseNumber,phraseId,dayTitle,scenario,friendlyLatin,arabic,english,possibleMoroccanReply,cultureNote,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
6,20,3,3,L06-D20-P03,الحدود والاحترام,You say this is private.,smh lia hadshi khass,سمح ليا هادشي خاص,"Sorry, this is private.",ma kayn moshkil,Privacy can be expressed without anger.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day20/l06-d20-p03-normal.mp3,assets/audio/level06/day20/l06-d20-p03-slow.mp3,assets/video/level06/day20/l06-d20-p03-scene.mp4,assets/images/video-posters/level06/day20/l06-d20-p03-poster.webp,assets/images/lesson-scenes/level06/day20/l06-d20-p03-scene.webp
6,20,3,4,L06-D20-P04,الحدود والاحترام,You ask to talk later.,mumkin nhdro mn b3d?,ممكن نهضرو من بعد؟,Can we talk later?,iyeh,Useful when you need time or clarity.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day20/l06-d20-p04-normal.mp3,assets/audio/level06/day20/l06-d20-p04-slow.mp3,assets/video/level06/day20/l06-d20-p04-scene.mp4,assets/images/video-posters/level06/day20/l06-d20-p04-poster.webp,assets/images/lesson-scenes/level06/day20/l06-d20-p04-scene.webp
6,20,3,5,L06-D20-P05,الحدود والاحترام,You say you are comfortable like this.,ana mrtaah hakda,أنا مرتاح هكدا,I am comfortable like this.,wakha,Set boundaries calmly and respectfully.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day20/l06-d20-p05-normal.mp3,assets/audio/level06/day20/l06-d20-p05-slow.mp3,assets/video/level06/day20/l06-d20-p05-scene.mp4,assets/images/video-posters/level06/day20/l06-d20-p05-poster.webp,assets/images/lesson-scenes/level06/day20/l06-d20-p05-scene.webp
6,21,3,1,L06-D21-P01,مراجعة الأصدقاء والعائلة,You say it is good to be with friends.,mzyan nkon m3a s-hab,مزيان نكون مع الصحاب,It is good to be with friends.,bzzaf,Level 6 expands from tourist survival to relationships.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day21/l06-d21-p01-normal.mp3,assets/audio/level06/day21/l06-d21-p01-slow.mp3,assets/video/level06/day21/l06-d21-p01-scene.mp4,assets/images/video-posters/level06/day21/l06-d21-p01-poster.webp,assets/images/lesson-scenes/level06/day21/l06-d21-p01-scene.webp
6,21,3,2,L06-D21-P02,مراجعة الأصدقاء والعائلة,You say you speak slowly.,kanhder bshwiya,كنهضر بشوية,I speak slowly.,wakha,A learner can ask for patience without shame.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day21/l06-d21-p02-normal.mp3,assets/audio/level06/day21/l06-d21-p02-slow.mp3,assets/video/level06/day21/l06-d21-p02-scene.mp4,assets/images/video-posters/level06/day21/l06-d21-p02-poster.webp,assets/images/lesson-scenes/level06/day21/l06-d21-p02-scene.webp
6,21,3,3,L06-D21-P03,مراجعة الأصدقاء والعائلة,You say we laugh a little.,nḍhko shwiya,نضحكو شوية,We laugh a little.,iyeh,"Humor is social, not only language.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day21/l06-d21-p03-normal.mp3,assets/audio/level06/day21/l06-d21-p03-slow.mp3,assets/video/level06/day21/l06-d21-p03-scene.mp4,assets/images/video-posters/level06/day21/l06-d21-p03-poster.webp,assets/images/lesson-scenes/level06/day21/l06-d21-p03-scene.webp
6,21,3,4,L06-D21-P04,مراجعة الأصدقاء والعائلة,You say you respect the family.,kanhترم l-3aila,كنحترم العائلة,I respect the family.,shukran,Respect is the core of family-level Darija.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day21/l06-d21-p04-normal.mp3,assets/audio/level06/day21/l06-d21-p04-slow.mp3,assets/video/level06/day21/l06-d21-p04-scene.mp4,assets/images/video-posters/level06/day21/l06-d21-p04-poster.webp,assets/images/lesson-scenes/level06/day21/l06-d21-p04-scene.webp
6,21,3,5,L06-D21-P05,مراجعة الأصدقاء والعائلة,You thank them for everything.,shukran 3la kolshi,شكراً على كلشي,Thank you for everything.,marhba bik,A flexible closing phrase for many social scenes.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day21/l06-d21-p05-normal.mp3,assets/audio/level06/day21/l06-d21-p05-slow.mp3,assets/video/level06/day21/l06-d21-p05-scene.mp4,assets/images/video-posters/level06/day21/l06-d21-p05-poster.webp,assets/images/lesson-scenes/level06/day21/l06-d21-p05-scene.webp
6,22,4,1,L06-D22-P01,المناسبات العائلية,You ask where the wedding will be.,fin ghadi ykon l-3rs?,فين غادي يكون العرس؟,Where will the wedding be?,f-sala,Use only when invited or context is clear.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day22/l06-d22-p01-normal.mp3,assets/audio/level06/day22/l06-d22-p01-slow.mp3,assets/video/level06/day22/l06-d22-p01-scene.mp4,assets/images/video-posters/level06/day22/l06-d22-p01-poster.webp,assets/images/lesson-scenes/level06/day22/l06-d22-p01-scene.webp
6,22,4,2,L06-D22-P02,المناسبات العائلية,You ask if you should come early.,wash khasni nji bkri?,واش خاصني نجي بكري؟,Should I come early?,"la, m3a l-3shiya",Event timing can be flexible; ask clearly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day22/l06-d22-p02-normal.mp3,assets/audio/level06/day22/l06-d22-p02-slow.mp3,assets/video/level06/day22/l06-d22-p02-scene.mp4,assets/images/video-posters/level06/day22/l06-d22-p02-poster.webp,assets/images/lesson-scenes/level06/day22/l06-d22-p02-scene.webp
6,22,4,3,L06-D22-P03,المناسبات العائلية,You ask what to wear.,shno nلبس?,شنو نلبس؟,What should I wear?,لبس عادي,Clothing depends on family/event context.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day22/l06-d22-p03-normal.mp3,assets/audio/level06/day22/l06-d22-p03-slow.mp3,assets/video/level06/day22/l06-d22-p03-scene.mp4,assets/images/video-posters/level06/day22/l06-d22-p03-poster.webp,assets/images/lesson-scenes/level06/day22/l06-d22-p03-scene.webp
6,22,4,4,L06-D22-P04,المناسبات العائلية,You ask whether to buy a gift.,wash nshri shi hdiya?,واش نشري شي هدية؟,Should I buy a gift?,ila bghiti,"A gift may be thoughtful, not always required.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day22/l06-d22-p04-normal.mp3,assets/audio/level06/day22/l06-d22-p04-slow.mp3,assets/video/level06/day22/l06-d22-p04-scene.mp4,assets/images/video-posters/level06/day22/l06-d22-p04-poster.webp,assets/images/lesson-scenes/level06/day22/l06-d22-p04-scene.webp
6,22,4,5,L06-D22-P05,المناسبات العائلية,You say congratulations.,mabrouk 3likom,مبروك عليكم,Congratulations to you.,lah ybark fik,Mabrouk works for many happy events.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day22/l06-d22-p05-normal.mp3,assets/audio/level06/day22/l06-d22-p05-slow.mp3,assets/video/level06/day22/l06-d22-p05-scene.mp4,assets/images/video-posters/level06/day22/l06-d22-p05-poster.webp,assets/images/lesson-scenes/level06/day22/l06-d22-p05-scene.webp
6,23,4,1,L06-D23-P01,التهاني والدعوات الطيبة,You simply congratulate someone.,mabrouk,مبروك,Congratulations!,lah ybark fik,Universal and very useful.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day23/l06-d23-p01-normal.mp3,assets/audio/level06/day23/l06-d23-p01-slow.mp3,assets/video/level06/day23/l06-d23-p01-scene.mp4,assets/images/video-posters/level06/day23/l06-d23-p01-poster.webp,assets/images/lesson-scenes/level06/day23/l06-d23-p01-scene.webp
6,23,4,2,L06-D23-P02,التهاني والدعوات الطيبة,You wish things finish well.,allah ykml bikhir,الله يكمل بخير,May God complete it well.,amin,"Common for engagements, weddings, projects, and plans.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day23/l06-d23-p02-normal.mp3,assets/audio/level06/day23/l06-d23-p02-slow.mp3,assets/video/level06/day23/l06-d23-p02-scene.mp4,assets/images/video-posters/level06/day23/l06-d23-p02-poster.webp,assets/images/lesson-scenes/level06/day23/l06-d23-p02-scene.webp
6,23,4,3,L06-D23-P03,التهاني والدعوات الطيبة,You say you are happy for them.,ferhan lik,فرحان ليك,I am happy for you.,shukran,A warm phrase for friends and family.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day23/l06-d23-p03-normal.mp3,assets/audio/level06/day23/l06-d23-p03-slow.mp3,assets/video/level06/day23/l06-d23-p03-scene.mp4,assets/images/video-posters/level06/day23/l06-d23-p03-poster.webp,assets/images/lesson-scenes/level06/day23/l06-d23-p03-scene.webp
6,23,4,4,L06-D23-P04,التهاني والدعوات الطيبة,You respond to a blessing.,lah ybark fik,الله يبارك فيك,May God bless you.,amin,Useful reply when someone says mabrouk.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day23/l06-d23-p04-normal.mp3,assets/audio/level06/day23/l06-d23-p04-slow.mp3,assets/video/level06/day23/l06-d23-p04-scene.mp4,assets/images/video-posters/level06/day23/l06-d23-p04-poster.webp,assets/images/lesson-scenes/level06/day23/l06-d23-p04-scene.webp
6,23,4,5,L06-D23-P05,التهاني والدعوات الطيبة,You wish health and comfort.,bssaha w raha,بالصحة و الراحة,With health and comfort.,allah y3tik saha,"Use for food, homes, clothes, gifts, and good news.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day23/l06-d23-p05-normal.mp3,assets/audio/level06/day23/l06-d23-p05-slow.mp3,assets/video/level06/day23/l06-d23-p05-scene.mp4,assets/images/video-posters/level06/day23/l06-d23-p05-poster.webp,assets/images/lesson-scenes/level06/day23/l06-d23-p05-scene.webp
6,24,4,1,L06-D24-P01,الاعتذار والشكر داخل العلاقة,You apologize for arriving late.,smh lia jit mtakher,سمح ليا جيت متأخر,"Sorry, I came late.",ma kayn moshkil,Direct apology is better than over-explaining.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day24/l06-d24-p01-normal.mp3,assets/audio/level06/day24/l06-d24-p01-slow.mp3,assets/video/level06/day24/l06-d24-p01-scene.mp4,assets/images/video-posters/level06/day24/l06-d24-p01-poster.webp,assets/images/lesson-scenes/level06/day24/l06-d24-p01-scene.webp
6,24,4,2,L06-D24-P02,الاعتذار والشكر داخل العلاقة,You thank them for patience.,shukran 3la s-sber,شكراً على الصبر,Thank you for your patience.,lah ykhllik,Useful when people waited for you.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day24/l06-d24-p02-normal.mp3,assets/audio/level06/day24/l06-d24-p02-slow.mp3,assets/video/level06/day24/l06-d24-p02-scene.mp4,assets/images/video-posters/level06/day24/l06-d24-p02-poster.webp,assets/images/lesson-scenes/level06/day24/l06-d24-p02-scene.webp
6,24,4,3,L06-D24-P03,الاعتذار والشكر داخل العلاقة,You say you did not mean it.,ma kentش qased,ما كنتش قاصد,I did not mean it.,safi,Helps repair misunderstandings.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day24/l06-d24-p03-normal.mp3,assets/audio/level06/day24/l06-d24-p03-slow.mp3,assets/video/level06/day24/l06-d24-p03-scene.mp4,assets/images/video-posters/level06/day24/l06-d24-p03-poster.webp,assets/images/lesson-scenes/level06/day24/l06-d24-p03-scene.webp
6,24,4,4,L06-D24-P04,الاعتذار والشكر داخل العلاقة,You say you will make it up.,ghadi n3awdها lik,غادي نعاودها ليك,I will make it up to you.,wakha,Use carefully; it can imply future action.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day24/l06-d24-p04-normal.mp3,assets/audio/level06/day24/l06-d24-p04-slow.mp3,assets/video/level06/day24/l06-d24-p04-scene.mp4,assets/images/video-posters/level06/day24/l06-d24-p04-poster.webp,assets/images/lesson-scenes/level06/day24/l06-d24-p04-scene.webp
6,24,4,5,L06-D24-P05,الاعتذار والشكر داخل العلاقة,You welcome someone back safely.,3la slamtk,على سلامتك,Good to see you safe.,allah yslmk,A very Moroccan phrase for return or recovery.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day24/l06-d24-p05-normal.mp3,assets/audio/level06/day24/l06-d24-p05-slow.mp3,assets/video/level06/day24/l06-d24-p05-scene.mp4,assets/images/video-posters/level06/day24/l06-d24-p05-poster.webp,assets/images/lesson-scenes/level06/day24/l06-d24-p05-scene.webp
6,25,4,1,L06-D25-P01,الهاتف والواتساب مع الأصدقاء,You ask them to send the location.,sift lia l-location,صيفط ليا اللوكيشن,Send me the location.,wakha,Mixed Darija/French/English tech words are normal.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day25/l06-d25-p01-normal.mp3,assets/audio/level06/day25/l06-d25-p01-slow.mp3,assets/video/level06/day25/l06-d25-p01-scene.mp4,assets/images/video-posters/level06/day25/l06-d25-p01-poster.webp,assets/images/lesson-scenes/level06/day25/l06-d25-p01-scene.webp
6,25,4,2,L06-D25-P02,الهاتف والواتساب مع الأصدقاء,You say you will send a message.,ghadi nsift lik message,غادي نصيفط ليك مساج,I will send you a message.,mzyan,Useful for follow-up after meeting.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day25/l06-d25-p02-normal.mp3,assets/audio/level06/day25/l06-d25-p02-slow.mp3,assets/video/level06/day25/l06-d25-p02-scene.mp4,assets/images/video-posters/level06/day25/l06-d25-p02-poster.webp,assets/images/lesson-scenes/level06/day25/l06-d25-p02-scene.webp
6,25,4,3,L06-D25-P03,الهاتف والواتساب مع الأصدقاء,You say you heard the voice note.,sm3t l-vocal,سمعت الفوكال,I heard the voice message.,wakha,Vocal is common for WhatsApp voice messages.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day25/l06-d25-p03-normal.mp3,assets/audio/level06/day25/l06-d25-p03-slow.mp3,assets/video/level06/day25/l06-d25-p03-scene.mp4,assets/images/video-posters/level06/day25/l06-d25-p03-poster.webp,assets/images/lesson-scenes/level06/day25/l06-d25-p03-scene.webp
6,25,4,4,L06-D25-P04,الهاتف والواتساب مع الأصدقاء,You say you did not hear well.,ma sm3tsh mzyan,ما سمعتش مزيان,I did not hear well.,n3awd lik,Practical for noisy streets or audio messages.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day25/l06-d25-p04-normal.mp3,assets/audio/level06/day25/l06-d25-p04-slow.mp3,assets/video/level06/day25/l06-d25-p04-scene.mp4,assets/images/video-posters/level06/day25/l06-d25-p04-poster.webp,assets/images/lesson-scenes/level06/day25/l06-d25-p04-scene.webp
6,25,4,5,L06-D25-P05,الهاتف والواتساب مع الأصدقاء,You ask them to repeat slowly.,3awd lia bshwiya,عاود ليا بشوية,Repeat it slowly for me.,wakha,Helps with real native-speed listening.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day25/l06-d25-p05-normal.mp3,assets/audio/level06/day25/l06-d25-p05-slow.mp3,assets/video/level06/day25/l06-d25-p05-scene.mp4,assets/images/video-posters/level06/day25/l06-d25-p05-poster.webp,assets/images/lesson-scenes/level06/day25/l06-d25-p05-scene.webp
6,26,4,1,L06-D26-P01,طلب نصيحة محلية,You ask what they recommend.,shno katqترح 3lia?,شنو كتقترح عليا؟,What do you recommend for me?,nqترح 3lik ...,Locals often appreciate being asked for advice.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day26/l06-d26-p01-normal.mp3,assets/audio/level06/day26/l06-d26-p01-slow.mp3,assets/video/level06/day26/l06-d26-p01-scene.mp4,assets/images/video-posters/level06/day26/l06-d26-p01-poster.webp,assets/images/lesson-scenes/level06/day26/l06-d26-p01-scene.webp
6,26,4,2,L06-D26-P02,طلب نصيحة محلية,You ask where to go today.,fin nmshi lyom?,فين نمشي اليوم؟,Where should I go today?,sir l-medina,Use friends/family as cultural guides.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day26/l06-d26-p02-normal.mp3,assets/audio/level06/day26/l06-d26-p02-slow.mp3,assets/video/level06/day26/l06-d26-p02-scene.mp4,assets/images/video-posters/level06/day26/l06-d26-p02-poster.webp,assets/images/lesson-scenes/level06/day26/l06-d26-p02-scene.webp
6,26,4,3,L06-D26-P03,طلب نصيحة محلية,You ask if a place is good.,wash had lblasa mzyana?,واش هاد البلاصة مزيانة؟,Is this place good?,"iyeh, mzyana",Helps choose safe and appropriate places.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day26/l06-d26-p03-normal.mp3,assets/audio/level06/day26/l06-d26-p03-slow.mp3,assets/video/level06/day26/l06-d26-p03-scene.mp4,assets/images/video-posters/level06/day26/l06-d26-p03-poster.webp,assets/images/lesson-scenes/level06/day26/l06-d26-p03-scene.webp
6,26,4,4,L06-D26-P04,طلب نصيحة محلية,You ask what to avoid.,shno khassni ntجنب?,شنو خاصني نتجنب؟,What should I avoid?,ma tmshish bليل بوحدك,A respectful safety question is useful for travelers.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day26/l06-d26-p04-normal.mp3,assets/audio/level06/day26/l06-d26-p04-slow.mp3,assets/video/level06/day26/l06-d26-p04-scene.mp4,assets/images/video-posters/level06/day26/l06-d26-p04-poster.webp,assets/images/lesson-scenes/level06/day26/l06-d26-p04-scene.webp
6,26,4,5,L06-D26-P05,طلب نصيحة محلية,You thank them for the advice.,shukran 3la nsiha,شكراً على النصيحة,Thank you for the advice.,bلا jmil,Advice strengthens social trust.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day26/l06-d26-p05-normal.mp3,assets/audio/level06/day26/l06-d26-p05-slow.mp3,assets/video/level06/day26/l06-d26-p05-scene.mp4,assets/images/video-posters/level06/day26/l06-d26-p05-poster.webp,assets/images/lesson-scenes/level06/day26/l06-d26-p05-scene.webp
6,27,4,1,L06-D27-P01,عرض المساعدة,You ask if you can help.,nqdr n3awnk?,نقدر نعاونك؟,Can I help you?,"baraka, shukran",Offer gently; do not force help.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day27/l06-d27-p01-normal.mp3,assets/audio/level06/day27/l06-d27-p01-slow.mp3,assets/video/level06/day27/l06-d27-p01-scene.mp4,assets/images/video-posters/level06/day27/l06-d27-p01-poster.webp,assets/images/lesson-scenes/level06/day27/l06-d27-p01-scene.webp
6,27,4,2,L06-D27-P02,عرض المساعدة,You ask if they need anything.,wash محتاج chi haja?,واش محتاج شي حاجة؟,Do you need anything?,"la, shukran","Useful in visits, errands, or family events.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day27/l06-d27-p02-normal.mp3,assets/audio/level06/day27/l06-d27-p02-slow.mp3,assets/video/level06/day27/l06-d27-p02-scene.mp4,assets/images/video-posters/level06/day27/l06-d27-p02-poster.webp,assets/images/lesson-scenes/level06/day27/l06-d27-p02-scene.webp
6,27,4,3,L06-D27-P03,عرض المساعدة,You offer to bring water.,njib lma?,نجيب الما؟,Should I bring water?,iyeh aafak,Simple help is practical and polite.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day27/l06-d27-p03-normal.mp3,assets/audio/level06/day27/l06-d27-p03-slow.mp3,assets/video/level06/day27/l06-d27-p03-scene.mp4,assets/images/video-posters/level06/day27/l06-d27-p03-poster.webp,assets/images/lesson-scenes/level06/day27/l06-d27-p03-scene.webp
6,27,4,4,L06-D27-P04,عرض المساعدة,You ask if you should leave the door open.,nkhlli l-bab محلول?,نخلي الباب محلول؟,Should I leave the door open?,"la, sddo",Home-context micro phrases matter.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day27/l06-d27-p04-normal.mp3,assets/audio/level06/day27/l06-d27-p04-slow.mp3,assets/video/level06/day27/l06-d27-p04-scene.mp4,assets/images/video-posters/level06/day27/l06-d27-p04-poster.webp,assets/images/lesson-scenes/level06/day27/l06-d27-p04-scene.webp
6,27,4,5,L06-D27-P05,عرض المساعدة,You say no problem.,ma kayn moshkil,ما كاين مشكل,No problem.,shukran,A key social phrase across all levels.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day27/l06-d27-p05-normal.mp3,assets/audio/level06/day27/l06-d27-p05-slow.mp3,assets/video/level06/day27/l06-d27-p05-scene.mp4,assets/images/video-posters/level06/day27/l06-d27-p05-poster.webp,assets/images/lesson-scenes/level06/day27/l06-d27-p05-scene.webp
6,28,4,1,L06-D28-P01,مراجعة الثقة الاجتماعية,You say you came with a friend.,jit m3a saahbi,جيت مع صاحبي,I came with a friend.,marhba bikom,Introduces social context clearly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day28/l06-d28-p01-normal.mp3,assets/audio/level06/day28/l06-d28-p01-slow.mp3,assets/video/level06/day28/l06-d28-p01-scene.mp4,assets/images/video-posters/level06/day28/l06-d28-p01-poster.webp,assets/images/lesson-scenes/level06/day28/l06-d28-p01-scene.webp
6,28,4,2,L06-D28-P02,مراجعة الثقة الاجتماعية,You say you greeted the family.,sllmt 3la l-3aila,سلمت على العائلة,I greeted the family.,mzyan,This summarizes a culturally important action.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day28/l06-d28-p02-normal.mp3,assets/audio/level06/day28/l06-d28-p02-slow.mp3,assets/video/level06/day28/l06-d28-p02-scene.mp4,assets/images/video-posters/level06/day28/l06-d28-p02-poster.webp,assets/images/lesson-scenes/level06/day28/l06-d28-p02-scene.webp
6,28,4,3,L06-D28-P03,مراجعة الثقة الاجتماعية,You say you drank tea.,shربt atay,شربت أتاي,I drank tea.,bssaha,Tea marks participation in hospitality.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day28/l06-d28-p03-normal.mp3,assets/audio/level06/day28/l06-d28-p03-slow.mp3,assets/video/level06/day28/l06-d28-p03-scene.mp4,assets/images/video-posters/level06/day28/l06-d28-p03-poster.webp,assets/images/lesson-scenes/level06/day28/l06-d28-p03-scene.webp
6,28,4,4,L06-D28-P04,مراجعة الثقة الاجتماعية,You say you spoke slowly.,hdرت bshwiya,هضرت بشوية,I spoke slowly.,mzyan,Confidence grows from simple speech.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day28/l06-d28-p04-normal.mp3,assets/audio/level06/day28/l06-d28-p04-slow.mp3,assets/video/level06/day28/l06-d28-p04-scene.mp4,assets/images/video-posters/level06/day28/l06-d28-p04-poster.webp,assets/images/lesson-scenes/level06/day28/l06-d28-p04-scene.webp
6,28,4,5,L06-D28-P05,مراجعة الثقة الاجتماعية,You say you left politely.,khrjt b-adab,خرجت بأدب,I left politely.,allah y3awnk,Ending well is part of the social situation.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day28/l06-d28-p05-normal.mp3,assets/audio/level06/day28/l06-d28-p05-slow.mp3,assets/video/level06/day28/l06-d28-p05-scene.mp4,assets/images/video-posters/level06/day28/l06-d28-p05-poster.webp,assets/images/lesson-scenes/level06/day28/l06-d28-p05-scene.webp
6,29,5,1,L06-D29-P01,مواقف اجتماعية مختلطة,You greet everyone in a mixed gathering.,salam alikom kamlin,سلام عليكم كاملين,Peace be upon you all.,w alikom salam,Plural greeting works for groups.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day29/l06-d29-p01-normal.mp3,assets/audio/level06/day29/l06-d29-p01-slow.mp3,assets/video/level06/day29/l06-d29-p01-scene.mp4,assets/images/video-posters/level06/day29/l06-d29-p01-poster.webp,assets/images/lesson-scenes/level06/day29/l06-d29-p01-scene.webp
6,29,5,2,L06-D29-P02,مواقف اجتماعية مختلطة,You thank them for the invitation.,shukran 3la ma 3radtوني,شكراً على ما عرضتوني,Thank you for inviting me.,marhba bik,A key sentence when entering any invitation.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day29/l06-d29-p02-normal.mp3,assets/audio/level06/day29/l06-d29-p02-slow.mp3,assets/video/level06/day29/l06-d29-p02-scene.mp4,assets/images/video-posters/level06/day29/l06-d29-p02-poster.webp,assets/images/lesson-scenes/level06/day29/l06-d29-p02-scene.webp
6,29,5,3,L06-D29-P03,مواقف اجتماعية مختلطة,You say the tea is beautiful.,l-atay zwin,الأتاي زوين,The tea is beautiful.,bssaha,Repeat warm hospitality language.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day29/l06-d29-p03-normal.mp3,assets/audio/level06/day29/l06-d29-p03-slow.mp3,assets/video/level06/day29/l06-d29-p03-scene.mp4,assets/images/video-posters/level06/day29/l06-d29-p03-poster.webp,assets/images/lesson-scenes/level06/day29/l06-d29-p03-scene.webp
6,29,5,4,L06-D29-P04,مواقف اجتماعية مختلطة,You say you must go now.,khassni nmshi daba,خاصني نمشي دابا,I have to go now.,bslama,"Announce departure gently, not suddenly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day29/l06-d29-p04-normal.mp3,assets/audio/level06/day29/l06-d29-p04-slow.mp3,assets/video/level06/day29/l06-d29-p04-scene.mp4,assets/images/video-posters/level06/day29/l06-d29-p04-poster.webp,assets/images/lesson-scenes/level06/day29/l06-d29-p04-scene.webp
6,29,5,5,L06-D29-P05,مواقف اجتماعية مختلطة,You say we will meet soon.,ntlaqaw qrib,نتلاقاو قريب,We will meet soon.,inshallah,A warm closing keeps the relationship open.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day29/l06-d29-p05-normal.mp3,assets/audio/level06/day29/l06-d29-p05-slow.mp3,assets/video/level06/day29/l06-d29-p05-scene.mp4,assets/images/video-posters/level06/day29/l06-d29-p05-poster.webp,assets/images/lesson-scenes/level06/day29/l06-d29-p05-scene.webp
6,30,5,1,L06-D30-P01,اختبار الزيارة الاجتماعية النهائي,You begin the final social visit.,salam alikom,سلام عليكم,Peace be upon you.,w alikom salam,The final simulation starts with the right greeting.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day30/l06-d30-p01-normal.mp3,assets/audio/level06/day30/l06-d30-p01-slow.mp3,assets/video/level06/day30/l06-d30-p01-scene.mp4,assets/images/video-posters/level06/day30/l06-d30-p01-poster.webp,assets/images/lesson-scenes/level06/day30/l06-d30-p01-scene.webp
