level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,14,تنظيف وغسيل الملابس,فتح الموقف — تنظيف وغسيل الملابس,طلب أساسي — تنظيف وغسيل الملابس,توضيح أو سؤال — تنظيف وغسيل الملابس,رد على جواب مغربي — تنظيف وغسيل الملابس,إغلاق الموقف — تنظيف وغسيل الملابس,في نهاية اليوم يستطيع المتعلم التعامل مع تنظيف وغسيل الملابس عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,15,مواعيد الخدمات,فتح الموقف — مواعيد الخدمات,طلب أساسي — مواعيد الخدمات,توضيح أو سؤال — مواعيد الخدمات,رد على جواب مغربي — مواعيد الخدمات,إغلاق الموقف — مواعيد الخدمات,في نهاية اليوم يستطيع المتعلم التعامل مع مواعيد الخدمات عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,16,شريحة هاتف وباقة إنترنت,فتح الموقف — شريحة هاتف وباقة إنترنت,طلب أساسي — شريحة هاتف وباقة إنترنت,توضيح أو سؤال — شريحة هاتف وباقة إنترنت,رد على جواب مغربي — شريحة هاتف وباقة إنترنت,إغلاق الموقف — شريحة هاتف وباقة إنترنت,في نهاية اليوم يستطيع المتعلم التعامل مع شريحة هاتف وباقة إنترنت عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,17,البنك أو الصراف,فتح الموقف — البنك أو الصراف,طلب أساسي — البنك أو الصراف,توضيح أو سؤال — البنك أو الصراف,رد على جواب مغربي — البنك أو الصراف,إغلاق الموقف — البنك أو الصراف,في نهاية اليوم يستطيع المتعلم التعامل مع البنك أو الصراف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,18,الطباعة والنسخ والوثائق,فتح الموقف — الطباعة والنسخ والوثائق,طلب أساسي — الطباعة والنسخ والوثائق,توضيح أو سؤال — الطباعة والنسخ والوثائق,رد على جواب مغربي — الطباعة والنسخ والوثائق,إغلاق الموقف — الطباعة والنسخ والوثائق,في نهاية اليوم يستطيع المتعلم التعامل مع الطباعة والنسخ والوثائق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,19,إرسال طرد أو استلامه,فتح الموقف — إرسال طرد أو استلامه,طلب أساسي — إرسال طرد أو استلامه,توضيح أو سؤال — إرسال طرد أو استلامه,رد على جواب مغربي — إرسال طرد أو استلامه,إغلاق الموقف — إرسال طرد أو استلامه,في نهاية اليوم يستطيع المتعلم التعامل مع إرسال طرد أو استلامه عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,20,التعامل مع عامل توصيل,فتح الموقف — التعامل مع عامل توصيل,طلب أساسي — التعامل مع عامل توصيل,توضيح أو سؤال — التعامل مع عامل توصيل,رد على جواب مغربي — التعامل مع عامل توصيل,إغلاق الموقف — التعامل مع عامل توصيل,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع عامل توصيل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,21,مراجعة أسبوع 3: خدمات يومية,فتح الموقف — مراجعة أسبوع 3: خدمات يومية,طلب أساسي — مراجعة أسبوع 3: خدمات يومية,توضيح أو سؤال — مراجعة أسبوع 3: خدمات يومية,رد على جواب مغربي — مراجعة أسبوع 3: خدمات يومية,إغلاق الموقف — مراجعة أسبوع 3: خدمات يومية,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 3: خدمات يومية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,22,الشكوى بأدب,فتح الموقف — الشكوى بأدب,طلب أساسي — الشكوى بأدب,توضيح أو سؤال — الشكوى بأدب,رد على جواب مغربي — الشكوى بأدب,إغلاق الموقف — الشكوى بأدب,في نهاية اليوم يستطيع المتعلم التعامل مع الشكوى بأدب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,23,تأكيد موعد خدمة,فتح الموقف — تأكيد موعد خدمة,طلب أساسي — تأكيد موعد خدمة,توضيح أو سؤال — تأكيد موعد خدمة,رد على جواب مغربي — تأكيد موعد خدمة,إغلاق الموقف — تأكيد موعد خدمة,في نهاية اليوم يستطيع المتعلم التعامل مع تأكيد موعد خدمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,24,تأجيل أو إلغاء موعد,فتح الموقف — تأجيل أو إلغاء موعد,طلب أساسي — تأجيل أو إلغاء موعد,توضيح أو سؤال — تأجيل أو إلغاء موعد,رد على جواب مغربي — تأجيل أو إلغاء موعد,إغلاق الموقف — تأجيل أو إلغاء موعد,في نهاية اليوم يستطيع المتعلم التعامل مع تأجيل أو إلغاء موعد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,25,شرح مشكلة في البيت,فتح الموقف — شرح مشكلة في البيت,طلب أساسي — شرح مشكلة في البيت,توضيح أو سؤال — شرح مشكلة في البيت,رد على جواب مغربي — شرح مشكلة في البيت,إغلاق الموقف — شرح مشكلة في البيت,في نهاية اليوم يستطيع المتعلم التعامل مع شرح مشكلة في البيت عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,26,مقارنة عروض خدمة,فتح الموقف — مقارنة عروض خدمة,طلب أساسي — مقارنة عروض خدمة,توضيح أو سؤال — مقارنة عروض خدمة,رد على جواب مغربي — مقارنة عروض خدمة,إغلاق الموقف — مقارنة عروض خدمة,في نهاية اليوم يستطيع المتعلم التعامل مع مقارنة عروض خدمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,27,طلب ضمان أو إيصال,فتح الموقف — طلب ضمان أو إيصال,طلب أساسي — طلب ضمان أو إيصال,توضيح أو سؤال — طلب ضمان أو إيصال,رد على جواب مغربي — طلب ضمان أو إيصال,إغلاق الموقف — طلب ضمان أو إيصال,في نهاية اليوم يستطيع المتعلم التعامل مع طلب ضمان أو إيصال عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,28,إغلاق حساب أو مغادرة السكن,فتح الموقف — إغلاق حساب أو مغادرة السكن,طلب أساسي — إغلاق حساب أو مغادرة السكن,توضيح أو سؤال — إغلاق حساب أو مغادرة السكن,رد على جواب مغربي — إغلاق حساب أو مغادرة السكن,إغلاق الموقف — إغلاق حساب أو مغادرة السكن,في نهاية اليوم يستطيع المتعلم التعامل مع إغلاق حساب أو مغادرة السكن عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,29,مراجعة إقامة طويلة,فتح الموقف — مراجعة إقامة طويلة,طلب أساسي — مراجعة إقامة طويلة,توضيح أو سؤال — مراجعة إقامة طويلة,رد على جواب مغربي — مراجعة إقامة طويلة,إغلاق الموقف — مراجعة إقامة طويلة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة إقامة طويلة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
7,Longer Stay / Daily Services,الإقامة الطويلة والخدمات اليومية,30,اختبار Level 7: أسبوع مقيم مؤقت,فتح الموقف — اختبار Level 7: أسبوع مقيم مؤقت,طلب أساسي — اختبار Level 7: أسبوع مقيم مؤقت,توضيح أو سؤال — اختبار Level 7: أسبوع مقيم مؤقت,رد على جواب مغربي — اختبار Level 7: أسبوع مقيم مؤقت,إغلاق الموقف — اختبار Level 7: أسبوع مقيم مؤقت,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 7: أسبوع مقيم مؤقت عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,1,وصف أنك لست بخير,فتح الموقف — وصف أنك لست بخير,طلب أساسي — وصف أنك لست بخير,توضيح أو سؤال — وصف أنك لست بخير,رد على جواب مغربي — وصف أنك لست بخير,إغلاق الموقف — وصف أنك لست بخير,في نهاية اليوم يستطيع المتعلم التعامل مع وصف أنك لست بخير عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,2,ألم بسيط ومكان الألم,فتح الموقف — ألم بسيط ومكان الألم,طلب أساسي — ألم بسيط ومكان الألم,توضيح أو سؤال — ألم بسيط ومكان الألم,رد على جواب مغربي — ألم بسيط ومكان الألم,إغلاق الموقف — ألم بسيط ومكان الألم,في نهاية اليوم يستطيع المتعلم التعامل مع ألم بسيط ومكان الألم عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,3,الصيدلية,فتح الموقف — الصيدلية,طلب أساسي — الصيدلية,توضيح أو سؤال — الصيدلية,رد على جواب مغربي — الصيدلية,إغلاق الموقف — الصيدلية,في نهاية اليوم يستطيع المتعلم التعامل مع الصيدلية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,4,الطبيب أو العيادة,فتح الموقف — الطبيب أو العيادة,طلب أساسي — الطبيب أو العيادة,توضيح أو سؤال — الطبيب أو العيادة,رد على جواب مغربي — الطبيب أو العيادة,إغلاق الموقف — الطبيب أو العيادة,في نهاية اليوم يستطيع المتعلم التعامل مع الطبيب أو العيادة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,5,الدواء والجرعة,فتح الموقف — الدواء والجرعة,طلب أساسي — الدواء والجرعة,توضيح أو سؤال — الدواء والجرعة,رد على جواب مغربي — الدواء والجرعة,إغلاق الموقف — الدواء والجرعة,في نهاية اليوم يستطيع المتعلم التعامل مع الدواء والجرعة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,6,حساسية أو أكل سبب مشكلة,فتح الموقف — حساسية أو أكل سبب مشكلة,طلب أساسي — حساسية أو أكل سبب مشكلة,توضيح أو سؤال — حساسية أو أكل سبب مشكلة,رد على جواب مغربي — حساسية أو أكل سبب مشكلة,إغلاق الموقف — حساسية أو أكل سبب مشكلة,في نهاية اليوم يستطيع المتعلم التعامل مع حساسية أو أكل سبب مشكلة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,7,مراجعة أسبوع 1: الصحة الأساسية,فتح الموقف — مراجعة أسبوع 1: الصحة الأساسية,طلب أساسي — مراجعة أسبوع 1: الصحة الأساسية,توضيح أو سؤال — مراجعة أسبوع 1: الصحة الأساسية,رد على جواب مغربي — مراجعة أسبوع 1: الصحة الأساسية,إغلاق الموقف — مراجعة أسبوع 1: الصحة الأساسية,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 1: الصحة الأساسية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,8,ضعت في المدينة,فتح الموقف — ضعت في المدينة,طلب أساسي — ضعت في المدينة,توضيح أو سؤال — ضعت في المدينة,رد على جواب مغربي — ضعت في المدينة,إغلاق الموقف — ضعت في المدينة,في نهاية اليوم يستطيع المتعلم التعامل مع ضعت في المدينة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,9,الهاتف ضاع أو انسرق,فتح الموقف — الهاتف ضاع أو انسرق,طلب أساسي — الهاتف ضاع أو انسرق,توضيح أو سؤال — الهاتف ضاع أو انسرق,رد على جواب مغربي — الهاتف ضاع أو انسرق,إغلاق الموقف — الهاتف ضاع أو انسرق,في نهاية اليوم يستطيع المتعلم التعامل مع الهاتف ضاع أو انسرق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,10,جواز السفر أو الوثائق,فتح الموقف — جواز السفر أو الوثائق,طلب أساسي — جواز السفر أو الوثائق,توضيح أو سؤال — جواز السفر أو الوثائق,رد على جواب مغربي — جواز السفر أو الوثائق,إغلاق الموقف — جواز السفر أو الوثائق,في نهاية اليوم يستطيع المتعلم التعامل مع جواز السفر أو الوثائق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,11,طلب الشرطة أو مساعدة رسمية,فتح الموقف — طلب الشرطة أو مساعدة رسمية,طلب أساسي — طلب الشرطة أو مساعدة رسمية,توضيح أو سؤال — طلب الشرطة أو مساعدة رسمية,رد على جواب مغربي — طلب الشرطة أو مساعدة رسمية,إغلاق الموقف — طلب الشرطة أو مساعدة رسمية,في نهاية اليوم يستطيع المتعلم التعامل مع طلب الشرطة أو مساعدة رسمية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,12,مشكلة في الفندق,فتح الموقف — مشكلة في الفندق,طلب أساسي — مشكلة في الفندق,توضيح أو سؤال — مشكلة في الفندق,رد على جواب مغربي — مشكلة في الفندق,إغلاق الموقف — مشكلة في الفندق,في نهاية اليوم يستطيع المتعلم التعامل مع مشكلة في الفندق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,13,مشكلة في الطاكسي,فتح الموقف — مشكلة في الطاكسي,طلب أساسي — مشكلة في الطاكسي,توضيح أو سؤال — مشكلة في الطاكسي,رد على جواب مغربي — مشكلة في الطاكسي,إغلاق الموقف — مشكلة في الطاكسي,في نهاية اليوم يستطيع المتعلم التعامل مع مشكلة في الطاكسي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,14,مشكلة في السعر أو الدفع,فتح الموقف — مشكلة في السعر أو الدفع,طلب أساسي — مشكلة في السعر أو الدفع,توضيح أو سؤال — مشكلة في السعر أو الدفع,رد على جواب مغربي — مشكلة في السعر أو الدفع,إغلاق الموقف — مشكلة في السعر أو الدفع,في نهاية اليوم يستطيع المتعلم التعامل مع مشكلة في السعر أو الدفع عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,15,طلب مترجم أو شخص يتكلم الإنجليزية,فتح الموقف — طلب مترجم أو شخص يتكلم الإنجليزية,طلب أساسي — طلب مترجم أو شخص يتكلم الإنجليزية,توضيح أو سؤال — طلب مترجم أو شخص يتكلم الإنجليزية,رد على جواب مغربي — طلب مترجم أو شخص يتكلم الإنجليزية,إغلاق الموقف — طلب مترجم أو شخص يتكلم الإنجليزية,في نهاية اليوم يستطيع المتعلم التعامل مع طلب مترجم أو شخص يتكلم الإنجليزية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,16,اتصال طارئ بصديق/فندق,فتح الموقف — اتصال طارئ بصديق/فندق,طلب أساسي — اتصال طارئ بصديق/فندق,توضيح أو سؤال — اتصال طارئ بصديق/فندق,رد على جواب مغربي — اتصال طارئ بصديق/فندق,إغلاق الموقف — اتصال طارئ بصديق/فندق,في نهاية اليوم يستطيع المتعلم التعامل مع اتصال طارئ بصديق/فندق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,17,شرح مكانك الحالي,فتح الموقف — شرح مكانك الحالي,طلب أساسي — شرح مكانك الحالي,توضيح أو سؤال — شرح مكانك الحالي,رد على جواب مغربي — شرح مكانك الحالي,إغلاق الموقف — شرح مكانك الحالي,في نهاية اليوم يستطيع المتعلم التعامل مع شرح مكانك الحالي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,18,طلب الذهاب إلى مستشفى,فتح الموقف — طلب الذهاب إلى مستشفى,طلب أساسي — طلب الذهاب إلى مستشفى,توضيح أو سؤال — طلب الذهاب إلى مستشفى,رد على جواب مغربي — طلب الذهاب إلى مستشفى,إغلاق الموقف — طلب الذهاب إلى مستشفى,في نهاية اليوم يستطيع المتعلم التعامل مع طلب الذهاب إلى مستشفى عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,19,تأكيد أن الأمر غير خطير,فتح الموقف — تأكيد أن الأمر غير خطير,طلب أساسي — تأكيد أن الأمر غير خطير,توضيح أو سؤال — تأكيد أن الأمر غير خطير,رد على جواب مغربي — تأكيد أن الأمر غير خطير,إغلاق الموقف — تأكيد أن الأمر غير خطير,في نهاية اليوم يستطيع المتعلم التعامل مع تأكيد أن الأمر غير خطير عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,20,مساعدة شخص آخر,فتح الموقف — مساعدة شخص آخر,طلب أساسي — مساعدة شخص آخر,توضيح أو سؤال — مساعدة شخص آخر,رد على جواب مغربي — مساعدة شخص آخر,إغلاق الموقف — مساعدة شخص آخر,في نهاية اليوم يستطيع المتعلم التعامل مع مساعدة شخص آخر عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,21,مراجعة أسبوع 3: مشاكل مختلطة,فتح الموقف — مراجعة أسبوع 3: مشاكل مختلطة,طلب أساسي — مراجعة أسبوع 3: مشاكل مختلطة,توضيح أو سؤال — مراجعة أسبوع 3: مشاكل مختلطة,رد على جواب مغربي — مراجعة أسبوع 3: مشاكل مختلطة,إغلاق الموقف — مراجعة أسبوع 3: مشاكل مختلطة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 3: مشاكل مختلطة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,22,التعامل مع ازدحام أو خوف,فتح الموقف — التعامل مع ازدحام أو خوف,طلب أساسي — التعامل مع ازدحام أو خوف,توضيح أو سؤال — التعامل مع ازدحام أو خوف,رد على جواب مغربي — التعامل مع ازدحام أو خوف,إغلاق الموقف — التعامل مع ازدحام أو خوف,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع ازدحام أو خوف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,23,طلب كرسي أو ماء,فتح الموقف — طلب كرسي أو ماء,طلب أساسي — طلب كرسي أو ماء,توضيح أو سؤال — طلب كرسي أو ماء,رد على جواب مغربي — طلب كرسي أو ماء,إغلاق الموقف — طلب كرسي أو ماء,في نهاية اليوم يستطيع المتعلم التعامل مع طلب كرسي أو ماء عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,24,مشكلة في الطريق ليلاً,فتح الموقف — مشكلة في الطريق ليلاً,طلب أساسي — مشكلة في الطريق ليلاً,توضيح أو سؤال — مشكلة في الطريق ليلاً,رد على جواب مغربي — مشكلة في الطريق ليلاً,إغلاق الموقف — مشكلة في الطريق ليلاً,في نهاية اليوم يستطيع المتعلم التعامل مع مشكلة في الطريق ليلاً عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,25,الرفض عندما تشعر بعدم راحة,فتح الموقف — الرفض عندما تشعر بعدم راحة,طلب أساسي — الرفض عندما تشعر بعدم راحة,توضيح أو سؤال — الرفض عندما تشعر بعدم راحة,رد على جواب مغربي — الرفض عندما تشعر بعدم راحة,إغلاق الموقف — الرفض عندما تشعر بعدم راحة,في نهاية اليوم يستطيع المتعلم التعامل مع الرفض عندما تشعر بعدم راحة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,26,شرح أنك لا تفهم,فتح الموقف — شرح أنك لا تفهم,طلب أساسي — شرح أنك لا تفهم,توضيح أو سؤال — شرح أنك لا تفهم,رد على جواب مغربي — شرح أنك لا تفهم,إغلاق الموقف — شرح أنك لا تفهم,في نهاية اليوم يستطيع المتعلم التعامل مع شرح أنك لا تفهم عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,27,طلب أن يعيد الكلام ببطء,فتح الموقف — طلب أن يعيد الكلام ببطء,طلب أساسي — طلب أن يعيد الكلام ببطء,توضيح أو سؤال — طلب أن يعيد الكلام ببطء,رد على جواب مغربي — طلب أن يعيد الكلام ببطء,إغلاق الموقف — طلب أن يعيد الكلام ببطء,في نهاية اليوم يستطيع المتعلم التعامل مع طلب أن يعيد الكلام ببطء عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,28,حل المشكلة والخروج بأمان,فتح الموقف — حل المشكلة والخروج بأمان,طلب أساسي — حل المشكلة والخروج بأمان,توضيح أو سؤال — حل المشكلة والخروج بأمان,رد على جواب مغربي — حل المشكلة والخروج بأمان,إغلاق الموقف — حل المشكلة والخروج بأمان,في نهاية اليوم يستطيع المتعلم التعامل مع حل المشكلة والخروج بأمان عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,29,مراجعة الطوارئ الخفيفة,فتح الموقف — مراجعة الطوارئ الخفيفة,طلب أساسي — مراجعة الطوارئ الخفيفة,توضيح أو سؤال — مراجعة الطوارئ الخفيفة,رد على جواب مغربي — مراجعة الطوارئ الخفيفة,إغلاق الموقف — مراجعة الطوارئ الخفيفة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة الطوارئ الخفيفة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
8,"Health, Safety & Problems",الصحة والسلامة والمشاكل,30,اختبار Level 8: يوم مشكلة ثم حل,فتح الموقف — اختبار Level 8: يوم مشكلة ثم حل,طلب أساسي — اختبار Level 8: يوم مشكلة ثم حل,توضيح أو سؤال — اختبار Level 8: يوم مشكلة ثم حل,رد على جواب مغربي — اختبار Level 8: يوم مشكلة ثم حل,إغلاق الموقف — اختبار Level 8: يوم مشكلة ثم حل,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 8: يوم مشكلة ثم حل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,1,فتح حديث خدمة,فتح الموقف — فتح حديث خدمة,طلب أساسي — فتح حديث خدمة,توضيح أو سؤال — فتح حديث خدمة,رد على جواب مغربي — فتح حديث خدمة,إغلاق الموقف — فتح حديث خدمة,في نهاية اليوم يستطيع المتعلم التعامل مع فتح حديث خدمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,2,شرح ما تريد إنجازه,فتح الموقف — شرح ما تريد إنجازه,طلب أساسي — شرح ما تريد إنجازه,توضيح أو سؤال — شرح ما تريد إنجازه,رد على جواب مغربي — شرح ما تريد إنجازه,إغلاق الموقف — شرح ما تريد إنجازه,في نهاية اليوم يستطيع المتعلم التعامل مع شرح ما تريد إنجازه عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
