day,lessonTitle,phraseId,friendlyLatin,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
13,مقهى مزدحم أو لا يوجد مكان,L03-D13-P05,"safi, nrja men baad",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,إلغاء طلب أو تغييره,L03-D14-P01,bghit nbeddel talab aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,إلغاء طلب أو تغييره,L03-D14-P02,ma bqitsh bghit hadshi,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,إلغاء طلب أو تغييره,L03-D14-P03,dir liya atay bla qahwa,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,إلغاء طلب أو تغييره,L03-D14-P04,"smah liya, ghalt f talab",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,إلغاء طلب أو تغييره,L03-D14-P05,shukran ala tfahom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,مدح المكان أو المشروب,L03-D15-P01,l-atay bnin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,مدح المكان أو المشروب,L03-D15-P02,l-qahwa meziana,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,مدح المكان أو المشروب,L03-D15-P03,l-blasa haniya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,مدح المكان أو المشروب,L03-D15-P04,l-musika zwina,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,مدح المكان أو المشروب,L03-D15-P05,ghadi nrja inshaallah,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الحديث عن المدينة,L03-D16-P01,had l-mdina zwina,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الحديث عن المدينة,L03-D16-P02,fin kayna l-mdina l-qadima?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الحديث عن المدينة,L03-D16-P03,wash qriba men hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الحديث عن المدينة,L03-D16-P04,shno khasni nshouf hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الحديث عن المدينة,L03-D16-P05,ghadi nmshi l-mdina men baad,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث عن السفر بشكل بسيط,L03-D17-P01,ana ghadi l-fes ghdda,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث عن السفر بشكل بسيط,L03-D17-P02,jit mn casa,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث عن السفر بشكل بسيط,L03-D17-P03,ghadi nbqa hna nharayn,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث عن السفر بشكل بسيط,L03-D17-P04,bghit nshouf l-blad shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث عن السفر بشكل بسيط,L03-D17-P05,safar f lmaghrib zwin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,سؤال عن مكان جميل قريب,L03-D18-P01,fin kayna blasa zwina qriba?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,سؤال عن مكان جميل قريب,L03-D18-P02,kayn shi jardin qrib?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,سؤال عن مكان جميل قريب,L03-D18-P03,fin nqdr nmshi daba?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,سؤال عن مكان جميل قريب,L03-D18-P04,wash kayna vue zwina hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,سؤال عن مكان جميل قريب,L03-D18-P05,"shukran, ghadi nshoufha",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,تجنب كلام لا تفهمه,L03-D19-P01,ma fhemtsh mezian,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,تجنب كلام لا تفهمه,L03-D19-P02,aawed aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,تجنب كلام لا تفهمه,L03-D19-P03,hder bshwiya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,تجنب كلام لا تفهمه,L03-D19-P04,ana baqi kan-t3ellem,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,تجنب كلام لا تفهمه,L03-D19-P05,ktb liya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,الضحك والمجاملة الخفيفة,L03-D20-P01,darijti mazala sghira,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,الضحك والمجاملة الخفيفة,L03-D20-P02,ghadi n-hawel,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,الضحك والمجاملة الخفيفة,L03-D20-P03,nta kat3awenni bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,الضحك والمجاملة الخفيفة,L03-D20-P04,dahaktini,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,الضحك والمجاملة الخفيفة,L03-D20-P05,hadra dyalk zwina,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,مراجعة أسبوع 3: كلام اجتماعي,L03-D21-P01,kidayr lyom?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,مراجعة أسبوع 3: كلام اجتماعي,L03-D21-P02,l-jaw zwin lyom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,مراجعة أسبوع 3: كلام اجتماعي,L03-D21-P03,fin kayna blasa zwina?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,مراجعة أسبوع 3: كلام اجتماعي,L03-D21-P04,ana kan-t3ellem darija,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,مراجعة أسبوع 3: كلام اجتماعي,L03-D21-P05,shukran ala l-hadra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,الرد على دعوة صغيرة,L03-D22-P01,"wakha, ghi qlil",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,الرد على دعوة صغيرة,L03-D22-P02,"ma nqdrsh daba, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,الرد على دعوة صغيرة,L03-D22-P03,mra okhra inshaallah,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,الرد على دعوة صغيرة,L03-D22-P04,"wakha, ghi shwiya",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,الرد على دعوة صغيرة,L03-D22-P05,shukran ala l-aarda,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,إنهاء حديث بأدب,L03-D23-P01,khllini nmshi daba,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,إنهاء حديث بأدب,L03-D23-P02,tlaqi m3ak kan zwin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,إنهاء حديث بأدب,L03-D23-P03,nshufk men baad,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,إنهاء حديث بأدب,L03-D23-P04,"bslama, nhark said",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,إنهاء حديث بأدب,L03-D23-P05,shukran ala l-hadra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,مقهى مع صديق مغربي,L03-D24-P01,fin ghadi njلسo?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,مقهى مع صديق مغربي,L03-D24-P02,shno katshreb nta?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,مقهى مع صديق مغربي,L03-D24-P03,ana ghadi nakhd nass nass,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,مقهى مع صديق مغربي,L03-D24-P04,nqsmu l-hsab?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,مقهى مع صديق مغربي,L03-D24-P05,yallah nmshiw,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,موقف سوء فهم في الحساب,L03-D25-P01,"smah liya, l-hsab shwiya kbir",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,موقف سوء فهم في الحساب,L03-D25-P02,wash hadshi dyali kamel?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,موقف سوء فهم في الحساب,L03-D25-P03,ana talabt ghi wahed,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,موقف سوء فهم في الحساب,L03-D25-P04,mumkin tshouf l-hsab?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,موقف سوء فهم في الحساب,L03-D25-P05,"daba fhemt, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب مساعدة من النادل,L03-D26-P01,"aafak, mumkin t3awenni?",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب مساعدة من النادل,L03-D26-P02,l-wifi ma khddamsh,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب مساعدة من النادل,L03-D26-P03,bghit chargeur ila kayn,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب مساعدة من النادل,L03-D26-P04,fin kayn l-hmam?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب مساعدة من النادل,L03-D26-P05,aayet l-serveur aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,شرح أنك تتعلم الدارجة,L03-D27-P01,ana kan-t3ellem darija,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,شرح أنك تتعلم الدارجة,L03-D27-P02,hder m3aya bshwiya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,شرح أنك تتعلم الدارجة,L03-D27-P03,sahh liya ila ghalt,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,شرح أنك تتعلم الدارجة,L03-D27-P04,bghit nhder bhal lmgharba shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,شرح أنك تتعلم الدارجة,L03-D27-P05,darija saiba walakin zwina,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,أول محادثة دقيقتين,L03-D28-P01,"salam, kidayr?",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,أول محادثة دقيقتين,L03-D28-P02,"ana mzyan, hamdullah",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,أول محادثة دقيقتين,L03-D28-P03,ana jay men ...,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,أول محادثة دقيقتين,L03-D28-P04,l-jaw zwin lyom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,أول محادثة دقيقتين,L03-D28-P05,shukran ala l-hadra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة يومية,L03-D29-P01,wash kayna blasa?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة يومية,L03-D29-P02,bghit nass nass aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة يومية,L03-D29-P03,hder bshwiya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة يومية,L03-D29-P04,fin kayna blasa zwina qriba?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة يومية,L03-D29-P05,"bslama, nhark said",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 3: جلسة مقهى كاملة,L03-D30-P01,"salam, nqdr njles hna?",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 3: جلسة مقهى كاملة,L03-D30-P02,bghit atay bla sokkar,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 3: جلسة مقهى كاملة,L03-D30-P03,had l-qahwa zwina bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 3: جلسة مقهى كاملة,L03-D30-P04,"smah liya, ma fhemtsh mezian",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 3: جلسة مقهى كاملة,L03-D30-P05,"aafak l-hsab, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,أساسيات السؤال على الثمن,L04-D01-P01,bshhal hada?,MISSING,MISSING,MISSING,MISSING,MISSING
1,أساسيات السؤال على الثمن,L04-D01-P02,bshhal hadi?,MISSING,MISSING,MISSING,MISSING,MISSING
1,أساسيات السؤال على الثمن,L04-D01-P03,bghit nchouf hada aafak,MISSING,MISSING,MISSING,MISSING,MISSING
1,أساسيات السؤال على الثمن,L04-D01-P04,wach taman thabet?,MISSING,MISSING,MISSING,MISSING,MISSING
1,أساسيات السؤال على الثمن,L04-D01-P05,"shukran, ghadi nfker shwiya",MISSING,MISSING,MISSING,MISSING,MISSING
2,أول تفاوض بأدب,L04-D02-P01,ghali bzaf,MISSING,MISSING,MISSING,MISSING,MISSING
2,أول تفاوض بأدب,L04-D02-P02,nqes shwiya aafak,MISSING,MISSING,MISSING,MISSING,MISSING
2,أول تفاوض بأدب,L04-D02-P03,shno akhir taman?,MISSING,MISSING,MISSING,MISSING,MISSING
2,أول تفاوض بأدب,L04-D02-P04,"ana tourist, bghit taman mzyan",MISSING,MISSING,MISSING,MISSING,MISSING
2,أول تفاوض بأدب,L04-D02-P05,nakhdo b miya dirham?,MISSING,MISSING,MISSING,MISSING,MISSING
3,لعبة العرض والرد,L04-D03-P01,andi ghir tmanin dirham,MISSING,MISSING,MISSING,MISSING,MISSING
3,لعبة العرض والرد,L04-D03-P02,wach mumkin miya w khamsin?,MISSING,MISSING,MISSING,MISSING,MISSING
3,لعبة العرض والرد,L04-D03-P03,hada akhir taman dyali,MISSING,MISSING,MISSING,MISSING,MISSING
3,لعبة العرض والرد,L04-D03-P04,mahal akhor 3tani nqes,MISSING,MISSING,MISSING,MISSING,MISSING
3,لعبة العرض والرد,L04-D03-P05,"wakha, ghadi nakhdo",MISSING,MISSING,MISSING,MISSING,MISSING
4,الألوان والشكل,L04-D04-P01,wach kayn lwn akhor?,MISSING,MISSING,MISSING,MISSING,MISSING
4,الألوان والشكل,L04-D04-P02,bghit l-khel,MISSING,MISSING,MISSING,MISSING,MISSING
4,الألوان والشكل,L04-D04-P03,wach 3ndk byed?,MISSING,MISSING,MISSING,MISSING,MISSING
4,الألوان والشكل,L04-D04-P04,bghit shi haja basita,MISSING,MISSING,MISSING,MISSING,MISSING
4,الألوان والشكل,L04-D04-P05,had l-lwn zwin,MISSING,MISSING,MISSING,MISSING,MISSING
5,المقاس والتجريب,L04-D05-P01,wach kayn kber?,MISSING,MISSING,MISSING,MISSING,MISSING
5,المقاس والتجريب,L04-D05-P02,wach kayn sgher?,MISSING,MISSING,MISSING,MISSING,MISSING
5,المقاس والتجريب,L04-D05-P03,nqdr njerreb?,MISSING,MISSING,MISSING,MISSING,MISSING
5,المقاس والتجريب,L04-D05-P04,dayq 3liya,MISSING,MISSING,MISSING,MISSING,MISSING
5,المقاس والتجريب,L04-D05-P05,ja mzyan 3liya,MISSING,MISSING,MISSING,MISSING,MISSING
6,الجودة والمادة,L04-D06-P01,wach l-jawda mzyana?,MISSING,MISSING,MISSING,MISSING,MISSING
6,الجودة والمادة,L04-D06-P02,wach masno3 b l-yed?,MISSING,MISSING,MISSING,MISSING,MISSING
6,الجودة والمادة,L04-D06-P03,shno had l-madda?,MISSING,MISSING,MISSING,MISSING,MISSING
6,الجودة والمادة,L04-D06-P04,wach l-lwn ghadi ytelq?,MISSING,MISSING,MISSING,MISSING,MISSING
6,الجودة والمادة,L04-D06-P05,warini ahsan jawda aafak,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الأسبوع 1: تفاوض ذكي,L04-D07-P01,bshhal hada?,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الأسبوع 1: تفاوض ذكي,L04-D07-P02,ghali bzaf,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الأسبوع 1: تفاوض ذكي,L04-D07-P03,shno akhir taman?,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الأسبوع 1: تفاوض ذكي,L04-D07-P04,wach kayn kber?,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الأسبوع 1: تفاوض ذكي,L04-D07-P05,"wakha, ghadi nakhdo",MISSING,MISSING,MISSING,MISSING,MISSING
8,الخضر والشراء اليومي,L04-D08-P01,bghit kilo dyal btata,MISSING,MISSING,MISSING,MISSING,MISSING
8,الخضر والشراء اليومي,L04-D08-P02,3tini nos kilo aafak,MISSING,MISSING,MISSING,MISSING,MISSING
8,الخضر والشراء اليومي,L04-D08-P03,wach triya?,MISSING,MISSING,MISSING,MISSING,MISSING
8,الخضر والشراء اليومي,L04-D08-P04,zid shwiya aafak,MISSING,MISSING,MISSING,MISSING,MISSING
8,الخضر والشراء اليومي,L04-D08-P05,bshhal kolshi?,MISSING,MISSING,MISSING,MISSING,MISSING
9,الفواكه والميزان,L04-D09-P01,3tini limon mzyan aafak,MISSING,MISSING,MISSING,MISSING,MISSING
9,الفواكه والميزان,L04-D09-P02,wach kayn banan tayeb?,MISSING,MISSING,MISSING,MISSING,MISSING
9,الفواكه والميزان,L04-D09-P03,ma ykounsh tayeb bzaf aafak,MISSING,MISSING,MISSING,MISSING,MISSING
9,الفواكه والميزان,L04-D09-P04,nqdr nختار?,MISSING,MISSING,MISSING,MISSING,MISSING
9,الفواكه والميزان,L04-D09-P05,wzenha aafak,MISSING,MISSING,MISSING,MISSING,MISSING
10,العطرية والزيتون والمكسرات,L04-D10-P01,bghit l-3triya l-mghribiya,MISSING,MISSING,MISSING,MISSING,MISSING
10,العطرية والزيتون والمكسرات,L04-D10-P02,nqdr nshmha?,MISSING,MISSING,MISSING,MISSING,MISSING
10,العطرية والزيتون والمكسرات,L04-D10-P03,3tini shwiya sghira,MISSING,MISSING,MISSING,MISSING,MISSING
10,العطرية والزيتون والمكسرات,L04-D10-P04,wach harra?,MISSING,MISSING,MISSING,MISSING,MISSING
10,العطرية والزيتون والمكسرات,L04-D10-P05,bghit zitoun mkhalet,MISSING,MISSING,MISSING,MISSING,MISSING
11,الحانوت والحاجات اليومية,L04-D11-P01,bghit qar3a dyal l-ma,MISSING,MISSING,MISSING,MISSING,MISSING
11,الحانوت والحاجات اليومية,L04-D11-P02,wach 3ndk mouchoirs?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الحانوت والحاجات اليومية,L04-D11-P03,bghit ta3biya dyal telephone,MISSING,MISSING,MISSING,MISSING,MISSING
11,الحانوت والحاجات اليومية,L04-D11-P04,wach 3ndk srf?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الحانوت والحاجات اليومية,L04-D11-P05,khlli l-baqi,MISSING,MISSING,MISSING,MISSING,MISSING
12,الهدايا والتذكارات,L04-D12-P01,hadi hadiya,MISSING,MISSING,MISSING,MISSING,MISSING
12,الهدايا والتذكارات,L04-D12-P02,bghit shi haja mghribiya,MISSING,MISSING,MISSING,MISSING,MISSING
12,الهدايا والتذكارات,L04-D12-P03,bghit hadiya sghira,MISSING,MISSING,MISSING,MISSING,MISSING
12,الهدايا والتذكارات,L04-D12-P04,bshhal jouj?,MISSING,MISSING,MISSING,MISSING,MISSING
12,الهدايا والتذكارات,L04-D12-P05,3tini sak aafak,MISSING,MISSING,MISSING,MISSING,MISSING
13,قارن قبل الشراء,L04-D13-P01,bghit nchouf mazal lwel,MISSING,MISSING,MISSING,MISSING,MISSING
13,قارن قبل الشراء,L04-D13-P02,wach kayn shi haja rkhisa?,MISSING,MISSING,MISSING,MISSING,MISSING
13,قارن قبل الشراء,L04-D13-P03,wach kayn shi haja hsen?,MISSING,MISSING,MISSING,MISSING,MISSING
13,قارن قبل الشراء,L04-D13-P04,ghadi nchouf w nrje3,MISSING,MISSING,MISSING,MISSING,MISSING
13,قارن قبل الشراء,L04-D13-P05,shno smit l-mahal?,MISSING,MISSING,MISSING,MISSING,MISSING
14,مراجعة الأسبوع 2: شراء السوق,L04-D14-P01,bghit kilo dyal btata,MISSING,MISSING,MISSING,MISSING,MISSING
14,مراجعة الأسبوع 2: شراء السوق,L04-D14-P02,wach triya?,MISSING,MISSING,MISSING,MISSING,MISSING
14,مراجعة الأسبوع 2: شراء السوق,L04-D14-P03,nqdr nshmha?,MISSING,MISSING,MISSING,MISSING,MISSING
14,مراجعة الأسبوع 2: شراء السوق,L04-D14-P04,hadi hadiya,MISSING,MISSING,MISSING,MISSING,MISSING
14,مراجعة الأسبوع 2: شراء السوق,L04-D14-P05,ghadi nchouf w nrje3,MISSING,MISSING,MISSING,MISSING,MISSING
15,الجلد والبلاغي,L04-D15-P01,wach hada jeld s7i7?,MISSING,MISSING,MISSING,MISSING,MISSING
15,الجلد والبلاغي,L04-D15-P02,wach jeld mzyan?,MISSING,MISSING,MISSING,MISSING,MISSING
15,الجلد والبلاغي,L04-D15-P03,wach 3ndk pointura 42?,MISSING,MISSING,MISSING,MISSING,MISSING
15,الجلد والبلاغي,L04-D15-P04,wach mriha?,MISSING,MISSING,MISSING,MISSING,MISSING
15,الجلد والبلاغي,L04-D15-P05,bghit sak fih fermeture,MISSING,MISSING,MISSING,MISSING,MISSING
16,الزربية والنسيج,L04-D16-P01,hellha aafak,MISSING,MISSING,MISSING,MISSING,MISSING
16,الزربية والنسيج,L04-D16-P02,mnin hadi?,MISSING,MISSING,MISSING,MISSING,MISSING
16,الزربية والنسيج,L04-D16-P03,wach sof?,MISSING,MISSING,MISSING,MISSING,MISSING
16,الزربية والنسيج,L04-D16-P04,kbira bzaf 3liya,MISSING,MISSING,MISSING,MISSING,MISSING
16,الزربية والنسيج,L04-D16-P05,twiha mzyan aafak,MISSING,MISSING,MISSING,MISSING,MISSING
17,الفخار والحاجات القابلة للكسر,L04-D17-P01,wach kattkser b s-hola?,MISSING,MISSING,MISSING,MISSING,MISSING
17,الفخار والحاجات القابلة للكسر,L04-D17-P02,ghlefha mzyan aafak,MISSING,MISSING,MISSING,MISSING,MISSING
17,الفخار والحاجات القابلة للكسر,L04-D17-P03,bghit setta dyal lkisan,MISSING,MISSING,MISSING,MISSING,MISSING
17,الفخار والحاجات القابلة للكسر,L04-D17-P04,nqdr nغسلha f machine?,MISSING,MISSING,MISSING,MISSING,MISSING
17,الفخار والحاجات القابلة للكسر,L04-D17-P05,wach 3ndk kartona qwiya?,MISSING,MISSING,MISSING,MISSING,MISSING
18,الثمن الثابت والبوتيك,L04-D18-P01,wash l-athmana thabtin?,MISSING,MISSING,MISSING,MISSING,MISSING
18,الثمن الثابت والبوتيك,L04-D18-P02,"wakha, fhemt",MISSING,MISSING,MISSING,MISSING,MISSING
18,الثمن الثابت والبوتيك,L04-D18-P03,wach kayn remise?,MISSING,MISSING,MISSING,MISSING,MISSING
18,الثمن الثابت والبوتيك,L04-D18-P04,wach hada taman dyal sold?,MISSING,MISSING,MISSING,MISSING,MISSING
18,الثمن الثابت والبوتيك,L04-D18-P05,"wakha, ghadi nkhles had taman",MISSING,MISSING,MISSING,MISSING,MISSING
19,اختيارات أخرى والمخزون,L04-D19-P01,wach 3ndk model akhor?,MISSING,MISSING,MISSING,MISSING,MISSING
19,اختيارات أخرى والمخزون,L04-D19-P02,wach kayna wahda jdida l-dakhel?,MISSING,MISSING,MISSING,MISSING,MISSING
19,اختيارات أخرى والمخزون,L04-D19-P03,wach kaynin ikhtiyarat akhrin?,MISSING,MISSING,MISSING,MISSING,MISSING
19,اختيارات أخرى والمخزون,L04-D19-P04,shno katnsehni?,MISSING,MISSING,MISSING,MISSING,MISSING
19,اختيارات أخرى والمخزون,L04-D19-P05,bghit shi haja ma shi touristiya,MISSING,MISSING,MISSING,MISSING,MISSING
20,الدفع والصرف,L04-D20-P01,nqdr nkhles b la carte?,MISSING,MISSING,MISSING,MISSING,MISSING
20,الدفع والصرف,L04-D20-P02,ghadi nkhles cash,MISSING,MISSING,MISSING,MISSING,MISSING
20,الدفع والصرف,L04-D20-P03,wach 3ndk srf dyal miyaine?,MISSING,MISSING,MISSING,MISSING,MISSING
20,الدفع والصرف,L04-D20-P04,nqdr nakhod ticket?,MISSING,MISSING,MISSING,MISSING,MISSING
20,الدفع والصرف,L04-D20-P05,يعني kolshi miya w tmanin?,MISSING,MISSING,MISSING,MISSING,MISSING
21,مراجعة الأسبوع 3: ثقة في السلعة,L04-D21-P01,wach hada jeld s7i7?,MISSING,MISSING,MISSING,MISSING,MISSING
21,مراجعة الأسبوع 3: ثقة في السلعة,L04-D21-P02,mnin hadi?,MISSING,MISSING,MISSING,MISSING,MISSING
21,مراجعة الأسبوع 3: ثقة في السلعة,L04-D21-P03,ghlefha mzyan aafak,MISSING,MISSING,MISSING,MISSING,MISSING
21,مراجعة الأسبوع 3: ثقة في السلعة,L04-D21-P04,wash l-athmana thabtin?,MISSING,MISSING,MISSING,MISSING,MISSING
21,مراجعة الأسبوع 3: ثقة في السلعة,L04-D21-P05,nqdr nkhles b la carte?,MISSING,MISSING,MISSING,MISSING,MISSING
22,الإرجاع والمشاكل,L04-D22-P01,kayn moshkil f hadi,MISSING,MISSING,MISSING,MISSING,MISSING
22,الإرجاع والمشاكل,L04-D22-P02,mكسora,MISSING,MISSING,MISSING,MISSING,MISSING
22,الإرجاع والمشاكل,L04-D22-P03,nqdr nبدlha?,MISSING,MISSING,MISSING,MISSING,MISSING
22,الإرجاع والمشاكل,L04-D22-P04,wach mumkin ترجع liya flous?,MISSING,MISSING,MISSING,MISSING,MISSING
22,الإرجاع والمشاكل,L04-D22-P05,shriتها lyoum,MISSING,MISSING,MISSING,MISSING,MISSING
23,التغليف والسفر,L04-D23-P01,ghlefha l-safar aafak,MISSING,MISSING,MISSING,MISSING,MISSING
23,التغليف والسفر,L04-D23-P02,wach ghadi tdokhol f valiza?,MISSING,MISSING,MISSING,MISSING,MISSING
23,التغليف والسفر,L04-D23-P03,sgher l-paquet aafak,MISSING,MISSING,MISSING,MISSING,MISSING
23,التغليف والسفر,L04-D23-P04,hyed l-kartona zayda aafak,MISSING,MISSING,MISSING,MISSING,MISSING
23,التغليف والسفر,L04-D23-P05,hmiha mzyan aafak,MISSING,MISSING,MISSING,MISSING,MISSING
24,قول لا بلا ضغط,L04-D24-P01,la shukran,MISSING,MISSING,MISSING,MISSING,MISSING
