level,levelNameEnglish,levelNameArabic,day,week,dayTitle,phraseNo,id,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,contentStatus
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,16,3,كتابة رد بسيط في واتساب,2,L11-D16-P02,ma n9dersh daba,ما نقدرش دابا,I cannot now.,You decline a request politely.,ma kain moshkil.,Short refusal is acceptable if polite.,ma / n9dersh / daba,assets/audio/level11/day16/l11-d16-p02-normal.mp3,assets/audio/level11/day16/l11-d16-p02-slow.mp3,assets/video/level11/day16/l11-d16-p02-scene.mp4,assets/images/video-posters/level11/day16/l11-d16-p02-poster.webp,assets/images/lesson-scenes/level11/day16/l11-d16-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,16,3,كتابة رد بسيط في واتساب,3,L11-D16-P03,nshof w njawebk,نشوف و نجاوبك,I will check and answer you.,You are not ready to decide.,"wakha, tsna.",This buys time naturally.,nshof / w / njawebk,assets/audio/level11/day16/l11-d16-p03-normal.mp3,assets/audio/level11/day16/l11-d16-p03-slow.mp3,assets/video/level11/day16/l11-d16-p03-scene.mp4,assets/images/video-posters/level11/day16/l11-d16-p03-poster.webp,assets/images/lesson-scenes/level11/day16/l11-d16-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,16,3,كتابة رد بسيط في واتساب,4,L11-D16-P04,sift lia details,صيفط ليا التفاصيل,Send me the details.,You need more information before replying.,daba nsifthom.,Details may be written in short chat style.,sift / lia / details,assets/audio/level11/day16/l11-d16-p04-normal.mp3,assets/audio/level11/day16/l11-d16-p04-slow.mp3,assets/video/level11/day16/l11-d16-p04-scene.mp4,assets/images/video-posters/level11/day16/l11-d16-p04-poster.webp,assets/images/lesson-scenes/level11/day16/l11-d16-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,16,3,كتابة رد بسيط في واتساب,5,L11-D16-P05,"safi, mtafqin",صافي، متافقين,"Okay, agreed.",You confirm the final plan.,mtafqin.,This is a clean WhatsApp closing.,safi / mtafqin,assets/audio/level11/day16/l11-d16-p05-normal.mp3,assets/audio/level11/day16/l11-d16-p05-slow.mp3,assets/video/level11/day16/l11-d16-p05-scene.mp4,assets/images/video-posters/level11/day16/l11-d16-p05-poster.webp,assets/images/lesson-scenes/level11/day16/l11-d16-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,3,تسجيل رسالة صوتية قصيرة,1,L11-D17-P01,ghadi nrecordi voice sghir,غادي نريكوردي ڤويس صغير,I will record a short voice note.,You choose voice instead of typing.,wakha.,Voice notes are common and faster than text.,ghadi / nrecordi / voice / sghir,assets/audio/level11/day17/l11-d17-p01-normal.mp3,assets/audio/level11/day17/l11-d17-p01-slow.mp3,assets/video/level11/day17/l11-d17-p01-scene.mp4,assets/images/video-posters/level11/day17/l11-d17-p01-poster.webp,assets/images/lesson-scenes/level11/day17/l11-d17-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,3,تسجيل رسالة صوتية قصيرة,2,L11-D17-P02,"salam, ana ghadi nji m3a ssa 6",سلام، أنا غادي نجي مع الساعة 6,"Hi, I will come around six.",You record a simple arrival voice note.,"mzyan, tsnak.",Include time clearly in voice notes.,salam / ana / ghadi / nji / m3a / ssa / 6,assets/audio/level11/day17/l11-d17-p02-normal.mp3,assets/audio/level11/day17/l11-d17-p02-slow.mp3,assets/video/level11/day17/l11-d17-p02-scene.mp4,assets/images/video-posters/level11/day17/l11-d17-p02-poster.webp,assets/images/lesson-scenes/level11/day17/l11-d17-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,3,تسجيل رسالة صوتية قصيرة,3,L11-D17-P03,"ila ma sm3tinish, gol lia",إلا ما سمعتينيش، قول ليا,"If you do not hear me, tell me.",You warn about audio clarity.,wakha.,This makes the exchange cooperative.,ila / ma / sm3tinish / gol / lia,assets/audio/level11/day17/l11-d17-p03-normal.mp3,assets/audio/level11/day17/l11-d17-p03-slow.mp3,assets/video/level11/day17/l11-d17-p03-scene.mp4,assets/images/video-posters/level11/day17/l11-d17-p03-poster.webp,assets/images/lesson-scenes/level11/day17/l11-d17-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,3,تسجيل رسالة صوتية قصيرة,4,L11-D17-P04,hadshi li bghit ngol,هادشي اللي بغيت نقول,That is what I wanted to say.,You close your short voice note.,safi.,A clear ending helps the listener.,hadshi / li / bghit / ngol,assets/audio/level11/day17/l11-d17-p04-normal.mp3,assets/audio/level11/day17/l11-d17-p04-slow.mp3,assets/video/level11/day17/l11-d17-p04-scene.mp4,assets/images/video-posters/level11/day17/l11-d17-p04-poster.webp,assets/images/lesson-scenes/level11/day17/l11-d17-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,3,تسجيل رسالة صوتية قصيرة,5,L11-D17-P05,n3awd nsend ila kan moshkil,نعاود نصيفط إلا كان مشكل,I will send again if there is a problem.,You offer to resend if unclear.,"la, wad7.",Resending is normal in real audio chat.,n3awd / nsend / ila / kan / moshkil,assets/audio/level11/day17/l11-d17-p05-normal.mp3,assets/audio/level11/day17/l11-d17-p05-slow.mp3,assets/video/level11/day17/l11-d17-p05-scene.mp4,assets/images/video-posters/level11/day17/l11-d17-p05-poster.webp,assets/images/lesson-scenes/level11/day17/l11-d17-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,3,الرد على دعوة في واتساب,1,L11-D18-P01,shukran 3la d3wa,شكرا على الدعوة,Thank you for the invitation.,You receive an invitation on WhatsApp.,marhba bik.,Thanking first is polite.,shukran / 3la / d3wa,assets/audio/level11/day18/l11-d18-p01-normal.mp3,assets/audio/level11/day18/l11-d18-p01-slow.mp3,assets/video/level11/day18/l11-d18-p01-scene.mp4,assets/images/video-posters/level11/day18/l11-d18-p01-poster.webp,assets/images/lesson-scenes/level11/day18/l11-d18-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,3,الرد على دعوة في واتساب,2,L11-D18-P02,nqder nji nhar ssebt,نقدر نجي نهار السبت,I can come on Saturday.,You accept with a specific day.,"mzyan, marhba.",Give a clear day to avoid confusion.,nqder / nji / nhar / ssebt,assets/audio/level11/day18/l11-d18-p02-normal.mp3,assets/audio/level11/day18/l11-d18-p02-slow.mp3,assets/video/level11/day18/l11-d18-p02-scene.mp4,assets/images/video-posters/level11/day18/l11-d18-p02-poster.webp,assets/images/lesson-scenes/level11/day18/l11-d18-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,3,الرد على دعوة في واتساب,3,L11-D18-P03,sift lia lwa9t b dhabT,صيفط ليا الوقت بالضبط,Send me the exact time.,You need the exact time for the invitation.,m3a 7.,Exact time prevents missed visits.,sift / lia / lwa9t / b / dhabT,assets/audio/level11/day18/l11-d18-p03-normal.mp3,assets/audio/level11/day18/l11-d18-p03-slow.mp3,assets/video/level11/day18/l11-d18-p03-scene.mp4,assets/images/video-posters/level11/day18/l11-d18-p03-poster.webp,assets/images/lesson-scenes/level11/day18/l11-d18-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,3,الرد على دعوة في واتساب,4,L11-D18-P04,"ila kan mumkin, nji m3a sa7bi",إلا كان ممكن، نجي مع صاحبي,"If possible, I will come with my friend.",You ask permission to bring someone.,marhba bih.,Ask before bringing another person.,ila / kan / mumkin / nji / m3a / sa7bi,assets/audio/level11/day18/l11-d18-p04-normal.mp3,assets/audio/level11/day18/l11-d18-p04-slow.mp3,assets/video/level11/day18/l11-d18-p04-scene.mp4,assets/images/video-posters/level11/day18/l11-d18-p04-poster.webp,assets/images/lesson-scenes/level11/day18/l11-d18-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,3,الرد على دعوة في واتساب,5,L11-D18-P05,"ila ma qdertsh, n3ayet lik",إلا ما قدرتش، نعيط ليك,"If I cannot, I will call you.",You give a fallback plan.,wakha.,Calling is stronger than a late unclear message.,ila / ma / qdertsh / n3ayet / lik,assets/audio/level11/day18/l11-d18-p05-normal.mp3,assets/audio/level11/day18/l11-d18-p05-slow.mp3,assets/video/level11/day18/l11-d18-p05-scene.mp4,assets/images/video-posters/level11/day18/l11-d18-p05-poster.webp,assets/images/lesson-scenes/level11/day18/l11-d18-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,3,فهم إلغاء موعد,1,L11-D19-P01,"sma7 lia, lmaw3id t2ajel",سمح ليا، الموعد تأجل,"Sorry, the appointment was postponed.",You receive a cancellation or postponement message.,ma kain moshkil.,Postponement phrases are common in practical life.,sma7 / lia / lmaw3id / t2ajel,assets/audio/level11/day19/l11-d19-p01-normal.mp3,assets/audio/level11/day19/l11-d19-p01-slow.mp3,assets/video/level11/day19/l11-d19-p01-scene.mp4,assets/images/video-posters/level11/day19/l11-d19-p01-poster.webp,assets/images/lesson-scenes/level11/day19/l11-d19-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,3,فهم إلغاء موعد,2,L11-D19-P02,wach lyoum ma b9ash?,واش اليوم ما بقاش؟,So today is no longer happening?,You confirm cancellation.,"iyah, ma b9ash.",Confirm before changing your plan.,wach / lyoum / ma / b9ash,assets/audio/level11/day19/l11-d19-p02-normal.mp3,assets/audio/level11/day19/l11-d19-p02-slow.mp3,assets/video/level11/day19/l11-d19-p02-scene.mp4,assets/images/video-posters/level11/day19/l11-d19-p02-poster.webp,assets/images/lesson-scenes/level11/day19/l11-d19-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,3,فهم إلغاء موعد,3,L11-D19-P03,ghdda nafs lwa9t?,غدا نفس الوقت؟,Tomorrow at the same time?,You ask about the new appointment.,"iyah, nafs lwa9t.",Short questions are enough in WhatsApp.,ghdda / nafs / lwa9t,assets/audio/level11/day19/l11-d19-p03-normal.mp3,assets/audio/level11/day19/l11-d19-p03-slow.mp3,assets/video/level11/day19/l11-d19-p03-scene.mp4,assets/images/video-posters/level11/day19/l11-d19-p03-poster.webp,assets/images/lesson-scenes/level11/day19/l11-d19-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,3,فهم إلغاء موعد,4,L11-D19-P04,3tini date jdida,عطيني دات جديدة,Give me a new date.,You need a new date after cancellation.,nhar tnin.,French/English loanwords can appear in planning.,3tini / date / jdida,assets/audio/level11/day19/l11-d19-p04-normal.mp3,assets/audio/level11/day19/l11-d19-p04-slow.mp3,assets/video/level11/day19/l11-d19-p04-scene.mp4,assets/images/video-posters/level11/day19/l11-d19-p04-poster.webp,assets/images/lesson-scenes/level11/day19/l11-d19-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,3,فهم إلغاء موعد,5,L11-D19-P05,"safi, nbdlo lplan",صافي، نبدلو البلان,"Okay, we will change the plan.",You accept the change.,shukran 3la tfahom.,Being flexible keeps the exchange friendly.,safi / nbdlo / lplan,assets/audio/level11/day19/l11-d19-p05-normal.mp3,assets/audio/level11/day19/l11-d19-p05-slow.mp3,assets/video/level11/day19/l11-d19-p05-scene.mp4,assets/images/video-posters/level11/day19/l11-d19-p05-poster.webp,assets/images/lesson-scenes/level11/day19/l11-d19-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,3,فهم موقع أو عنوان مرسل,1,L11-D20-P01,sift lia localisation,صيفط ليا لوكاليساسيون,Send me the location.,You ask for a map pin.,daba nsift.,French location terms are common in Moroccan phone use.,sift / lia / localisation,assets/audio/level11/day20/l11-d20-p01-normal.mp3,assets/audio/level11/day20/l11-d20-p01-slow.mp3,assets/video/level11/day20/l11-d20-p01-scene.mp4,assets/images/video-posters/level11/day20/l11-d20-p01-poster.webp,assets/images/lesson-scenes/level11/day20/l11-d20-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,3,فهم موقع أو عنوان مرسل,2,L11-D20-P02,wach qrib ltram?,واش قريب للترام؟,Is it near the tram?,You understand a location message and ask landmark.,"iyah, qrib.",Landmarks are often easier than street names.,wach / qrib / ltram,assets/audio/level11/day20/l11-d20-p02-normal.mp3,assets/audio/level11/day20/l11-d20-p02-slow.mp3,assets/video/level11/day20/l11-d20-p02-scene.mp4,assets/images/video-posters/level11/day20/l11-d20-p02-poster.webp,assets/images/lesson-scenes/level11/day20/l11-d20-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,3,فهم موقع أو عنوان مرسل,3,L11-D20-P03,ana qrib mn l7anout,أنا قريب من الحانوت,I am near the shop.,You describe your current location.,b9a tma.,Small shops are common reference points.,ana / qrib / mn / l7anout,assets/audio/level11/day20/l11-d20-p03-normal.mp3,assets/audio/level11/day20/l11-d20-p03-slow.mp3,assets/video/level11/day20/l11-d20-p03-scene.mp4,assets/images/video-posters/level11/day20/l11-d20-p03-poster.webp,assets/images/lesson-scenes/level11/day20/l11-d20-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,3,فهم موقع أو عنوان مرسل,4,L11-D20-P04,ma l9itsh l3nwan,ما لقيتش العنوان,I did not find the address.,You are lost after receiving a location.,n3ayet lik.,A call can solve address confusion faster.,ma / l9itsh / l3nwan,assets/audio/level11/day20/l11-d20-p04-normal.mp3,assets/audio/level11/day20/l11-d20-p04-slow.mp3,assets/video/level11/day20/l11-d20-p04-scene.mp4,assets/images/video-posters/level11/day20/l11-d20-p04-poster.webp,assets/images/lesson-scenes/level11/day20/l11-d20-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,3,فهم موقع أو عنوان مرسل,5,L11-D20-P05,daba fhemt triq,دابا فهمت الطريق,Now I understood the way.,You understand the route after clarification.,"yallah, marhba.",Close the exchange when action is clear.,daba / fhemt / triq,assets/audio/level11/day20/l11-d20-p05-normal.mp3,assets/audio/level11/day20/l11-d20-p05-slow.mp3,assets/video/level11/day20/l11-d20-p05-scene.mp4,assets/images/video-posters/level11/day20/l11-d20-p05-poster.webp,assets/images/lesson-scenes/level11/day20/l11-d20-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,3,مراجعة أسبوع 3: صوت + كتابة,1,L11-D21-P01,n9ra w nsm3 f nafs lwa9t,نقرا و نسمع فنفس الوقت,I read and listen at the same time.,You combine chat text with a voice note.,hadi zwina.,Text plus audio builds native listening.,n9ra / w / nsm3 / f / nafs / lwa9t,assets/audio/level11/day21/l11-d21-p01-normal.mp3,assets/audio/level11/day21/l11-d21-p01-slow.mp3,assets/video/level11/day21/l11-d21-p01-scene.mp4,assets/images/video-posters/level11/day21/l11-d21-p01-poster.webp,assets/images/lesson-scenes/level11/day21/l11-d21-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,3,مراجعة أسبوع 3: صوت + كتابة,2,L11-D21-P02,lmessage katbayan lia daba,الميساج كتبان ليا دابا,The message is becoming clear to me now.,You review progress after several days.,bravo.,Confidence matters in Level 11.,lmessage / katbayan / lia / daba,assets/audio/level11/day21/l11-d21-p02-normal.mp3,assets/audio/level11/day21/l11-d21-p02-slow.mp3,assets/video/level11/day21/l11-d21-p02-scene.mp4,assets/images/video-posters/level11/day21/l11-d21-p02-poster.webp,assets/images/lesson-scenes/level11/day21/l11-d21-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,3,مراجعة أسبوع 3: صوت + كتابة,3,L11-D21-P03,"ila kan voice sria, n9smha",إلا كان الڤويس سريع، نقسمها,"If the voice is fast, I split it.",You apply a listening strategy.,s7i7.,Segmenting is better than panic.,ila / kan / voice / sria / n9smha,assets/audio/level11/day21/l11-d21-p03-normal.mp3,assets/audio/level11/day21/l11-d21-p03-slow.mp3,assets/video/level11/day21/l11-d21-p03-scene.mp4,assets/images/video-posters/level11/day21/l11-d21-p03-poster.webp,assets/images/lesson-scenes/level11/day21/l11-d21-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,3,مراجعة أسبوع 3: صوت + كتابة,4,L11-D21-P04,"ila kan ktaba s3iba, nsawal",إلا كانت الكتابة صعيبة، نسول,"If the writing is hard, I ask.",You apply a chat strategy.,mzyan.,Asking is not failure.,ila / kan / ktaba / s3iba / nsawal,assets/audio/level11/day21/l11-d21-p04-normal.mp3,assets/audio/level11/day21/l11-d21-p04-slow.mp3,assets/video/level11/day21/l11-d21-p04-scene.mp4,assets/images/video-posters/level11/day21/l11-d21-p04-poster.webp,assets/images/lesson-scenes/level11/day21/l11-d21-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,3,مراجعة أسبوع 3: صوت + كتابة,5,L11-D21-P05,daba nqder njaweb b simple,دابا نقدر نجاوب بسيمبل,Now I can answer simply.,You can reply after listening.,hadi hiya.,Simple replies keep real conversation moving.,daba / nqder / njaweb / b / simple,assets/audio/level11/day21/l11-d21-p05-normal.mp3,assets/audio/level11/day21/l11-d21-p05-slow.mp3,assets/video/level11/day21/l11-d21-p05-scene.mp4,assets/images/video-posters/level11/day21/l11-d21-p05-poster.webp,assets/images/lesson-scenes/level11/day21/l11-d21-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,4,تعابير شعبية شائعة,1,L11-D22-P01,safi baraka,صافي باراكا,"Okay, enough.",You hear a common closing expression.,"iyah, baraka.",Can be neutral or firm depending on tone.,safi / baraka,assets/audio/level11/day22/l11-d22-p01-normal.mp3,assets/audio/level11/day22/l11-d22-p01-slow.mp3,assets/video/level11/day22/l11-d22-p01-scene.mp4,assets/images/video-posters/level11/day22/l11-d22-p01-poster.webp,assets/images/lesson-scenes/level11/day22/l11-d22-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,4,تعابير شعبية شائعة,2,L11-D22-P02,ma 3lich,ما عليش,It is okay / never mind.,Someone minimizes a small problem.,ma kain moshkil.,Often used to soften mistakes.,ma / 3lich,assets/audio/level11/day22/l11-d22-p02-normal.mp3,assets/audio/level11/day22/l11-d22-p02-slow.mp3,assets/video/level11/day22/l11-d22-p02-scene.mp4,assets/images/video-posters/level11/day22/l11-d22-p02-poster.webp,assets/images/lesson-scenes/level11/day22/l11-d22-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,4,تعابير شعبية شائعة,3,L11-D22-P03,bssa7a 3lik,بصحة عليك,Enjoy it / good for you.,You see someone receive food or buy something.,llah y3tik sa7a.,"This phrase is social, not just literal health.",bssa7a / 3lik,assets/audio/level11/day22/l11-d22-p03-normal.mp3,assets/audio/level11/day22/l11-d22-p03-slow.mp3,assets/video/level11/day22/l11-d22-p03-scene.mp4,assets/images/video-posters/level11/day22/l11-d22-p03-poster.webp,assets/images/lesson-scenes/level11/day22/l11-d22-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,4,تعابير شعبية شائعة,4,L11-D22-P04,lah y7fedk,الله يحفظك,May God protect you.,You hear a warm protective expression.,amin.,Religious expressions can be daily social warmth.,lah / y7fedk,assets/audio/level11/day22/l11-d22-p04-normal.mp3,assets/audio/level11/day22/l11-d22-p04-slow.mp3,assets/video/level11/day22/l11-d22-p04-scene.mp4,assets/images/video-posters/level11/day22/l11-d22-p04-poster.webp,assets/images/lesson-scenes/level11/day22/l11-d22-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,4,تعابير شعبية شائعة,5,L11-D22-P05,"iwa, yallah",إيوا، يلا,"So, let’s go.",Someone moves the conversation to action.,yallah.,Iwa often marks transition.,iwa / yallah,assets/audio/level11/day22/l11-d22-p05-normal.mp3,assets/audio/level11/day22/l11-d22-p05-slow.mp3,assets/video/level11/day22/l11-d22-p05-scene.mp4,assets/images/video-posters/level11/day22/l11-d22-p05-poster.webp,assets/images/lesson-scenes/level11/day22/l11-d22-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,4,فهم لهجة مدينة مختلفة قليلًا,1,L11-D23-P01,had lhdra shwiya mkhtalfa,هاد الهضرة شوية مختلفة,This speech is a little different.,You notice a different city accent.,"iyah, hada accent dyalhom.",Darija varies by city and region.,had / lhdra / shwiya / mkhtalfa,assets/audio/level11/day23/l11-d23-p01-normal.mp3,assets/audio/level11/day23/l11-d23-p01-slow.mp3,assets/video/level11/day23/l11-d23-p01-scene.mp4,assets/images/video-posters/level11/day23/l11-d23-p01-poster.webp,assets/images/lesson-scenes/level11/day23/l11-d23-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,4,فهم لهجة مدينة مختلفة قليلًا,2,L11-D23-P02,wach f had lblasa kaygoloha hakka?,واش فهاد البلاصة كيگولوها هكا؟,Do they say it like this in this place?,You ask about regional usage.,"iyah, f had lmdina.",Regional curiosity is useful.,wach / f / had / lblasa / kaygoloha / hakka,assets/audio/level11/day23/l11-d23-p02-normal.mp3,assets/audio/level11/day23/l11-d23-p02-slow.mp3,assets/video/level11/day23/l11-d23-p02-scene.mp4,assets/images/video-posters/level11/day23/l11-d23-p02-poster.webp,assets/images/lesson-scenes/level11/day23/l11-d23-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,4,فهم لهجة مدينة مختلفة قليلًا,3,L11-D23-P03,ana m3wed 3la darija dyal casa,أنا معود على دارجة ديال كازا,I am used to Casablanca Darija.,You explain your listening base.,"3adi, ghadi twlef.",Naming your base helps helpers adjust.,ana / m3wed / 3la / darija / dyal / casa,assets/audio/level11/day23/l11-d23-p03-normal.mp3,assets/audio/level11/day23/l11-d23-p03-slow.mp3,assets/video/level11/day23/l11-d23-p03-scene.mp4,assets/images/video-posters/level11/day23/l11-d23-p03-poster.webp,assets/images/lesson-scenes/level11/day23/l11-d23-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,4,فهم لهجة مدينة مختلفة قليلًا,4,L11-D23-P04,3tini nafs lma3na b klma okhra,عطيني نفس المعنى بكلمة أخرى,Give me the same meaning with another word.,A regional word blocks understanding.,n9dro ngolo...,Synonyms help across accents.,3tini / nafs / lma3na / b / klma / okhra,assets/audio/level11/day23/l11-d23-p04-normal.mp3,assets/audio/level11/day23/l11-d23-p04-slow.mp3,assets/video/level11/day23/l11-d23-p04-scene.mp4,assets/images/video-posters/level11/day23/l11-d23-p04-poster.webp,assets/images/lesson-scenes/level11/day23/l11-d23-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,4,فهم لهجة مدينة مختلفة قليلًا,5,L11-D23-P05,daba 3reft lfar9,دابا عرفت الفرق,Now I know the difference.,You understand the regional variant.,mzyan.,Notice difference without judging it.,daba / 3reft / lfar9,assets/audio/level11/day23/l11-d23-p05-normal.mp3,assets/audio/level11/day23/l11-d23-p05-slow.mp3,assets/video/level11/day23/l11-d23-p05-scene.mp4,assets/images/video-posters/level11/day23/l11-d23-p05-poster.webp,assets/images/lesson-scenes/level11/day23/l11-d23-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
