level,levelNameEnglish,levelNameArabic,day,week,dayTitle,phraseNumber,id,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,mediaProductionStatus
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,17,3,الخصوصية والصور,5,L10-D17-P05,You say I respect your privacy.,I respect your privacy.,kan7tarem l-khososiya dyalk,كنحترم الخصوصية ديالك,shukran,Clear privacy respect is modern and polite.,assets/audio/level10/day17/l10-d17-p05-normal.mp3,assets/audio/level10/day17/l10-d17-p05-slow.mp3,assets/video/level10/day17/l10-d17-p05-scene.mp4,assets/images/video-posters/level10/day17/l10-d17-p05-poster.webp,assets/images/lesson-scenes/level10/day17/l10-d17-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,18,3,اللباس والفضاء العام,1,L10-D18-P01,You ask if these clothes are appropriate.,Are these clothes appropriate here?,wash had l-7wayj mnasbin hna?,واش هاد الحوايج مناسبين هنا؟,iyeh / khass shwiya,Ask when visiting conservative or religious spaces.,assets/audio/level10/day18/l10-d18-p01-normal.mp3,assets/audio/level10/day18/l10-d18-p01-slow.mp3,assets/video/level10/day18/l10-d18-p01-scene.mp4,assets/images/video-posters/level10/day18/l10-d18-p01-poster.webp,assets/images/lesson-scenes/level10/day18/l10-d18-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,18,3,اللباس والفضاء العام,2,L10-D18-P02,You ask if you should cover your shoulders.,Should I cover my shoulders?,wash khasni nghatti ktafi?,واش خاصني نغطي كتافي؟,"ila bghiti, ahsan",Useful in some cultural/religious settings.,assets/audio/level10/day18/l10-d18-p02-normal.mp3,assets/audio/level10/day18/l10-d18-p02-slow.mp3,assets/video/level10/day18/l10-d18-p02-scene.mp4,assets/images/video-posters/level10/day18/l10-d18-p02-poster.webp,assets/images/lesson-scenes/level10/day18/l10-d18-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,18,3,اللباس والفضاء العام,3,L10-D18-P03,You ask if non-Muslims can enter.,Can non-Muslims enter here?,wash non-muslimin y9dro ydkhlo hna?,واش نون مسلمِين يقدرو يدخلو هنا؟,"la, ghir l-bra",Some religious spaces have restrictions.,assets/audio/level10/day18/l10-d18-p03-normal.mp3,assets/audio/level10/day18/l10-d18-p03-slow.mp3,assets/video/level10/day18/l10-d18-p03-scene.mp4,assets/images/video-posters/level10/day18/l10-d18-p03-poster.webp,assets/images/lesson-scenes/level10/day18/l10-d18-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,18,3,اللباس والفضاء العام,4,L10-D18-P04,You lower your voice.,I will speak quietly.,ghadi nhder b swt hani,غادي نهضر بصوت هاني,mzyan,Quiet voice shows respect in sacred or family places.,assets/audio/level10/day18/l10-d18-p04-normal.mp3,assets/audio/level10/day18/l10-d18-p04-slow.mp3,assets/video/level10/day18/l10-d18-p04-scene.mp4,assets/images/video-posters/level10/day18/l10-d18-p04-poster.webp,assets/images/lesson-scenes/level10/day18/l10-d18-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,18,3,اللباس والفضاء العام,5,L10-D18-P05,You ask where photos are not allowed.,Where are photos not allowed?,fin mamnou3 t-tswir?,فين ممنوع التصوير؟,hna mamnou3,Simple rule-checking prevents disrespect.,assets/audio/level10/day18/l10-d18-p05-normal.mp3,assets/audio/level10/day18/l10-d18-p05-slow.mp3,assets/video/level10/day18/l10-d18-p05-scene.mp4,assets/images/video-posters/level10/day18/l10-d18-p05-poster.webp,assets/images/lesson-scenes/level10/day18/l10-d18-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,19,3,المرض والعزاء والزيارة الحساسة,1,L10-D19-P01,You wish a sick person recovery.,May God heal you.,lah yshafik,الله يشافيك,amin,Common illness blessing.,assets/audio/level10/day19/l10-d19-p01-normal.mp3,assets/audio/level10/day19/l10-d19-p01-slow.mp3,assets/video/level10/day19/l10-d19-p01-scene.mp4,assets/images/video-posters/level10/day19/l10-d19-p01-poster.webp,assets/images/lesson-scenes/level10/day19/l10-d19-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,19,3,المرض والعزاء والزيارة الحساسة,2,L10-D19-P02,You say I hope it is nothing serious.,I hope it is nothing serious.,inshallah ma kayn bas,إن شاء الله ما كاين باس,inshallah,Gentle reassurance is common.,assets/audio/level10/day19/l10-d19-p02-normal.mp3,assets/audio/level10/day19/l10-d19-p02-slow.mp3,assets/video/level10/day19/l10-d19-p02-scene.mp4,assets/images/video-posters/level10/day19/l10-d19-p02-poster.webp,assets/images/lesson-scenes/level10/day19/l10-d19-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,19,3,المرض والعزاء والزيارة الحساسة,3,L10-D19-P03,You offer help to a family.,"If you need anything, tell me.","ila khasskom chi haja, golo lia",إلا خاصكم شي حاجة، گولو ليا,lah yjazik bikhir,Offer practical help softly.,assets/audio/level10/day19/l10-d19-p03-normal.mp3,assets/audio/level10/day19/l10-d19-p03-slow.mp3,assets/video/level10/day19/l10-d19-p03-scene.mp4,assets/images/video-posters/level10/day19/l10-d19-p03-poster.webp,assets/images/lesson-scenes/level10/day19/l10-d19-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,19,3,المرض والعزاء والزيارة الحساسة,4,L10-D19-P04,You give condolences respectfully.,May God have mercy on them.,lah yr7mo / lah yr7mha,الله يرحمو / الله يرحمها,amin,Condolence phrases should be simple and respectful.,assets/audio/level10/day19/l10-d19-p04-normal.mp3,assets/audio/level10/day19/l10-d19-p04-slow.mp3,assets/video/level10/day19/l10-d19-p04-scene.mp4,assets/images/video-posters/level10/day19/l10-d19-p04-poster.webp,assets/images/lesson-scenes/level10/day19/l10-d19-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,19,3,المرض والعزاء والزيارة الحساسة,5,L10-D19-P05,You say may God give you patience.,May God give you patience.,lah ysabberkom,الله يصبركم,amin,A core condolence support phrase.,assets/audio/level10/day19/l10-d19-p05-normal.mp3,assets/audio/level10/day19/l10-d19-p05-slow.mp3,assets/video/level10/day19/l10-d19-p05-scene.mp4,assets/images/video-posters/level10/day19/l10-d19-p05-poster.webp,assets/images/lesson-scenes/level10/day19/l10-d19-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,20,3,مراجعة الأسبوع الثالث,1,L10-D20-P01,You ask for clarity politely.,"Can you give me a clear answer, please?",t9dr t3tini jawb wad7 aafak?,تقدر تعطيني جواب واضح عافاك؟,iyeh,Review indirect communication.,assets/audio/level10/day20/l10-d20-p01-normal.mp3,assets/audio/level10/day20/l10-d20-p01-slow.mp3,assets/video/level10/day20/l10-d20-p01-scene.mp4,assets/images/video-posters/level10/day20/l10-d20-p01-poster.webp,assets/images/lesson-scenes/level10/day20/l10-d20-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,20,3,مراجعة الأسبوع الثالث,2,L10-D20-P02,You compliment with tbarkellah.,"Nice home, tbarkellah.","dar zwina, tbarkellah",دار زوينة، تبارك الله,lah ybarek fik,Review compliments.,assets/audio/level10/day20/l10-d20-p02-normal.mp3,assets/audio/level10/day20/l10-d20-p02-slow.mp3,assets/video/level10/day20/l10-d20-p02-scene.mp4,assets/images/video-posters/level10/day20/l10-d20-p02-poster.webp,assets/images/lesson-scenes/level10/day20/l10-d20-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,20,3,مراجعة الأسبوع الثالث,3,L10-D20-P03,You ask before sharing a photo.,Can I share this photo?,n9dr n-partaji had tswira?,نقدر نپارطاجي هاد التصويرة؟,iyeh / la,Review privacy.,assets/audio/level10/day20/l10-d20-p03-normal.mp3,assets/audio/level10/day20/l10-d20-p03-slow.mp3,assets/video/level10/day20/l10-d20-p03-scene.mp4,assets/images/video-posters/level10/day20/l10-d20-p03-poster.webp,assets/images/lesson-scenes/level10/day20/l10-d20-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,20,3,مراجعة الأسبوع الثالث,4,L10-D20-P04,You ask if the clothes are appropriate.,Are these clothes appropriate here?,wash had l-7wayj mnasbin hna?,واش هاد الحوايج مناسبين هنا؟,iyeh,Review public respect.,assets/audio/level10/day20/l10-d20-p04-normal.mp3,assets/audio/level10/day20/l10-d20-p04-slow.mp3,assets/video/level10/day20/l10-d20-p04-scene.mp4,assets/images/video-posters/level10/day20/l10-d20-p04-poster.webp,assets/images/lesson-scenes/level10/day20/l10-d20-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,20,3,مراجعة الأسبوع الثالث,5,L10-D20-P05,You wish someone recovery or patience.,May God heal you and give you patience.,lah yshafik w lah ysabberkom,الله يشافيك والله يصبركم,amin,Review sensitive phrases.,assets/audio/level10/day20/l10-d20-p05-normal.mp3,assets/audio/level10/day20/l10-d20-p05-slow.mp3,assets/video/level10/day20/l10-d20-p05-scene.mp4,assets/images/video-posters/level10/day20/l10-d20-p05-poster.webp,assets/images/lesson-scenes/level10/day20/l10-d20-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,21,3,الوقت والخطط وإن شاء الله,1,L10-D21-P01,You ask if the time is fixed.,Is the time fixed?,wash l-waqt m7edded?,واش الوقت محدد؟,iyeh / la shwiya,Some plans are exact; some are flexible.,assets/audio/level10/day21/l10-d21-p01-normal.mp3,assets/audio/level10/day21/l10-d21-p01-slow.mp3,assets/video/level10/day21/l10-d21-p01-scene.mp4,assets/images/video-posters/level10/day21/l10-d21-p01-poster.webp,assets/images/lesson-scenes/level10/day21/l10-d21-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,21,3,الوقت والخطط وإن شاء الله,2,L10-D21-P02,You ask how late it might be.,How late might it be?,sh7al ymkn yt3ettel?,شحال يمكن يتعطل؟,shwiya,Ask delay without anger.,assets/audio/level10/day21/l10-d21-p02-normal.mp3,assets/audio/level10/day21/l10-d21-p02-slow.mp3,assets/video/level10/day21/l10-d21-p02-scene.mp4,assets/images/video-posters/level10/day21/l10-d21-p02-poster.webp,assets/images/lesson-scenes/level10/day21/l10-d21-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,21,3,الوقت والخطط وإن شاء الله,3,L10-D21-P03,"You say no problem, I will wait.","No problem, I will wait.","ma kayn moshkil, ghadi ntsenna",ما كاين مشكل، غادي نتسنى,shukran 3la sberk,Patience is useful in social plans.,assets/audio/level10/day21/l10-d21-p03-normal.mp3,assets/audio/level10/day21/l10-d21-p03-slow.mp3,assets/video/level10/day21/l10-d21-p03-scene.mp4,assets/images/video-posters/level10/day21/l10-d21-p03-poster.webp,assets/images/lesson-scenes/level10/day21/l10-d21-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,21,3,الوقت والخطط وإن شاء الله,4,L10-D21-P04,You say please tell me if the plan changes.,"Tell me if the plan changes, please.","ila tbedel l-plan, gol lia aafak",إلا تبدل الپلان، گول ليا عافاك,wakha,Clear but polite planning.,assets/audio/level10/day21/l10-d21-p04-normal.mp3,assets/audio/level10/day21/l10-d21-p04-slow.mp3,assets/video/level10/day21/l10-d21-p04-scene.mp4,assets/images/video-posters/level10/day21/l10-d21-p04-poster.webp,assets/images/lesson-scenes/level10/day21/l10-d21-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,21,3,الوقت والخطط وإن شاء الله,5,L10-D21-P05,You confirm before leaving.,I will confirm before I come.,ghadi n2akked qbel ma nji,غادي نأكد قبل ما نجي,mzyan,Confirming prevents wasted trips.,assets/audio/level10/day21/l10-d21-p05-normal.mp3,assets/audio/level10/day21/l10-d21-p05-slow.mp3,assets/video/level10/day21/l10-d21-p05-scene.mp4,assets/images/video-posters/level10/day21/l10-d21-p05-poster.webp,assets/images/lesson-scenes/level10/day21/l10-d21-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,22,4,الجيران والدرْب,1,L10-D22-P01,You greet the neighbor.,"Hello neighbor, how are you?","salam a jari, labas?",سلام آ جاري، لباس؟,labas lhamdullah,Neighborhood relationships start with greetings.,assets/audio/level10/day22/l10-d22-p01-normal.mp3,assets/audio/level10/day22/l10-d22-p01-slow.mp3,assets/video/level10/day22/l10-d22-p01-scene.mp4,assets/images/video-posters/level10/day22/l10-d22-p01-poster.webp,assets/images/lesson-scenes/level10/day22/l10-d22-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,22,4,الجيران والدرْب,2,L10-D22-P02,You apologize for noise.,Sorry for the noise.,sme7 lia 3la s-sda3,سمح ليا على الصداع,ma kayn moshkil,Noise apology is practical in apartments.,assets/audio/level10/day22/l10-d22-p02-normal.mp3,assets/audio/level10/day22/l10-d22-p02-slow.mp3,assets/video/level10/day22/l10-d22-p02-scene.mp4,assets/images/video-posters/level10/day22/l10-d22-p02-poster.webp,assets/images/lesson-scenes/level10/day22/l10-d22-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,22,4,الجيران والدرْب,3,L10-D22-P03,You ask if this bothers them.,Does this bother you?,wash hadshi kaydiqk?,واش هادشي كيديقك؟,la / shwiya,Shows consideration.,assets/audio/level10/day22/l10-d22-p03-normal.mp3,assets/audio/level10/day22/l10-d22-p03-slow.mp3,assets/video/level10/day22/l10-d22-p03-scene.mp4,assets/images/video-posters/level10/day22/l10-d22-p03-poster.webp,assets/images/lesson-scenes/level10/day22/l10-d22-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,22,4,الجيران والدرْب,4,L10-D22-P04,You thank a neighbor for help.,Thank you for helping me.,shukran 3la l-mosa3ada,شكراً على المساعدة,la shukran 3la wajib,Neighborhood help deserves warm thanks.,assets/audio/level10/day22/l10-d22-p04-normal.mp3,assets/audio/level10/day22/l10-d22-p04-slow.mp3,assets/video/level10/day22/l10-d22-p04-scene.mp4,assets/images/video-posters/level10/day22/l10-d22-p04-poster.webp,assets/images/lesson-scenes/level10/day22/l10-d22-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,22,4,الجيران والدرْب,5,L10-D22-P05,"You say if you need anything, I am here.","If you need anything, I am here.","ila khtajiti chi haja, ana hna",إلا احتاجيتي شي حاجة، أنا هنا,lah ykhalik,Mutual help is part of local relations.,assets/audio/level10/day22/l10-d22-p05-normal.mp3,assets/audio/level10/day22/l10-d22-p05-slow.mp3,assets/video/level10/day22/l10-d22-p05-scene.mp4,assets/images/video-posters/level10/day22/l10-d22-p05-poster.webp,assets/images/lesson-scenes/level10/day22/l10-d22-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,23,4,الطبيعة والشاطئ والجبل,1,L10-D23-P01,You ask if it is okay to swim here.,Is it okay to swim here?,wash n9dr n3om hna?,واش نقدر نعوم هنا؟,iyeh / la khatar,Local advice matters for beaches and rivers.,assets/audio/level10/day23/l10-d23-p01-normal.mp3,assets/audio/level10/day23/l10-d23-p01-slow.mp3,assets/video/level10/day23/l10-d23-p01-scene.mp4,assets/images/video-posters/level10/day23/l10-d23-p01-poster.webp,assets/images/lesson-scenes/level10/day23/l10-d23-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,23,4,الطبيعة والشاطئ والجبل,2,L10-D23-P02,You ask where to put trash.,Where should I put the trash?,fin n7et zbel?,فين نحط الزبل؟,tma f poubelle,Environmental respect is part of cultural respect.,assets/audio/level10/day23/l10-d23-p02-normal.mp3,assets/audio/level10/day23/l10-d23-p02-slow.mp3,assets/video/level10/day23/l10-d23-p02-scene.mp4,assets/images/video-posters/level10/day23/l10-d23-p02-poster.webp,assets/images/lesson-scenes/level10/day23/l10-d23-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,23,4,الطبيعة والشاطئ والجبل,3,L10-D23-P03,You say we should leave the place clean.,We should leave the place clean.,khassna nkhelliw lblasa n9iya,خاصنا نخليو البلاصة نقية,s7i7,"Good in beaches, mountains, picnics.",assets/audio/level10/day23/l10-d23-p03-normal.mp3,assets/audio/level10/day23/l10-d23-p03-slow.mp3,assets/video/level10/day23/l10-d23-p03-scene.mp4,assets/images/video-posters/level10/day23/l10-d23-p03-poster.webp,assets/images/lesson-scenes/level10/day23/l10-d23-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,23,4,الطبيعة والشاطئ والجبل,4,L10-D23-P04,You ask if this road is safe.,Is this road safe?,wash had triq amna?,واش هاد الطريق آمنة؟,iyeh / khass guide,Ask locals before remote areas.,assets/audio/level10/day23/l10-d23-p04-normal.mp3,assets/audio/level10/day23/l10-d23-p04-slow.mp3,assets/video/level10/day23/l10-d23-p04-scene.mp4,assets/images/video-posters/level10/day23/l10-d23-p04-poster.webp,assets/images/lesson-scenes/level10/day23/l10-d23-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,23,4,الطبيعة والشاطئ والجبل,5,L10-D23-P05,You thank the guide.,Thank you for guiding us.,shukran 3la l-irshad,شكراً على الإرشاد,bssa7a,Respect guides/local knowledge.,assets/audio/level10/day23/l10-d23-p05-normal.mp3,assets/audio/level10/day23/l10-d23-p05-slow.mp3,assets/video/level10/day23/l10-d23-p05-scene.mp4,assets/images/video-posters/level10/day23/l10-d23-p05-poster.webp,assets/images/lesson-scenes/level10/day23/l10-d23-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,24,4,زيارة قرية أو عائلة خارج المدينة,1,L10-D24-P01,You thank them for receiving you.,Thank you for receiving us.,shukran 3la l-istiqbal,شكراً على الاستقبال,marhba bikom,Rural hospitality can be generous; acknowledge it.,assets/audio/level10/day24/l10-d24-p01-normal.mp3,assets/audio/level10/day24/l10-d24-p01-slow.mp3,assets/video/level10/day24/l10-d24-p01-scene.mp4,assets/images/video-posters/level10/day24/l10-d24-p01-poster.webp,assets/images/lesson-scenes/level10/day24/l10-d24-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,24,4,زيارة قرية أو عائلة خارج المدينة,2,L10-D24-P02,You ask before entering a private space.,Can I enter here?,n9dr ndkhol hna?,نقدر ندخل هنا؟,iyeh / la,Private spaces may not be obvious to visitors.,assets/audio/level10/day24/l10-d24-p02-normal.mp3,assets/audio/level10/day24/l10-d24-p02-slow.mp3,assets/video/level10/day24/l10-d24-p02-scene.mp4,assets/images/video-posters/level10/day24/l10-d24-p02-poster.webp,assets/images/lesson-scenes/level10/day24/l10-d24-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,24,4,زيارة قرية أو عائلة خارج المدينة,3,L10-D24-P03,"You say I want to learn, not judge.","I want to learn, not judge.","bghit nt3ellem, machi n7kem",بغيت نتعلم، ماشي نحكم,mzyan,Humility is essential in cultural learning.,assets/audio/level10/day24/l10-d24-p03-normal.mp3,assets/audio/level10/day24/l10-d24-p03-slow.mp3,assets/video/level10/day24/l10-d24-p03-scene.mp4,assets/images/video-posters/level10/day24/l10-d24-p03-poster.webp,assets/images/lesson-scenes/level10/day24/l10-d24-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,24,4,زيارة قرية أو عائلة خارج المدينة,4,L10-D24-P04,You ask if you can help with anything.,Can I help with anything?,n9dr n3awn b chi haja?,نقدر نعاون بشي حاجة؟,"la, rta7","Offer help, accept refusal.",assets/audio/level10/day24/l10-d24-p04-normal.mp3,assets/audio/level10/day24/l10-d24-p04-slow.mp3,assets/video/level10/day24/l10-d24-p04-scene.mp4,assets/images/video-posters/level10/day24/l10-d24-p04-poster.webp,assets/images/lesson-scenes/level10/day24/l10-d24-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,24,4,زيارة قرية أو عائلة خارج المدينة,5,L10-D24-P05,You thank them before leaving.,"Thank you, you honored us.","shukran, 3zeztuna",شكراً، عزيتونا,"bslama, tjiw 3la khir",A warm farewell matters after hospitality.,assets/audio/level10/day24/l10-d24-p05-normal.mp3,assets/audio/level10/day24/l10-d24-p05-slow.mp3,assets/video/level10/day24/l10-d24-p05-scene.mp4,assets/images/video-posters/level10/day24/l10-d24-p05-poster.webp,assets/images/lesson-scenes/level10/day24/l10-d24-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,25,4,الصناعة التقليدية باحترام,1,L10-D25-P01,You ask who made this.,Who made this?,shkun snej hadshi?,شكون صنع هادشي؟,sne3o ma3llem,"Ask about the artisan, not only the price.",assets/audio/level10/day25/l10-d25-p01-normal.mp3,assets/audio/level10/day25/l10-d25-p01-slow.mp3,assets/video/level10/day25/l10-d25-p01-scene.mp4,assets/images/video-posters/level10/day25/l10-d25-p01-poster.webp,assets/images/lesson-scenes/level10/day25/l10-d25-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,25,4,الصناعة التقليدية باحترام,2,L10-D25-P02,You say the work is beautiful.,The work is beautiful.,s-sen3a zwina,الصنعة زوينة,lah ybarek fik,Craft praise acknowledges skill.,assets/audio/level10/day25/l10-d25-p02-normal.mp3,assets/audio/level10/day25/l10-d25-p02-slow.mp3,assets/video/level10/day25/l10-d25-p02-scene.mp4,assets/images/video-posters/level10/day25/l10-d25-p02-poster.webp,assets/images/lesson-scenes/level10/day25/l10-d25-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,25,4,الصناعة التقليدية باحترام,3,L10-D25-P03,You ask how long it took.,How long did it take?,sh7al khda mn waqt?,شحال خدا من وقت؟,tlat iyam,Time shows craft value.,assets/audio/level10/day25/l10-d25-p03-normal.mp3,assets/audio/level10/day25/l10-d25-p03-slow.mp3,assets/video/level10/day25/l10-d25-p03-scene.mp4,assets/images/video-posters/level10/day25/l10-d25-p03-poster.webp,assets/images/lesson-scenes/level10/day25/l10-d25-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,25,4,الصناعة التقليدية باحترام,4,L10-D25-P04,You ask if it is handmade.,Is it handmade?,wash msno3 b l-yedd?,واش مصنوع باليد؟,iyeh,Respect handmade craft; do not treat it like cheap souvenir only.,assets/audio/level10/day25/l10-d25-p04-normal.mp3,assets/audio/level10/day25/l10-d25-p04-slow.mp3,assets/video/level10/day25/l10-d25-p04-scene.mp4,assets/images/video-posters/level10/day25/l10-d25-p04-poster.webp,assets/images/lesson-scenes/level10/day25/l10-d25-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,25,4,الصناعة التقليدية باحترام,5,L10-D25-P05,You say I respect the effort.,I respect the effort.,kan7tarem l-majhoud,كنحترم المجهود,shukran,Respect can be more meaningful than bargaining.,assets/audio/level10/day25/l10-d25-p05-normal.mp3,assets/audio/level10/day25/l10-d25-p05-slow.mp3,assets/video/level10/day25/l10-d25-p05-scene.mp4,assets/images/video-posters/level10/day25/l10-d25-p05-poster.webp,assets/images/lesson-scenes/level10/day25/l10-d25-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,26,4,الحدود الدينية والثقافية,1,L10-D26-P01,You ask if this place is sacred.,Is this place sacred?,wash had lblasa m9dsa?,واش هاد البلاصة مقدسة؟,iyeh,Ask before acting in unfamiliar places.,assets/audio/level10/day26/l10-d26-p01-normal.mp3,assets/audio/level10/day26/l10-d26-p01-slow.mp3,assets/video/level10/day26/l10-d26-p01-scene.mp4,assets/images/video-posters/level10/day26/l10-d26-p01-poster.webp,assets/images/lesson-scenes/level10/day26/l10-d26-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
