level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,sceneRole,sceneTitle,place,trigger,learnerGoal,learnerSaysIntent,possibleMoroccanReply,cultureRule,imagePromptSeed,videoActionSeed,mediaReadinessRule,differentiationNote
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,11,تغيير القطار أو الحافلة,3,L05-D11-S03,L05-D11-P03,توضيح أو سؤال,توضيح أو سؤال — تغيير القطار أو الحافلة,داخل قطار,المتعلم في داخل قطار ضمن موقف: تغيير القطار أو الحافلة. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تغيير القطار أو الحافلة.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف تغيير القطار أو الحافلة.,صافي، اتفقنا.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في داخل قطار بالمغرب، الموقف هو “تغيير القطار أو الحافلة”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في داخل قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “صافي، اتفقنا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,11,تغيير القطار أو الحافلة,4,L05-D11-S04,L05-D11-P04,رد على جواب مغربي,رد على جواب مغربي — تغيير القطار أو الحافلة,داخل قطار,المتعلم في داخل قطار ضمن موقف: تغيير القطار أو الحافلة. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تغيير القطار أو الحافلة.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف تغيير القطار أو الحافلة.,واخا، مرحبا.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في داخل قطار بالمغرب، الموقف هو “تغيير القطار أو الحافلة”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في داخل قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,11,تغيير القطار أو الحافلة,5,L05-D11-S05,L05-D11-P05,إغلاق الموقف,إغلاق الموقف — تغيير القطار أو الحافلة,داخل قطار,المتعلم في داخل قطار ضمن موقف: تغيير القطار أو الحافلة. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تغيير القطار أو الحافلة.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف تغيير القطار أو الحافلة.,ما كاين حتى مشكل.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في داخل قطار بالمغرب، الموقف هو “تغيير القطار أو الحافلة”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في داخل قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,12,الأمتعة في المحطة,1,L05-D12-S01,L05-D12-P01,فتح الموقف,فتح الموقف — الأمتعة في المحطة,محطة قطار,المتعلم في محطة قطار ضمن موقف: الأمتعة في المحطة. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الأمتعة في المحطة.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف الأمتعة في المحطة.,غادي نعاونك.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في محطة قطار بالمغرب، الموقف هو “الأمتعة في المحطة”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في محطة قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “غادي نعاونك.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,12,الأمتعة في المحطة,2,L05-D12-S02,L05-D12-P02,طلب أساسي,طلب أساسي — الأمتعة في المحطة,محطة قطار,المتعلم في محطة قطار ضمن موقف: الأمتعة في المحطة. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الأمتعة في المحطة.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف الأمتعة في المحطة.,صافي، اتفقنا.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في محطة قطار بالمغرب، الموقف هو “الأمتعة في المحطة”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في محطة قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “صافي، اتفقنا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,12,الأمتعة في المحطة,3,L05-D12-S03,L05-D12-P03,توضيح أو سؤال,توضيح أو سؤال — الأمتعة في المحطة,محطة قطار,المتعلم في محطة قطار ضمن موقف: الأمتعة في المحطة. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الأمتعة في المحطة.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف الأمتعة في المحطة.,واخا، مرحبا.,السؤال القصير أفضل للمبتدئ من شرح طويل ومعقد.,صورة ذهنية واقعية: متعلم أجنبي في محطة قطار بالمغرب، الموقف هو “الأمتعة في المحطة”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في محطة قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,12,الأمتعة في المحطة,4,L05-D12-S04,L05-D12-P04,رد على جواب مغربي,رد على جواب مغربي — الأمتعة في المحطة,محطة قطار,المتعلم في محطة قطار ضمن موقف: الأمتعة في المحطة. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الأمتعة في المحطة.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف الأمتعة في المحطة.,ما كاين حتى مشكل.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في محطة قطار بالمغرب، الموقف هو “الأمتعة في المحطة”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في محطة قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,12,الأمتعة في المحطة,5,L05-D12-S05,L05-D12-P05,إغلاق الموقف,إغلاق الموقف — الأمتعة في المحطة,محطة قطار,المتعلم في محطة قطار ضمن موقف: الأمتعة في المحطة. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الأمتعة في المحطة.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف الأمتعة في المحطة.,شوية وصافي.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في محطة قطار بالمغرب، الموقف هو “الأمتعة في المحطة”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في محطة قطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,13,السؤال عن المقعد,1,L05-D13-S01,L05-D13-P01,فتح الموقف,فتح الموقف — السؤال عن المقعد,موقف طاكسي كبير,المتعلم في موقف طاكسي كبير ضمن موقف: السؤال عن المقعد. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: السؤال عن المقعد.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف السؤال عن المقعد.,صافي، اتفقنا.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في موقف طاكسي كبير بالمغرب، الموقف هو “السؤال عن المقعد”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في موقف طاكسي كبير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “صافي، اتفقنا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,13,السؤال عن المقعد,2,L05-D13-S02,L05-D13-P02,طلب أساسي,طلب أساسي — السؤال عن المقعد,موقف طاكسي كبير,المتعلم في موقف طاكسي كبير ضمن موقف: السؤال عن المقعد. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: السؤال عن المقعد.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف السؤال عن المقعد.,واخا، مرحبا.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في موقف طاكسي كبير بالمغرب، الموقف هو “السؤال عن المقعد”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في موقف طاكسي كبير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,13,السؤال عن المقعد,3,L05-D13-S03,L05-D13-P03,توضيح أو سؤال,توضيح أو سؤال — السؤال عن المقعد,موقف طاكسي كبير,المتعلم في موقف طاكسي كبير ضمن موقف: السؤال عن المقعد. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: السؤال عن المقعد.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف السؤال عن المقعد.,ما كاين حتى مشكل.,الشكر في النهاية يترك أثرًا جيدًا حتى لو لم يتم الاتفاق.,صورة ذهنية واقعية: متعلم أجنبي في موقف طاكسي كبير بالمغرب، الموقف هو “السؤال عن المقعد”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في موقف طاكسي كبير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,13,السؤال عن المقعد,4,L05-D13-S04,L05-D13-P04,رد على جواب مغربي,رد على جواب مغربي — السؤال عن المقعد,موقف طاكسي كبير,المتعلم في موقف طاكسي كبير ضمن موقف: السؤال عن المقعد. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: السؤال عن المقعد.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف السؤال عن المقعد.,شوية وصافي.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في موقف طاكسي كبير بالمغرب، الموقف هو “السؤال عن المقعد”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في موقف طاكسي كبير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,13,السؤال عن المقعد,5,L05-D13-S05,L05-D13-P05,إغلاق الموقف,إغلاق الموقف — السؤال عن المقعد,موقف طاكسي كبير,المتعلم في موقف طاكسي كبير ضمن موقف: السؤال عن المقعد. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: السؤال عن المقعد.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف السؤال عن المقعد.,دابا نشوفو.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في موقف طاكسي كبير بالمغرب، الموقف هو “السؤال عن المقعد”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في موقف طاكسي كبير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,14,مشكلة في التذكرة,1,L05-D14-S01,L05-D14-P01,فتح الموقف,فتح الموقف — مشكلة في التذكرة,ترام,المتعلم في ترام ضمن موقف: مشكلة في التذكرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مشكلة في التذكرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف مشكلة في التذكرة.,واخا، مرحبا.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في ترام بالمغرب، الموقف هو “مشكلة في التذكرة”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في ترام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,14,مشكلة في التذكرة,2,L05-D14-S02,L05-D14-P02,طلب أساسي,طلب أساسي — مشكلة في التذكرة,ترام,المتعلم في ترام ضمن موقف: مشكلة في التذكرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مشكلة في التذكرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف مشكلة في التذكرة.,ما كاين حتى مشكل.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في ترام بالمغرب، الموقف هو “مشكلة في التذكرة”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في ترام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,14,مشكلة في التذكرة,3,L05-D14-S03,L05-D14-P03,توضيح أو سؤال,توضيح أو سؤال — مشكلة في التذكرة,ترام,المتعلم في ترام ضمن موقف: مشكلة في التذكرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مشكلة في التذكرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف مشكلة في التذكرة.,شوية وصافي.,استعمال “عافاك” يجعل الطلب ألطف مع الغرباء.,صورة ذهنية واقعية: متعلم أجنبي في ترام بالمغرب، الموقف هو “مشكلة في التذكرة”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في ترام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,14,مشكلة في التذكرة,4,L05-D14-S04,L05-D14-P04,رد على جواب مغربي,رد على جواب مغربي — مشكلة في التذكرة,ترام,المتعلم في ترام ضمن موقف: مشكلة في التذكرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مشكلة في التذكرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف مشكلة في التذكرة.,دابا نشوفو.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في ترام بالمغرب، الموقف هو “مشكلة في التذكرة”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في ترام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,14,مشكلة في التذكرة,5,L05-D14-S05,L05-D14-P05,إغلاق الموقف,إغلاق الموقف — مشكلة في التذكرة,ترام,المتعلم في ترام ضمن موقف: مشكلة في التذكرة. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مشكلة في التذكرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف مشكلة في التذكرة.,إييه، ممكن.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في ترام بالمغرب، الموقف هو “مشكلة في التذكرة”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في ترام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,15,طلب مساعدة من موظف,1,L05-D15-S01,L05-D15-P01,فتح الموقف,فتح الموقف — طلب مساعدة من موظف,حافلة,المتعلم في حافلة ضمن موقف: طلب مساعدة من موظف. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: طلب مساعدة من موظف.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف طلب مساعدة من موظف.,ما كاين حتى مشكل.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في حافلة بالمغرب، الموقف هو “طلب مساعدة من موظف”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في حافلة، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,15,طلب مساعدة من موظف,2,L05-D15-S02,L05-D15-P02,طلب أساسي,طلب أساسي — طلب مساعدة من موظف,حافلة,المتعلم في حافلة ضمن موقف: طلب مساعدة من موظف. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: طلب مساعدة من موظف.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف طلب مساعدة من موظف.,شوية وصافي.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في حافلة بالمغرب، الموقف هو “طلب مساعدة من موظف”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في حافلة، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,15,طلب مساعدة من موظف,3,L05-D15-S03,L05-D15-P03,توضيح أو سؤال,توضيح أو سؤال — طلب مساعدة من موظف,حافلة,المتعلم في حافلة ضمن موقف: طلب مساعدة من موظف. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: طلب مساعدة من موظف.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف طلب مساعدة من موظف.,دابا نشوفو.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في حافلة بالمغرب، الموقف هو “طلب مساعدة من موظف”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في حافلة، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,15,طلب مساعدة من موظف,4,L05-D15-S04,L05-D15-P04,رد على جواب مغربي,رد على جواب مغربي — طلب مساعدة من موظف,حافلة,المتعلم في حافلة ضمن موقف: طلب مساعدة من موظف. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: طلب مساعدة من موظف.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف طلب مساعدة من موظف.,إييه، ممكن.,السؤال القصير أفضل للمبتدئ من شرح طويل ومعقد.,صورة ذهنية واقعية: متعلم أجنبي في حافلة بالمغرب، الموقف هو “طلب مساعدة من موظف”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في حافلة، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
