level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
8,16,3,التليفون والكارت البنكية,L08-D16-P03,You say you need to call the bank.,I need to call the bank.,khassni n3ayet l-bank,خاصني نعيّط للبنك,wakha,Lost card requires quick bank contact.,khassni / n3ayet / l-bank,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day16/l08-d16-p03-normal.mp3,assets/audio/level08/day16/l08-d16-p03-slow.mp3,assets/video/level08/day16/l08-d16-p03-scene.mp4,assets/images/video-posters/level08/day16/l08-d16-p03-poster.webp,assets/images/lesson-scenes/level08/day16/l08-d16-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 16: التليفون والكارت البنكية. Show a foreign learner respectfully handling this situation: You say you need to call the bank.. Visual focus: the phrase 'khassni n3ayet l-bank' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التليفون والكارت البنكية'. Trigger: You say you need to call the bank.. Learner says 'khassni n3ayet l-bank'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,16,3,التليفون والكارت البنكية,L08-D16-P04,You say your card is blocked.,My card is blocked.,la carte dyali blocat,لاكارت ديالي بلوكات,sir l-bank,French loanwords are common for banking problems.,la / carte / dyali / blocat,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day16/l08-d16-p04-normal.mp3,assets/audio/level08/day16/l08-d16-p04-slow.mp3,assets/video/level08/day16/l08-d16-p04-scene.mp4,assets/images/video-posters/level08/day16/l08-d16-p04-poster.webp,assets/images/lesson-scenes/level08/day16/l08-d16-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 16: التليفون والكارت البنكية. Show a foreign learner respectfully handling this situation: You say your card is blocked.. Visual focus: the phrase 'la carte dyali blocat' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التليفون والكارت البنكية'. Trigger: You say your card is blocked.. Learner says 'la carte dyali blocat'. Moroccan person replies 'sir l-bank'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,16,3,التليفون والكارت البنكية,L08-D16-P05,You ask where to buy a cheap phone.,Where can I buy a cheap phone?,fin n9dr nshri tilifon rkhis?,فين نقدر نشري تليفون رخيص؟,f had l-ma7al,Practical recovery phrase after phone loss.,fin / n9dr / nshri / tilifon / rkhis,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day16/l08-d16-p05-normal.mp3,assets/audio/level08/day16/l08-d16-p05-slow.mp3,assets/video/level08/day16/l08-d16-p05-scene.mp4,assets/images/video-posters/level08/day16/l08-d16-p05-poster.webp,assets/images/lesson-scenes/level08/day16/l08-d16-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 16: التليفون والكارت البنكية. Show a foreign learner respectfully handling this situation: You ask where to buy a cheap phone.. Visual focus: the phrase 'fin n9dr nshri tilifon rkhis?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التليفون والكارت البنكية'. Trigger: You ask where to buy a cheap phone.. Learner says 'fin n9dr nshri tilifon rkhis?'. Moroccan person replies 'f had l-ma7al'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,17,3,ما حاسّش بالأمان,L08-D17-P01,You say you do not feel safe here.,I do not feel safe here.,ma 7assish b-l-aman hna,ما حاسّيش بالأمان هنا,sir l-blasa 3amra b-nas,A calm phrase helps you ask to move away.,ma / 7assish / b-l-aman / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day17/l08-d17-p01-normal.mp3,assets/audio/level08/day17/l08-d17-p01-slow.mp3,assets/video/level08/day17/l08-d17-p01-scene.mp4,assets/images/video-posters/level08/day17/l08-d17-p01-poster.webp,assets/images/lesson-scenes/level08/day17/l08-d17-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 17: ما حاسّش بالأمان. Show a foreign learner respectfully handling this situation: You say you do not feel safe here.. Visual focus: the phrase 'ma 7assish b-l-aman hna' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'ما حاسّش بالأمان'. Trigger: You say you do not feel safe here.. Learner says 'ma 7assish b-l-aman hna'. Moroccan person replies 'sir l-blasa 3amra b-nas'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,17,3,ما حاسّش بالأمان,L08-D17-P02,You ask to go to a busier street.,Can we go to a busier street?,n9dro nmshiw l-zanqa 3amra b-nas?,نقدرو نمشيو لزنقة عامرة بالناس؟,"iyeh, tبعني","Move toward public, well-lit places if uncomfortable.",n9dro / nmshiw / l-zanqa / 3amra / b-nas,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day17/l08-d17-p02-normal.mp3,assets/audio/level08/day17/l08-d17-p02-slow.mp3,assets/video/level08/day17/l08-d17-p02-scene.mp4,assets/images/video-posters/level08/day17/l08-d17-p02-poster.webp,assets/images/lesson-scenes/level08/day17/l08-d17-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 17: ما حاسّش بالأمان. Show a foreign learner respectfully handling this situation: You ask to go to a busier street.. Visual focus: the phrase 'n9dro nmshiw l-zanqa 3amra b-nas?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'ما حاسّش بالأمان'. Trigger: You ask to go to a busier street.. Learner says 'n9dro nmshiw l-zanqa 3amra b-nas?'. Moroccan person replies 'iyeh, tبعني'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,17,3,ما حاسّش بالأمان,L08-D17-P03,You tell someone to stop.,Please stop.,wqef aafak,وقف عافاك,safi,Short direct language is useful when boundaries matter.,wqef / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day17/l08-d17-p03-normal.mp3,assets/audio/level08/day17/l08-d17-p03-slow.mp3,assets/video/level08/day17/l08-d17-p03-scene.mp4,assets/images/video-posters/level08/day17/l08-d17-p03-poster.webp,assets/images/lesson-scenes/level08/day17/l08-d17-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 17: ما حاسّش بالأمان. Show a foreign learner respectfully handling this situation: You tell someone to stop.. Visual focus: the phrase 'wqef aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'ما حاسّش بالأمان'. Trigger: You tell someone to stop.. Learner says 'wqef aafak'. Moroccan person replies 'safi'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,17,3,ما حاسّش بالأمان,L08-D17-P04,You say do not touch me.,Do not touch me.,ma t9isnish,ما تقيسنيش,smah lia,Clear boundary phrase for uncomfortable contact.,ma / t9isnish,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day17/l08-d17-p04-normal.mp3,assets/audio/level08/day17/l08-d17-p04-slow.mp3,assets/video/level08/day17/l08-d17-p04-scene.mp4,assets/images/video-posters/level08/day17/l08-d17-p04-poster.webp,assets/images/lesson-scenes/level08/day17/l08-d17-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 17: ما حاسّش بالأمان. Show a foreign learner respectfully handling this situation: You say do not touch me.. Visual focus: the phrase 'ma t9isnish' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'ما حاسّش بالأمان'. Trigger: You say do not touch me.. Learner says 'ma t9isnish'. Moroccan person replies 'smah lia'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,17,3,ما حاسّش بالأمان,L08-D17-P05,You ask to stay near the group.,I want to stay near the group.,bghit nbqa 7da l-groupe,بغيت نبقى حدا الگروپ,wakha,Staying with a group can reduce stress in busy places.,bghit / nbqa / 7da / l-groupe,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day17/l08-d17-p05-normal.mp3,assets/audio/level08/day17/l08-d17-p05-slow.mp3,assets/video/level08/day17/l08-d17-p05-scene.mp4,assets/images/video-posters/level08/day17/l08-d17-p05-poster.webp,assets/images/lesson-scenes/level08/day17/l08-d17-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 17: ما حاسّش بالأمان. Show a foreign learner respectfully handling this situation: You ask to stay near the group.. Visual focus: the phrase 'bghit nbqa 7da l-groupe' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'ما حاسّش بالأمان'. Trigger: You ask to stay near the group.. Learner says 'bghit nbqa 7da l-groupe'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,18,3,مشكل فالطريق أو الطاكسي,L08-D18-P01,You say this is not the right road.,This is not the right road.,hadi machi triq s7i7a,هادي ماشي طريق صحيحة,"la, hadi shortcut",Use map and calm language if the route feels wrong.,hadi / machi / triq / s7i7a,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day18/l08-d18-p01-normal.mp3,assets/audio/level08/day18/l08-d18-p01-slow.mp3,assets/video/level08/day18/l08-d18-p01-scene.mp4,assets/images/video-posters/level08/day18/l08-d18-p01-poster.webp,assets/images/lesson-scenes/level08/day18/l08-d18-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 18: مشكل فالطريق أو الطاكسي. Show a foreign learner respectfully handling this situation: You say this is not the right road.. Visual focus: the phrase 'hadi machi triq s7i7a' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالطريق أو الطاكسي'. Trigger: You say this is not the right road.. Learner says 'hadi machi triq s7i7a'. Moroccan person replies 'la, hadi shortcut'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,18,3,مشكل فالطريق أو الطاكسي,L08-D18-P02,You ask the driver to stop here.,"Stop here, please.",wqef hna aafak,وقف هنا عافاك,wakha,A core safety phrase in taxis.,wqef / hna / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day18/l08-d18-p02-normal.mp3,assets/audio/level08/day18/l08-d18-p02-slow.mp3,assets/video/level08/day18/l08-d18-p02-scene.mp4,assets/images/video-posters/level08/day18/l08-d18-p02-poster.webp,assets/images/lesson-scenes/level08/day18/l08-d18-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 18: مشكل فالطريق أو الطاكسي. Show a foreign learner respectfully handling this situation: You ask the driver to stop here.. Visual focus: the phrase 'wqef hna aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالطريق أو الطاكسي'. Trigger: You ask the driver to stop here.. Learner says 'wqef hna aafak'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,18,3,مشكل فالطريق أو الطاكسي,L08-D18-P03,You say you want to get out.,I want to get out here.,bghit nhbet hna,بغيت نهبط هنا,wakha,Use if you feel uncomfortable or the route changed.,bghit / nhbet / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day18/l08-d18-p03-normal.mp3,assets/audio/level08/day18/l08-d18-p03-slow.mp3,assets/video/level08/day18/l08-d18-p03-scene.mp4,assets/images/video-posters/level08/day18/l08-d18-p03-poster.webp,assets/images/lesson-scenes/level08/day18/l08-d18-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 18: مشكل فالطريق أو الطاكسي. Show a foreign learner respectfully handling this situation: You say you want to get out.. Visual focus: the phrase 'bghit nhbet hna' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالطريق أو الطاكسي'. Trigger: You say you want to get out.. Learner says 'bghit nhbet hna'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,18,3,مشكل فالطريق أو الطاكسي,L08-D18-P04,You ask for the price before moving.,How much before we go?,bsh7al qbel ma nmshiw?,بشحال قبل ما نمشيو؟,b-kda,Clarify price before problems start.,bsh7al / qbel / ma / nmshiw,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day18/l08-d18-p04-normal.mp3,assets/audio/level08/day18/l08-d18-p04-slow.mp3,assets/video/level08/day18/l08-d18-p04-scene.mp4,assets/images/video-posters/level08/day18/l08-d18-p04-poster.webp,assets/images/lesson-scenes/level08/day18/l08-d18-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 18: مشكل فالطريق أو الطاكسي. Show a foreign learner respectfully handling this situation: You ask for the price before moving.. Visual focus: the phrase 'bsh7al qbel ma nmshiw?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالطريق أو الطاكسي'. Trigger: You ask for the price before moving.. Learner says 'bsh7al qbel ma nmshiw?'. Moroccan person replies 'b-kda'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,18,3,مشكل فالطريق أو الطاكسي,L08-D18-P05,You ask for your bag from the trunk.,"Give me my bag from the trunk, please.",3tini sac dyali mn coffre aafak,عطيني ساك ديالي من الكوفر عافاك,wakha,Remember luggage before leaving a taxi or bus.,3tini / sac / dyali / mn / coffre / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day18/l08-d18-p05-normal.mp3,assets/audio/level08/day18/l08-d18-p05-slow.mp3,assets/video/level08/day18/l08-d18-p05-scene.mp4,assets/images/video-posters/level08/day18/l08-d18-p05-poster.webp,assets/images/lesson-scenes/level08/day18/l08-d18-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 18: مشكل فالطريق أو الطاكسي. Show a foreign learner respectfully handling this situation: You ask for your bag from the trunk.. Visual focus: the phrase '3tini sac dyali mn coffre aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالطريق أو الطاكسي'. Trigger: You ask for your bag from the trunk.. Learner says '3tini sac dyali mn coffre aafak'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,19,3,مشكل فالفندق أو الرياض,L08-D19-P01,You say the door does not lock.,The door does not lock.,l-bab ma kaytsddsh,الباب ما كيتسدّش,ghadi nchofou daba,Security at accommodation matters immediately.,l-bab / ma / kaytsddsh,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day19/l08-d19-p01-normal.mp3,assets/audio/level08/day19/l08-d19-p01-slow.mp3,assets/video/level08/day19/l08-d19-p01-scene.mp4,assets/images/video-posters/level08/day19/l08-d19-p01-poster.webp,assets/images/lesson-scenes/level08/day19/l08-d19-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 19: مشكل فالفندق أو الرياض. Show a foreign learner respectfully handling this situation: You say the door does not lock.. Visual focus: the phrase 'l-bab ma kaytsddsh' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالفندق أو الرياض'. Trigger: You say the door does not lock.. Learner says 'l-bab ma kaytsddsh'. Moroccan person replies 'ghadi nchofou daba'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,19,3,مشكل فالفندق أو الرياض,L08-D19-P02,You say there is no hot water.,There is no hot water.,ma kaynsh l-ma skhoun,ما كاينش الما سخون,nsawbha lik,A common accommodation problem.,ma / kaynsh / l-ma / skhoun,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day19/l08-d19-p02-normal.mp3,assets/audio/level08/day19/l08-d19-p02-slow.mp3,assets/video/level08/day19/l08-d19-p02-scene.mp4,assets/images/video-posters/level08/day19/l08-d19-p02-poster.webp,assets/images/lesson-scenes/level08/day19/l08-d19-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 19: مشكل فالفندق أو الرياض. Show a foreign learner respectfully handling this situation: You say there is no hot water.. Visual focus: the phrase 'ma kaynsh l-ma skhoun' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالفندق أو الرياض'. Trigger: You say there is no hot water.. Learner says 'ma kaynsh l-ma skhoun'. Moroccan person replies 'nsawbha lik'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,19,3,مشكل فالفندق أو الرياض,L08-D19-P03,You say the room is not safe.,This room does not feel safe.,had l-bit ma kaybanish amen,هاد البيت ما كيبانش آمن,nبدلو lik l-bit,Speak politely but clearly if you need a room change.,had / l-bit / ma / kaybanish / amen,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day19/l08-d19-p03-normal.mp3,assets/audio/level08/day19/l08-d19-p03-slow.mp3,assets/video/level08/day19/l08-d19-p03-scene.mp4,assets/images/video-posters/level08/day19/l08-d19-p03-poster.webp,assets/images/lesson-scenes/level08/day19/l08-d19-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 19: مشكل فالفندق أو الرياض. Show a foreign learner respectfully handling this situation: You say the room is not safe.. Visual focus: the phrase 'had l-bit ma kaybanish amen' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالفندق أو الرياض'. Trigger: You say the room is not safe.. Learner says 'had l-bit ma kaybanish amen'. Moroccan person replies 'nبدلو lik l-bit'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,19,3,مشكل فالفندق أو الرياض,L08-D19-P04,You ask to change rooms.,Can I change the room?,n9dr nبدل l-bit?,نقدر نبدل البيت؟,iyeh ila kayn bit akhor,"Useful for safety, noise, or maintenance issues.",n9dr / nبدل / l-bit,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day19/l08-d19-p04-normal.mp3,assets/audio/level08/day19/l08-d19-p04-slow.mp3,assets/video/level08/day19/l08-d19-p04-scene.mp4,assets/images/video-posters/level08/day19/l08-d19-p04-poster.webp,assets/images/lesson-scenes/level08/day19/l08-d19-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 19: مشكل فالفندق أو الرياض. Show a foreign learner respectfully handling this situation: You ask to change rooms.. Visual focus: the phrase 'n9dr nبدل l-bit?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالفندق أو الرياض'. Trigger: You ask to change rooms.. Learner says 'n9dr nبدل l-bit?'. Moroccan person replies 'iyeh ila kayn bit akhor'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,19,3,مشكل فالفندق أو الرياض,L08-D19-P05,You ask for the manager.,Can I speak with the manager?,n9dr nhder m3a l-manager?,نقدر نهضر مع الماناجر؟,"iyeh, daba n3ayet lih",Escalate calmly when staff cannot solve the issue.,n9dr / nhder / m3a / l-manager,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day19/l08-d19-p05-normal.mp3,assets/audio/level08/day19/l08-d19-p05-slow.mp3,assets/video/level08/day19/l08-d19-p05-scene.mp4,assets/images/video-posters/level08/day19/l08-d19-p05-poster.webp,assets/images/lesson-scenes/level08/day19/l08-d19-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 19: مشكل فالفندق أو الرياض. Show a foreign learner respectfully handling this situation: You ask for the manager.. Visual focus: the phrase 'n9dr nhder m3a l-manager?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'مشكل فالفندق أو الرياض'. Trigger: You ask for the manager.. Learner says 'n9dr nhder m3a l-manager?'. Moroccan person replies 'iyeh, daba n3ayet lih'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,20,3,الحرارة والجفاف والطقس,L08-D20-P01,You say it is too hot.,It is too hot.,s-skhana bzaf,السخانة بزاف,shreb l-ma,Heat can affect health; drink water and rest.,s-skhana / bzaf,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day20/l08-d20-p01-normal.mp3,assets/audio/level08/day20/l08-d20-p01-slow.mp3,assets/video/level08/day20/l08-d20-p01-scene.mp4,assets/images/video-posters/level08/day20/l08-d20-p01-poster.webp,assets/images/lesson-scenes/level08/day20/l08-d20-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 20: الحرارة والجفاف والطقس. Show a foreign learner respectfully handling this situation: You say it is too hot.. Visual focus: the phrase 's-skhana bzaf' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الحرارة والجفاف والطقس'. Trigger: You say it is too hot.. Learner says 's-skhana bzaf'. Moroccan person replies 'shreb l-ma'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,20,3,الحرارة والجفاف والطقس,L08-D20-P02,You say you feel dizzy.,I feel dizzy.,dakh lia rassi,داخ ليا راسي,gls w shreb l-ma,Dizziness may need rest or medical help if serious.,dakh / lia / rassi,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day20/l08-d20-p02-normal.mp3,assets/audio/level08/day20/l08-d20-p02-slow.mp3,assets/video/level08/day20/l08-d20-p02-scene.mp4,assets/images/video-posters/level08/day20/l08-d20-p02-poster.webp,assets/images/lesson-scenes/level08/day20/l08-d20-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 20: الحرارة والجفاف والطقس. Show a foreign learner respectfully handling this situation: You say you feel dizzy.. Visual focus: the phrase 'dakh lia rassi' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الحرارة والجفاف والطقس'. Trigger: You say you feel dizzy.. Learner says 'dakh lia rassi'. Moroccan person replies 'gls w shreb l-ma'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,20,3,الحرارة والجفاف والطقس,L08-D20-P03,You ask for shade.,Where is the shade?,fin kayn d-dell?,فين كاين الضل؟,tma 7da l-7it,Shade is practical in Moroccan sun.,fin / kayn / d-dell,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day20/l08-d20-p03-normal.mp3,assets/audio/level08/day20/l08-d20-p03-slow.mp3,assets/video/level08/day20/l08-d20-p03-scene.mp4,assets/images/video-posters/level08/day20/l08-d20-p03-poster.webp,assets/images/lesson-scenes/level08/day20/l08-d20-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 20: الحرارة والجفاف والطقس. Show a foreign learner respectfully handling this situation: You ask for shade.. Visual focus: the phrase 'fin kayn d-dell?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الحرارة والجفاف والطقس'. Trigger: You ask for shade.. Learner says 'fin kayn d-dell?'. Moroccan person replies 'tma 7da l-7it'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
