level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
7,16,3,مشاكل الماء والكهرباء,L07-D16-P05,You say there is a smell of gas.,There is a smell of gas.,kayna ri7t l-gaz,كاينة ريحة الڭاز,7بس l-gaz daba,Gas smell is urgent; act quickly and clearly.,kayna / ri7t / l-gaz,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day16/l07-d16-p05-normal.mp3,assets/audio/level07/day16/l07-d16-p05-slow.mp3,assets/video/level07/day16/l07-d16-p05-scene.mp4,assets/images/video-posters/level07/day16/l07-d16-p05-poster.webp,assets/images/lesson-scenes/level07/day16/l07-d16-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 16: مشاكل الماء والكهرباء. Show a foreign learner respectfully handling this situation: You say there is a smell of gas.. Visual focus: the phrase 'kayna ri7t l-gaz' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'مشاكل الماء والكهرباء'. Trigger: You say there is a smell of gas.. Learner says 'kayna ri7t l-gaz'. Moroccan person replies '7بس l-gaz daba'. End with a clear action showing the practical situation resolved respectfully.
7,17,3,البواب والحارس,L07-D17-P01,You greet the building guardian.,"Hello, are you the building guardian?","salam, nta l-gardien?",سلام، نتا الگارديان؟,"iyeh, ana",Gardien is a key person in many Moroccan buildings.,"salam, / nta / l-gardien",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day17/l07-d17-p01-normal.mp3,assets/audio/level07/day17/l07-d17-p01-slow.mp3,assets/video/level07/day17/l07-d17-p01-scene.mp4,assets/images/video-posters/level07/day17/l07-d17-p01-poster.webp,assets/images/lesson-scenes/level07/day17/l07-d17-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 17: البواب والحارس. Show a foreign learner respectfully handling this situation: You greet the building guardian.. Visual focus: the phrase 'salam, nta l-gardien?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'البواب والحارس'. Trigger: You greet the building guardian.. Learner says 'salam, nta l-gardien?'. Moroccan person replies 'iyeh, ana'. End with a clear action showing the practical situation resolved respectfully."
7,17,3,البواب والحارس,L07-D17-P02,You ask if a package arrived.,Did a package arrive for me?,wash jat chi colis lia?,واش جات شي كولي ليا؟,"iyeh, 3ndi",Guardians may receive deliveries or messages.,wash / jat / chi / colis / lia,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day17/l07-d17-p02-normal.mp3,assets/audio/level07/day17/l07-d17-p02-slow.mp3,assets/video/level07/day17/l07-d17-p02-scene.mp4,assets/images/video-posters/level07/day17/l07-d17-p02-poster.webp,assets/images/lesson-scenes/level07/day17/l07-d17-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 17: البواب والحارس. Show a foreign learner respectfully handling this situation: You ask if a package arrived.. Visual focus: the phrase 'wash jat chi colis lia?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'البواب والحارس'. Trigger: You ask if a package arrived.. Learner says 'wash jat chi colis lia?'. Moroccan person replies 'iyeh, 3ndi'. End with a clear action showing the practical situation resolved respectfully."
7,17,3,البواب والحارس,L07-D17-P03,You ask the guardian to call you if needed.,Call me if anything happens.,3ayet lia ila kan chi haja,عيط ليا إلا كان شي حاجة,wakha,A practical phrase for building communication.,3ayet / lia / ila / kan / chi / haja,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day17/l07-d17-p03-normal.mp3,assets/audio/level07/day17/l07-d17-p03-slow.mp3,assets/video/level07/day17/l07-d17-p03-scene.mp4,assets/images/video-posters/level07/day17/l07-d17-p03-poster.webp,assets/images/lesson-scenes/level07/day17/l07-d17-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 17: البواب والحارس. Show a foreign learner respectfully handling this situation: You ask the guardian to call you if needed.. Visual focus: the phrase '3ayet lia ila kan chi haja' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'البواب والحارس'. Trigger: You ask the guardian to call you if needed.. Learner says '3ayet lia ila kan chi haja'. Moroccan person replies 'wakha'. End with a clear action showing the practical situation resolved respectfully.
7,17,3,البواب والحارس,L07-D17-P04,You ask where to park.,Where can I park?,fin n9dr nparké?,فين نقدر نپاركي؟,hna / tma,Parking rules can be local and informal.,fin / n9dr / nparké,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day17/l07-d17-p04-normal.mp3,assets/audio/level07/day17/l07-d17-p04-slow.mp3,assets/video/level07/day17/l07-d17-p04-scene.mp4,assets/images/video-posters/level07/day17/l07-d17-p04-poster.webp,assets/images/lesson-scenes/level07/day17/l07-d17-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 17: البواب والحارس. Show a foreign learner respectfully handling this situation: You ask where to park.. Visual focus: the phrase 'fin n9dr nparké?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'البواب والحارس'. Trigger: You ask where to park.. Learner says 'fin n9dr nparké?'. Moroccan person replies 'hna / tma'. End with a clear action showing the practical situation resolved respectfully.
7,17,3,البواب والحارس,L07-D17-P05,You thank the guardian.,Thank you for your help.,shukran 3la l-mosa3ada,شكراً على المساعدة,la shukr 3la wajib,Good relations with the guardian make daily life easier.,shukran / 3la / l-mosa3ada,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day17/l07-d17-p05-normal.mp3,assets/audio/level07/day17/l07-d17-p05-slow.mp3,assets/video/level07/day17/l07-d17-p05-scene.mp4,assets/images/video-posters/level07/day17/l07-d17-p05-poster.webp,assets/images/lesson-scenes/level07/day17/l07-d17-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 17: البواب والحارس. Show a foreign learner respectfully handling this situation: You thank the guardian.. Visual focus: the phrase 'shukran 3la l-mosa3ada' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'البواب والحارس'. Trigger: You thank the guardian.. Learner says 'shukran 3la l-mosa3ada'. Moroccan person replies 'la shukr 3la wajib'. End with a clear action showing the practical situation resolved respectfully.
7,18,3,الجيران والضجيج,L07-D18-P01,You greet your neighbor.,"Hello, I am your new neighbor.","salam, ana jar jdid",سلام، أنا جار جديد,marhba bik,Introducing yourself politely helps long-stay integration.,"salam, / ana / jar / jdid",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day18/l07-d18-p01-normal.mp3,assets/audio/level07/day18/l07-d18-p01-slow.mp3,assets/video/level07/day18/l07-d18-p01-scene.mp4,assets/images/video-posters/level07/day18/l07-d18-p01-poster.webp,assets/images/lesson-scenes/level07/day18/l07-d18-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 18: الجيران والضجيج. Show a foreign learner respectfully handling this situation: You greet your neighbor.. Visual focus: the phrase 'salam, ana jar jdid' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الجيران والضجيج'. Trigger: You greet your neighbor.. Learner says 'salam, ana jar jdid'. Moroccan person replies 'marhba bik'. End with a clear action showing the practical situation resolved respectfully."
7,18,3,الجيران والضجيج,L07-D18-P02,You apologize for noise.,Sorry for the noise.,smah lia 3la sda3,سمح ليا على الصداع,ma kayn moshkil,Apologizing early prevents tension.,smah / lia / 3la / sda3,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day18/l07-d18-p02-normal.mp3,assets/audio/level07/day18/l07-d18-p02-slow.mp3,assets/video/level07/day18/l07-d18-p02-scene.mp4,assets/images/video-posters/level07/day18/l07-d18-p02-poster.webp,assets/images/lesson-scenes/level07/day18/l07-d18-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 18: الجيران والضجيج. Show a foreign learner respectfully handling this situation: You apologize for noise.. Visual focus: the phrase 'smah lia 3la sda3' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الجيران والضجيج'. Trigger: You apologize for noise.. Learner says 'smah lia 3la sda3'. Moroccan person replies 'ma kayn moshkil'. End with a clear action showing the practical situation resolved respectfully.
7,18,3,الجيران والضجيج,L07-D18-P03,You ask them to lower the noise politely.,Could you lower the noise a little?,t9dr tnqes sda3 shwiya?,تقدر تنقص الصداع شوية؟,"wakha, sme7 lia",Speak gently; neighbor relationships matter.,t9dr / tnqes / sda3 / shwiya,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day18/l07-d18-p03-normal.mp3,assets/audio/level07/day18/l07-d18-p03-slow.mp3,assets/video/level07/day18/l07-d18-p03-scene.mp4,assets/images/video-posters/level07/day18/l07-d18-p03-poster.webp,assets/images/lesson-scenes/level07/day18/l07-d18-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 18: الجيران والضجيج. Show a foreign learner respectfully handling this situation: You ask them to lower the noise politely.. Visual focus: the phrase 't9dr tnqes sda3 shwiya?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الجيران والضجيج'. Trigger: You ask them to lower the noise politely.. Learner says 't9dr tnqes sda3 shwiya?'. Moroccan person replies 'wakha, sme7 lia'. End with a clear action showing the practical situation resolved respectfully."
7,18,3,الجيران والضجيج,L07-D18-P04,You say the baby is sleeping.,The baby is sleeping.,drri sghir na3s,الدري صغير ناعس,"wakha, n9es sda3","Use context, not accusation, when asking for quiet.",drri / sghir / na3s,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day18/l07-d18-p04-normal.mp3,assets/audio/level07/day18/l07-d18-p04-slow.mp3,assets/video/level07/day18/l07-d18-p04-scene.mp4,assets/images/video-posters/level07/day18/l07-d18-p04-poster.webp,assets/images/lesson-scenes/level07/day18/l07-d18-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 18: الجيران والضجيج. Show a foreign learner respectfully handling this situation: You say the baby is sleeping.. Visual focus: the phrase 'drri sghir na3s' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الجيران والضجيج'. Trigger: You say the baby is sleeping.. Learner says 'drri sghir na3s'. Moroccan person replies 'wakha, n9es sda3'. End with a clear action showing the practical situation resolved respectfully."
7,18,3,الجيران والضجيج,L07-D18-P05,You say there is no problem.,No problem at all.,ma kayn 7ta moshkil,ما كاين حتى مشكل,lhamdullah,A friendly phrase keeps relations warm.,ma / kayn / 7ta / moshkil,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day18/l07-d18-p05-normal.mp3,assets/audio/level07/day18/l07-d18-p05-slow.mp3,assets/video/level07/day18/l07-d18-p05-scene.mp4,assets/images/video-posters/level07/day18/l07-d18-p05-poster.webp,assets/images/lesson-scenes/level07/day18/l07-d18-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 18: الجيران والضجيج. Show a foreign learner respectfully handling this situation: You say there is no problem.. Visual focus: the phrase 'ma kayn 7ta moshkil' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الجيران والضجيج'. Trigger: You say there is no problem.. Learner says 'ma kayn 7ta moshkil'. Moroccan person replies 'lhamdullah'. End with a clear action showing the practical situation resolved respectfully.
7,19,3,التوصيل والطلبات,L07-D19-P01,You ask if delivery can come here.,Can delivery come here?,wash livraison t9dr tji hna?,واش الليفريزون تقدر تجي هنا؟,"iyeh, 3tihom l-adresse",Livraison is a common French loanword.,wash / livraison / t9dr / tji / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day19/l07-d19-p01-normal.mp3,assets/audio/level07/day19/l07-d19-p01-slow.mp3,assets/video/level07/day19/l07-d19-p01-scene.mp4,assets/images/video-posters/level07/day19/l07-d19-p01-poster.webp,assets/images/lesson-scenes/level07/day19/l07-d19-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 19: التوصيل والطلبات. Show a foreign learner respectfully handling this situation: You ask if delivery can come here.. Visual focus: the phrase 'wash livraison t9dr tji hna?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'التوصيل والطلبات'. Trigger: You ask if delivery can come here.. Learner says 'wash livraison t9dr tji hna?'. Moroccan person replies 'iyeh, 3tihom l-adresse'. End with a clear action showing the practical situation resolved respectfully."
7,19,3,التوصيل والطلبات,L07-D19-P02,You give the building address.,This is the building address.,hada l-adresse dyal l-immeuble,هادا لادريس ديال الإيموبل,"safi, wslat","Know how to describe building, floor, and nearby landmarks.",hada / l-adresse / dyal / l-immeuble,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day19/l07-d19-p02-normal.mp3,assets/audio/level07/day19/l07-d19-p02-slow.mp3,assets/video/level07/day19/l07-d19-p02-scene.mp4,assets/images/video-posters/level07/day19/l07-d19-p02-poster.webp,assets/images/lesson-scenes/level07/day19/l07-d19-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 19: التوصيل والطلبات. Show a foreign learner respectfully handling this situation: You give the building address.. Visual focus: the phrase 'hada l-adresse dyal l-immeuble' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'التوصيل والطلبات'. Trigger: You give the building address.. Learner says 'hada l-adresse dyal l-immeuble'. Moroccan person replies 'safi, wslat'. End with a clear action showing the practical situation resolved respectfully."
7,19,3,التوصيل والطلبات,L07-D19-P03,You say you are on the third floor.,I am on the third floor.,ana f t-tabiq t-talit,أنا ف الطابق التالت,"wakha, tala3",Floor vocabulary is useful for deliveries.,ana / f / t-tabiq / t-talit,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day19/l07-d19-p03-normal.mp3,assets/audio/level07/day19/l07-d19-p03-slow.mp3,assets/video/level07/day19/l07-d19-p03-scene.mp4,assets/images/video-posters/level07/day19/l07-d19-p03-poster.webp,assets/images/lesson-scenes/level07/day19/l07-d19-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 19: التوصيل والطلبات. Show a foreign learner respectfully handling this situation: You say you are on the third floor.. Visual focus: the phrase 'ana f t-tabiq t-talit' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'التوصيل والطلبات'. Trigger: You say you are on the third floor.. Learner says 'ana f t-tabiq t-talit'. Moroccan person replies 'wakha, tala3'. End with a clear action showing the practical situation resolved respectfully."
7,19,3,التوصيل والطلبات,L07-D19-P04,You ask them to call when they arrive.,Call me when you arrive.,3ayet lia mlli twsel,عيط ليا ملي توصل,wakha,Phone coordination is common for delivery.,3ayet / lia / mlli / twsel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day19/l07-d19-p04-normal.mp3,assets/audio/level07/day19/l07-d19-p04-slow.mp3,assets/video/level07/day19/l07-d19-p04-scene.mp4,assets/images/video-posters/level07/day19/l07-d19-p04-poster.webp,assets/images/lesson-scenes/level07/day19/l07-d19-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 19: التوصيل والطلبات. Show a foreign learner respectfully handling this situation: You ask them to call when they arrive.. Visual focus: the phrase '3ayet lia mlli twsel' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'التوصيل والطلبات'. Trigger: You ask them to call when they arrive.. Learner says '3ayet lia mlli twsel'. Moroccan person replies 'wakha'. End with a clear action showing the practical situation resolved respectfully.
7,19,3,التوصيل والطلبات,L07-D19-P05,You say the package is not mine.,This package is not mine.,had colis machi dyali,هاد كولي ماشي ديالي,sme7 lia,Avoid accepting wrong packages.,had / colis / machi / dyali,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day19/l07-d19-p05-normal.mp3,assets/audio/level07/day19/l07-d19-p05-slow.mp3,assets/video/level07/day19/l07-d19-p05-scene.mp4,assets/images/video-posters/level07/day19/l07-d19-p05-poster.webp,assets/images/lesson-scenes/level07/day19/l07-d19-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 19: التوصيل والطلبات. Show a foreign learner respectfully handling this situation: You say the package is not mine.. Visual focus: the phrase 'had colis machi dyali' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'التوصيل والطلبات'. Trigger: You say the package is not mine.. Learner says 'had colis machi dyali'. Moroccan person replies 'sme7 lia'. End with a clear action showing the practical situation resolved respectfully.
7,20,3,الخدمات القريبة,L07-D20-P01,You ask where the pharmacy is.,Where is the pharmacy?,fin kayna pharmacie?,فين كاينة فارماسي؟,tma 7da l-carrefour,Long stays require knowing essential services nearby.,fin / kayna / pharmacie,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day20/l07-d20-p01-normal.mp3,assets/audio/level07/day20/l07-d20-p01-slow.mp3,assets/video/level07/day20/l07-d20-p01-scene.mp4,assets/images/video-posters/level07/day20/l07-d20-p01-poster.webp,assets/images/lesson-scenes/level07/day20/l07-d20-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 20: الخدمات القريبة. Show a foreign learner respectfully handling this situation: You ask where the pharmacy is.. Visual focus: the phrase 'fin kayna pharmacie?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الخدمات القريبة'. Trigger: You ask where the pharmacy is.. Learner says 'fin kayna pharmacie?'. Moroccan person replies 'tma 7da l-carrefour'. End with a clear action showing the practical situation resolved respectfully.
7,20,3,الخدمات القريبة,L07-D20-P02,You ask where the laundry is.,Where is the laundry?,fin kayn pressing?,فين كاين پريسينگ؟,f zan9a jaya,Pressing is commonly used for laundry/dry cleaning.,fin / kayn / pressing,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day20/l07-d20-p02-normal.mp3,assets/audio/level07/day20/l07-d20-p02-slow.mp3,assets/video/level07/day20/l07-d20-p02-scene.mp4,assets/images/video-posters/level07/day20/l07-d20-p02-poster.webp,assets/images/lesson-scenes/level07/day20/l07-d20-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 20: الخدمات القريبة. Show a foreign learner respectfully handling this situation: You ask where the laundry is.. Visual focus: the phrase 'fin kayn pressing?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الخدمات القريبة'. Trigger: You ask where the laundry is.. Learner says 'fin kayn pressing?'. Moroccan person replies 'f zan9a jaya'. End with a clear action showing the practical situation resolved respectfully.
7,20,3,الخدمات القريبة,L07-D20-P03,You ask where to print papers.,Where can I print papers?,fin n9dr n-printi wraq?,فين نقدر نپرينتي وراق؟,f cyber,Cybercafés/print shops are practical for documents.,fin / n9dr / n-printi / wraq,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day20/l07-d20-p03-normal.mp3,assets/audio/level07/day20/l07-d20-p03-slow.mp3,assets/video/level07/day20/l07-d20-p03-scene.mp4,assets/images/video-posters/level07/day20/l07-d20-p03-poster.webp,assets/images/lesson-scenes/level07/day20/l07-d20-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 20: الخدمات القريبة. Show a foreign learner respectfully handling this situation: You ask where to print papers.. Visual focus: the phrase 'fin n9dr n-printi wraq?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الخدمات القريبة'. Trigger: You ask where to print papers.. Learner says 'fin n9dr n-printi wraq?'. Moroccan person replies 'f cyber'. End with a clear action showing the practical situation resolved respectfully.
7,20,3,الخدمات القريبة,L07-D20-P04,You ask where to buy household items.,Where can I buy things for the house?,fin n9dr nshri 7wayj dyal dar?,فين نقدر نشري حوايج ديال الدار؟,f souq / supermarché,Household items are part of longer-stay setup.,fin / n9dr / nshri / 7wayj / dyal / dar,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day20/l07-d20-p04-normal.mp3,assets/audio/level07/day20/l07-d20-p04-slow.mp3,assets/video/level07/day20/l07-d20-p04-scene.mp4,assets/images/video-posters/level07/day20/l07-d20-p04-poster.webp,assets/images/lesson-scenes/level07/day20/l07-d20-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 20: الخدمات القريبة. Show a foreign learner respectfully handling this situation: You ask where to buy household items.. Visual focus: the phrase 'fin n9dr nshri 7wayj dyal dar?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الخدمات القريبة'. Trigger: You ask where to buy household items.. Learner says 'fin n9dr nshri 7wayj dyal dar?'. Moroccan person replies 'f souq / supermarché'. End with a clear action showing the practical situation resolved respectfully.
7,20,3,الخدمات القريبة,L07-D20-P05,You ask for the nearest supermarket.,Where is the nearest supermarket?,fin kayn supermarché qrib?,فين كاين سوپرمارشي قريب؟,tma 3la limn,Useful for less traditional shopping and fixed prices.,fin / kayn / supermarché / qrib,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day20/l07-d20-p05-normal.mp3,assets/audio/level07/day20/l07-d20-p05-slow.mp3,assets/video/level07/day20/l07-d20-p05-scene.mp4,assets/images/video-posters/level07/day20/l07-d20-p05-poster.webp,assets/images/lesson-scenes/level07/day20/l07-d20-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 20: الخدمات القريبة. Show a foreign learner respectfully handling this situation: You ask for the nearest supermarket.. Visual focus: the phrase 'fin kayn supermarché qrib?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الخدمات القريبة'. Trigger: You ask for the nearest supermarket.. Learner says 'fin kayn supermarché qrib?'. Moroccan person replies 'tma 3la limn'. End with a clear action showing the practical situation resolved respectfully.
7,21,3,مراجعة حياة الحي,L07-D21-P01,You ask the neighbor for a nearby service.,Is there a repair shop nearby?,wash kayn shi mصلح qrib?,واش كاين شي مصلح قريب؟,"iyeh, f dak zan9a",Review local-service discovery.,wash / kayn / shi / mصلح / qrib,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day21/l07-d21-p01-normal.mp3,assets/audio/level07/day21/l07-d21-p01-slow.mp3,assets/video/level07/day21/l07-d21-p01-scene.mp4,assets/images/video-posters/level07/day21/l07-d21-p01-poster.webp,assets/images/lesson-scenes/level07/day21/l07-d21-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 21: مراجعة حياة الحي. Show a foreign learner respectfully handling this situation: You ask the neighbor for a nearby service.. Visual focus: the phrase 'wash kayn shi mصلح qrib?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'مراجعة حياة الحي'. Trigger: You ask the neighbor for a nearby service.. Learner says 'wash kayn shi mصلح qrib?'. Moroccan person replies 'iyeh, f dak zan9a'. End with a clear action showing the practical situation resolved respectfully."
7,21,3,مراجعة حياة الحي,L07-D21-P02,You ask the guardian about a delivery.,Did anyone come for me?,wash ja chi wahed 3lia?,واش جا شي واحد عليا؟,"iyeh, ja livreur",Useful in buildings with guardians.,wash / ja / chi / wahed / 3lia,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day21/l07-d21-p02-normal.mp3,assets/audio/level07/day21/l07-d21-p02-slow.mp3,assets/video/level07/day21/l07-d21-p02-scene.mp4,assets/images/video-posters/level07/day21/l07-d21-p02-poster.webp,assets/images/lesson-scenes/level07/day21/l07-d21-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 21: مراجعة حياة الحي. Show a foreign learner respectfully handling this situation: You ask the guardian about a delivery.. Visual focus: the phrase 'wash ja chi wahed 3lia?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'مراجعة حياة الحي'. Trigger: You ask the guardian about a delivery.. Learner says 'wash ja chi wahed 3lia?'. Moroccan person replies 'iyeh, ja livreur'. End with a clear action showing the practical situation resolved respectfully."
