level,day,week,lessonTitleArabic,lessonTitleEnglish,phraseId,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,imagePromptSeed,videoActionSeed,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,status
4,16,3,الزربية والنسيج,Carpets and Textiles,L04-D16-P01,hellha aafak,حلها عافاك,"Can you open it, please?",Ask to open the carpet.,wakha,Ask before unfolding large textiles.,hellha / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 16: الزربية والنسيج. Show a foreign learner politely handling this situation: Ask to open the carpet.. Visual focus: the phrase 'hellha aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الزربية والنسيج'. Trigger: Ask to open the carpet.. Learner says 'hellha aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day16/l04-d16-p01-normal.mp3,assets/audio/level04/day16/l04-d16-p01-slow.mp3,assets/video/level04/day16/l04-d16-p01-scene.mp4,assets/images/video-posters/level04/day16/l04-d16-p01-poster.webp,assets/images/lesson-scenes/level04/day16/l04-d16-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,16,3,الزربية والنسيج,Carpets and Textiles,L04-D16-P02,mnin hadi?,منين هادي؟,Where is it from?,Ask where it is from.,mn atlas,Origin matters for Moroccan textile identity.,mnin / hadi?,"Realistic Moroccan souk/shopping scene, Level 4 Day 16: الزربية والنسيج. Show a foreign learner politely handling this situation: Ask where it is from.. Visual focus: the phrase 'mnin hadi?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الزربية والنسيج'. Trigger: Ask where it is from.. Learner says 'mnin hadi?'. Moroccan seller replies 'mn atlas'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day16/l04-d16-p02-normal.mp3,assets/audio/level04/day16/l04-d16-p02-slow.mp3,assets/video/level04/day16/l04-d16-p02-scene.mp4,assets/images/video-posters/level04/day16/l04-d16-p02-poster.webp,assets/images/lesson-scenes/level04/day16/l04-d16-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,16,3,الزربية والنسيج,Carpets and Textiles,L04-D16-P03,wach sof?,واش صوف؟,Is it wool?,Ask if it is wool.,"iyeh, sof",Wool/cotton/material affects price.,wach / sof?,"Realistic Moroccan souk/shopping scene, Level 4 Day 16: الزربية والنسيج. Show a foreign learner politely handling this situation: Ask if it is wool.. Visual focus: the phrase 'wach sof?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الزربية والنسيج'. Trigger: Ask if it is wool.. Learner says 'wach sof?'. Moroccan seller replies 'iyeh, sof'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day16/l04-d16-p03-normal.mp3,assets/audio/level04/day16/l04-d16-p03-slow.mp3,assets/video/level04/day16/l04-d16-p03-scene.mp4,assets/images/video-posters/level04/day16/l04-d16-p03-poster.webp,assets/images/lesson-scenes/level04/day16/l04-d16-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,16,3,الزربية والنسيج,Carpets and Textiles,L04-D16-P04,kbira bzaf 3liya,كبيرة بزاف عليا,It is too big for me.,Say it is too big.,nجيب lik sghira,Size matters for luggage and home use.,kbira / bzaf / 3liya,"Realistic Moroccan souk/shopping scene, Level 4 Day 16: الزربية والنسيج. Show a foreign learner politely handling this situation: Say it is too big.. Visual focus: the phrase 'kbira bzaf 3liya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الزربية والنسيج'. Trigger: Say it is too big.. Learner says 'kbira bzaf 3liya'. Moroccan seller replies 'nجيب lik sghira'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day16/l04-d16-p04-normal.mp3,assets/audio/level04/day16/l04-d16-p04-slow.mp3,assets/video/level04/day16/l04-d16-p04-scene.mp4,assets/images/video-posters/level04/day16/l04-d16-p04-poster.webp,assets/images/lesson-scenes/level04/day16/l04-d16-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,16,3,الزربية والنسيج,Carpets and Textiles,L04-D16-P05,twiha mzyan aafak,طويها مزيان عافاك,"Fold it well, please.",Ask to fold it well.,wakha,Useful before travel.,twiha / mzyan / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 16: الزربية والنسيج. Show a foreign learner politely handling this situation: Ask to fold it well.. Visual focus: the phrase 'twiha mzyan aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الزربية والنسيج'. Trigger: Ask to fold it well.. Learner says 'twiha mzyan aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day16/l04-d16-p05-normal.mp3,assets/audio/level04/day16/l04-d16-p05-slow.mp3,assets/video/level04/day16/l04-d16-p05-scene.mp4,assets/images/video-posters/level04/day16/l04-d16-p05-poster.webp,assets/images/lesson-scenes/level04/day16/l04-d16-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,17,3,الفخار والحاجات القابلة للكسر,Ceramics and Breakable Items,L04-D17-P01,wach kattkser b s-hola?,واش كتتكسر بسهولة؟,Does it break easily?,Ask if it breaks easily.,"la, hiya qwiya",Fragile items need careful packing.,wach / kattkser / b / s-hola?,"Realistic Moroccan souk/shopping scene, Level 4 Day 17: الفخار والحاجات القابلة للكسر. Show a foreign learner politely handling this situation: Ask if it breaks easily.. Visual focus: the phrase 'wach kattkser b s-hola?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الفخار والحاجات القابلة للكسر'. Trigger: Ask if it breaks easily.. Learner says 'wach kattkser b s-hola?'. Moroccan seller replies 'la, hiya qwiya'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day17/l04-d17-p01-normal.mp3,assets/audio/level04/day17/l04-d17-p01-slow.mp3,assets/video/level04/day17/l04-d17-p01-scene.mp4,assets/images/video-posters/level04/day17/l04-d17-p01-poster.webp,assets/images/lesson-scenes/level04/day17/l04-d17-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,17,3,الفخار والحاجات القابلة للكسر,Ceramics and Breakable Items,L04-D17-P02,ghlefha mzyan aafak,غلفها مزيان عافاك,"Wrap it well, please.",Ask for careful wrapping.,wakha,Essential for ceramics.,ghlefha / mzyan / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 17: الفخار والحاجات القابلة للكسر. Show a foreign learner politely handling this situation: Ask for careful wrapping.. Visual focus: the phrase 'ghlefha mzyan aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفخار والحاجات القابلة للكسر'. Trigger: Ask for careful wrapping.. Learner says 'ghlefha mzyan aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day17/l04-d17-p02-normal.mp3,assets/audio/level04/day17/l04-d17-p02-slow.mp3,assets/video/level04/day17/l04-d17-p02-scene.mp4,assets/images/video-posters/level04/day17/l04-d17-p02-poster.webp,assets/images/lesson-scenes/level04/day17/l04-d17-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,17,3,الفخار والحاجات القابلة للكسر,Ceramics and Breakable Items,L04-D17-P03,bghit setta dyal lkisan,بغيت ستة ديال الكيسان,I want six cups.,Ask for six cups.,setta,Sets are common in ceramic and tea shops.,bghit / setta / dyal / lkisan,"Realistic Moroccan souk/shopping scene, Level 4 Day 17: الفخار والحاجات القابلة للكسر. Show a foreign learner politely handling this situation: Ask for six cups.. Visual focus: the phrase 'bghit setta dyal lkisan' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفخار والحاجات القابلة للكسر'. Trigger: Ask for six cups.. Learner says 'bghit setta dyal lkisan'. Moroccan seller replies 'setta'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day17/l04-d17-p03-normal.mp3,assets/audio/level04/day17/l04-d17-p03-slow.mp3,assets/video/level04/day17/l04-d17-p03-scene.mp4,assets/images/video-posters/level04/day17/l04-d17-p03-poster.webp,assets/images/lesson-scenes/level04/day17/l04-d17-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,17,3,الفخار والحاجات القابلة للكسر,Ceramics and Breakable Items,L04-D17-P04,nqdr nغسلha f machine?,نقدر نغسلها ف الماشين؟,Can I wash it in the machine?,Ask if it is dishwasher safe.,"la, b l-yed hsen",Tourists may need practical care instructions.,nqdr / nغسلha / f / machine?,"Realistic Moroccan souk/shopping scene, Level 4 Day 17: الفخار والحاجات القابلة للكسر. Show a foreign learner politely handling this situation: Ask if it is dishwasher safe.. Visual focus: the phrase 'nqdr nغسلha f machine?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الفخار والحاجات القابلة للكسر'. Trigger: Ask if it is dishwasher safe.. Learner says 'nqdr nغسلha f machine?'. Moroccan seller replies 'la, b l-yed hsen'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day17/l04-d17-p04-normal.mp3,assets/audio/level04/day17/l04-d17-p04-slow.mp3,assets/video/level04/day17/l04-d17-p04-scene.mp4,assets/images/video-posters/level04/day17/l04-d17-p04-poster.webp,assets/images/lesson-scenes/level04/day17/l04-d17-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,17,3,الفخار والحاجات القابلة للكسر,Ceramics and Breakable Items,L04-D17-P05,wach 3ndk kartona qwiya?,واش عندك كارتونة قوية؟,Do you have a strong box?,Ask for a stronger box.,kayn,Good before travel or airport packing.,wach / 3ndk / kartona / qwiya?,"Realistic Moroccan souk/shopping scene, Level 4 Day 17: الفخار والحاجات القابلة للكسر. Show a foreign learner politely handling this situation: Ask for a stronger box.. Visual focus: the phrase 'wach 3ndk kartona qwiya?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفخار والحاجات القابلة للكسر'. Trigger: Ask for a stronger box.. Learner says 'wach 3ndk kartona qwiya?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day17/l04-d17-p05-normal.mp3,assets/audio/level04/day17/l04-d17-p05-slow.mp3,assets/video/level04/day17/l04-d17-p05-scene.mp4,assets/images/video-posters/level04/day17/l04-d17-p05-poster.webp,assets/images/lesson-scenes/level04/day17/l04-d17-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,18,3,الثمن الثابت والبوتيك,Fixed Price and Boutique,L04-D18-P01,wash l-athmana thabtin?,واش الأثمان ثابتين؟,Are the prices fixed?,Ask if prices are fixed.,"iyeh, thabtin",Boutiques may not bargain like souks.,wash / l-athmana / thabtin?,"Realistic Moroccan souk/shopping scene, Level 4 Day 18: الثمن الثابت والبوتيك. Show a foreign learner politely handling this situation: Ask if prices are fixed.. Visual focus: the phrase 'wash l-athmana thabtin?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الثمن الثابت والبوتيك'. Trigger: Ask if prices are fixed.. Learner says 'wash l-athmana thabtin?'. Moroccan seller replies 'iyeh, thabtin'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day18/l04-d18-p01-normal.mp3,assets/audio/level04/day18/l04-d18-p01-slow.mp3,assets/video/level04/day18/l04-d18-p01-scene.mp4,assets/images/video-posters/level04/day18/l04-d18-p01-poster.webp,assets/images/lesson-scenes/level04/day18/l04-d18-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,18,3,الثمن الثابت والبوتيك,Fixed Price and Boutique,L04-D18-P02,"wakha, fhemt",واخا، فهمت,"Okay, I understand.","Say okay, I understand.",mzyan,Respect fixed-price shops.,wakha / fhemt,"Realistic Moroccan souk/shopping scene, Level 4 Day 18: الثمن الثابت والبوتيك. Show a foreign learner politely handling this situation: Say okay, I understand.. Visual focus: the phrase 'wakha, fhemt' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الثمن الثابت والبوتيك'. Trigger: Say okay, I understand.. Learner says 'wakha, fhemt'. Moroccan seller replies 'mzyan'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day18/l04-d18-p02-normal.mp3,assets/audio/level04/day18/l04-d18-p02-slow.mp3,assets/video/level04/day18/l04-d18-p02-scene.mp4,assets/images/video-posters/level04/day18/l04-d18-p02-poster.webp,assets/images/lesson-scenes/level04/day18/l04-d18-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,18,3,الثمن الثابت والبوتيك,Fixed Price and Boutique,L04-D18-P03,wach kayn remise?,واش كاينة ريميز؟,Is there a discount?,Ask if there is a discount.,kayn shwiya,French “remise” is common in shopping.,wach / kayn / remise?,"Realistic Moroccan souk/shopping scene, Level 4 Day 18: الثمن الثابت والبوتيك. Show a foreign learner politely handling this situation: Ask if there is a discount.. Visual focus: the phrase 'wach kayn remise?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الثمن الثابت والبوتيك'. Trigger: Ask if there is a discount.. Learner says 'wach kayn remise?'. Moroccan seller replies 'kayn shwiya'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day18/l04-d18-p03-normal.mp3,assets/audio/level04/day18/l04-d18-p03-slow.mp3,assets/video/level04/day18/l04-d18-p03-scene.mp4,assets/images/video-posters/level04/day18/l04-d18-p03-poster.webp,assets/images/lesson-scenes/level04/day18/l04-d18-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,18,3,الثمن الثابت والبوتيك,Fixed Price and Boutique,L04-D18-P04,wach hada taman dyal sold?,واش هادا ثمن ديال صولد؟,Is this the sale price?,Ask about sale price.,iyeh,Useful in modern shops.,wach hada / taman dyal sold?,"Realistic Moroccan souk/shopping scene, Level 4 Day 18: الثمن الثابت والبوتيك. Show a foreign learner politely handling this situation: Ask about sale price.. Visual focus: the phrase 'wach hada taman dyal sold?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الثمن الثابت والبوتيك'. Trigger: Ask about sale price.. Learner says 'wach hada taman dyal sold?'. Moroccan seller replies 'iyeh'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day18/l04-d18-p04-normal.mp3,assets/audio/level04/day18/l04-d18-p04-slow.mp3,assets/video/level04/day18/l04-d18-p04-scene.mp4,assets/images/video-posters/level04/day18/l04-d18-p04-poster.webp,assets/images/lesson-scenes/level04/day18/l04-d18-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,18,3,الثمن الثابت والبوتيك,Fixed Price and Boutique,L04-D18-P05,"wakha, ghadi nkhles had taman",واخا، غادي نخلص هاد الثمن,"Okay, I will pay this price.",Say I will pay the fixed price.,mrehba,"In fixed shops, clarity is better than bargaining.",wakha / ghadi nkhles had taman,"Realistic Moroccan souk/shopping scene, Level 4 Day 18: الثمن الثابت والبوتيك. Show a foreign learner politely handling this situation: Say I will pay the fixed price.. Visual focus: the phrase 'wakha, ghadi nkhles had taman' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الثمن الثابت والبوتيك'. Trigger: Say I will pay the fixed price.. Learner says 'wakha, ghadi nkhles had taman'. Moroccan seller replies 'mrehba'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day18/l04-d18-p05-normal.mp3,assets/audio/level04/day18/l04-d18-p05-slow.mp3,assets/video/level04/day18/l04-d18-p05-scene.mp4,assets/images/video-posters/level04/day18/l04-d18-p05-poster.webp,assets/images/lesson-scenes/level04/day18/l04-d18-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,19,3,اختيارات أخرى والمخزون,Alternatives and Stock,L04-D19-P01,wach 3ndk model akhor?,واش عندك موديل آخر؟,Do you have another model?,Ask for another model.,kayn,"Good for clothing, bags, and souvenirs.",wach / 3ndk / model / akhor?,"Realistic Moroccan souk/shopping scene, Level 4 Day 19: اختيارات أخرى والمخزون. Show a foreign learner politely handling this situation: Ask for another model.. Visual focus: the phrase 'wach 3ndk model akhor?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'اختيارات أخرى والمخزون'. Trigger: Ask for another model.. Learner says 'wach 3ndk model akhor?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day19/l04-d19-p01-normal.mp3,assets/audio/level04/day19/l04-d19-p01-slow.mp3,assets/video/level04/day19/l04-d19-p01-scene.mp4,assets/images/video-posters/level04/day19/l04-d19-p01-poster.webp,assets/images/lesson-scenes/level04/day19/l04-d19-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,19,3,اختيارات أخرى والمخزون,Alternatives and Stock,L04-D19-P02,wach kayna wahda jdida l-dakhel?,واش كاينة وحدة جديدة للداخل؟,Do you have a new one inside?,Ask for a new one from inside.,nشوف,Use when display item looks worn.,wach kayna / wahda jdida l-dakhel?,"Realistic Moroccan souk/shopping scene, Level 4 Day 19: اختيارات أخرى والمخزون. Show a foreign learner politely handling this situation: Ask for a new one from inside.. Visual focus: the phrase 'wach kayna wahda jdida l-dakhel?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'اختيارات أخرى والمخزون'. Trigger: Ask for a new one from inside.. Learner says 'wach kayna wahda jdida l-dakhel?'. Moroccan seller replies 'nشوف'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day19/l04-d19-p02-normal.mp3,assets/audio/level04/day19/l04-d19-p02-slow.mp3,assets/video/level04/day19/l04-d19-p02-scene.mp4,assets/images/video-posters/level04/day19/l04-d19-p02-poster.webp,assets/images/lesson-scenes/level04/day19/l04-d19-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,19,3,اختيارات أخرى والمخزون,Alternatives and Stock,L04-D19-P03,wach kaynin ikhtiyarat akhrin?,واش كاينين اختيارات آخرين؟,Are there more choices?,Ask if there are more choices.,kaynin,Helps explore without pressure.,wach / kaynin / ikhtiyarat / akhrin?,"Realistic Moroccan souk/shopping scene, Level 4 Day 19: اختيارات أخرى والمخزون. Show a foreign learner politely handling this situation: Ask if there are more choices.. Visual focus: the phrase 'wach kaynin ikhtiyarat akhrin?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'اختيارات أخرى والمخزون'. Trigger: Ask if there are more choices.. Learner says 'wach kaynin ikhtiyarat akhrin?'. Moroccan seller replies 'kaynin'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day19/l04-d19-p03-normal.mp3,assets/audio/level04/day19/l04-d19-p03-slow.mp3,assets/video/level04/day19/l04-d19-p03-scene.mp4,assets/images/video-posters/level04/day19/l04-d19-p03-poster.webp,assets/images/lesson-scenes/level04/day19/l04-d19-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,19,3,اختيارات أخرى والمخزون,Alternatives and Stock,L04-D19-P04,shno katnsehni?,شنو كتنصحني؟,What do you recommend?,Ask what he recommends.,khod hadi,Can create a friendlier interaction.,shno / katnsehni?,"Realistic Moroccan souk/shopping scene, Level 4 Day 19: اختيارات أخرى والمخزون. Show a foreign learner politely handling this situation: Ask what he recommends.. Visual focus: the phrase 'shno katnsehni?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'اختيارات أخرى والمخزون'. Trigger: Ask what he recommends.. Learner says 'shno katnsehni?'. Moroccan seller replies 'khod hadi'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day19/l04-d19-p04-normal.mp3,assets/audio/level04/day19/l04-d19-p04-slow.mp3,assets/video/level04/day19/l04-d19-p04-scene.mp4,assets/images/video-posters/level04/day19/l04-d19-p04-poster.webp,assets/images/lesson-scenes/level04/day19/l04-d19-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,19,3,اختيارات أخرى والمخزون,Alternatives and Stock,L04-D19-P05,bghit shi haja ma shi touristiya,بغيت شي حاجة ماشي توريستية,I want something not touristy.,Say I want something not touristy.,fhemtk,This differentiates Darija30 from generic souvenir shopping.,bghit shi / haja ma shi touristiya,"Realistic Moroccan souk/shopping scene, Level 4 Day 19: اختيارات أخرى والمخزون. Show a foreign learner politely handling this situation: Say I want something not touristy.. Visual focus: the phrase 'bghit shi haja ma shi touristiya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'اختيارات أخرى والمخزون'. Trigger: Say I want something not touristy.. Learner says 'bghit shi haja ma shi touristiya'. Moroccan seller replies 'fhemtk'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day19/l04-d19-p05-normal.mp3,assets/audio/level04/day19/l04-d19-p05-slow.mp3,assets/video/level04/day19/l04-d19-p05-scene.mp4,assets/images/video-posters/level04/day19/l04-d19-p05-poster.webp,assets/images/lesson-scenes/level04/day19/l04-d19-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,20,3,الدفع والصرف,Paying and Change,L04-D20-P01,nqdr nkhles b la carte?,نقدر نخلص بالكارت؟,Can I pay by card?,Ask if card is accepted.,cash only,Many small shops prefer cash.,nqdr nkhles / b la carte?,"Realistic Moroccan souk/shopping scene, Level 4 Day 20: الدفع والصرف. Show a foreign learner politely handling this situation: Ask if card is accepted.. Visual focus: the phrase 'nqdr nkhles b la carte?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الدفع والصرف'. Trigger: Ask if card is accepted.. Learner says 'nqdr nkhles b la carte?'. Moroccan seller replies 'cash only'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day20/l04-d20-p01-normal.mp3,assets/audio/level04/day20/l04-d20-p01-slow.mp3,assets/video/level04/day20/l04-d20-p01-scene.mp4,assets/images/video-posters/level04/day20/l04-d20-p01-poster.webp,assets/images/lesson-scenes/level04/day20/l04-d20-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,20,3,الدفع والصرف,Paying and Change,L04-D20-P02,ghadi nkhles cash,غادي نخلص كاش,I will pay cash.,Say you will pay cash.,wakha,Cash is often easiest in markets.,ghadi / nkhles / cash,"Realistic Moroccan souk/shopping scene, Level 4 Day 20: الدفع والصرف. Show a foreign learner politely handling this situation: Say you will pay cash.. Visual focus: the phrase 'ghadi nkhles cash' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الدفع والصرف'. Trigger: Say you will pay cash.. Learner says 'ghadi nkhles cash'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day20/l04-d20-p02-normal.mp3,assets/audio/level04/day20/l04-d20-p02-slow.mp3,assets/video/level04/day20/l04-d20-p02-scene.mp4,assets/images/video-posters/level04/day20/l04-d20-p02-poster.webp,assets/images/lesson-scenes/level04/day20/l04-d20-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,20,3,الدفع والصرف,Paying and Change,L04-D20-P03,wach 3ndk srf dyal miyaine?,واش عندك صرف ديال ميتين؟,Do you have change for 200?,Ask for change.,nchouf,Large bills can be hard in small stalls.,wach 3ndk / srf dyal miyaine?,"Realistic Moroccan souk/shopping scene, Level 4 Day 20: الدفع والصرف. Show a foreign learner politely handling this situation: Ask for change.. Visual focus: the phrase 'wach 3ndk srf dyal miyaine?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الدفع والصرف'. Trigger: Ask for change.. Learner says 'wach 3ndk srf dyal miyaine?'. Moroccan seller replies 'nchouf'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day20/l04-d20-p03-normal.mp3,assets/audio/level04/day20/l04-d20-p03-slow.mp3,assets/video/level04/day20/l04-d20-p03-scene.mp4,assets/images/video-posters/level04/day20/l04-d20-p03-poster.webp,assets/images/lesson-scenes/level04/day20/l04-d20-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,20,3,الدفع والصرف,Paying and Change,L04-D20-P04,nqdr nakhod ticket?,نقدر ناخد تيكي؟,Can I have a receipt?,Ask for the receipt.,kayn,Modern shops can give receipts; souks may not.,nqdr / nakhod / ticket?,"Realistic Moroccan souk/shopping scene, Level 4 Day 20: الدفع والصرف. Show a foreign learner politely handling this situation: Ask for the receipt.. Visual focus: the phrase 'nqdr nakhod ticket?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الدفع والصرف'. Trigger: Ask for the receipt.. Learner says 'nqdr nakhod ticket?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day20/l04-d20-p04-normal.mp3,assets/audio/level04/day20/l04-d20-p04-slow.mp3,assets/video/level04/day20/l04-d20-p04-scene.mp4,assets/images/video-posters/level04/day20/l04-d20-p04-poster.webp,assets/images/lesson-scenes/level04/day20/l04-d20-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
